Département;Nom de Ville;Info;Code Commune;Potentiel Fiscal;Population;Nombre de policiers municipaux;Nombre d'agents de Surveillance de la voix publique;Nombre de gardes-champêtres;Nombre de centres de supervision urbaine (CSU);Personnes pour un policier;Nombre de policiers et de gardes-champêtres;Personnes pour un policier ou un garde-champêtre;KML
62;Beaurains;"";099;790;5083;1;0;0;0;5083;1;5083;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.798482662525532,50.24775435651957,0 2.807331391009558,50.25542772726634,0 2.80608950072331,50.26520394889941,0 2.800803911056602,50.27705665069473,0 2.792944784091267,50.26993242197545,0 2.784265852990435,50.27163250288387,0 2.773679302758585,50.26430464265373,0 2.77820054397488,50.25864709800973,0 2.772426906161476,50.24999865284052,0 2.775213740965401,50.24051272695269,0 2.798482662525532,50.24775435651957,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Brebières;"";173;854;4902;2;0;0;0;2451;2;2451;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							3.043078325737727,50.31958886709312,0 3.052157340704276,50.32560078842288,0 3.035921151389704,50.33158604918238,0 3.038806073256022,50.34401978865771,0 3.013458555181021,50.35941325446738,0 3.008911405936043,50.35856077586779,0 3.00646987269694,50.36115550796877,0 2.993896067252462,50.35250988305746,0 2.992900259990892,50.34918800776487,0 3.014709827427877,50.31894907665677,0 3.043078325737727,50.31958886709312,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Écurie;"";290;573;418;0;0;1;0;0;1;418;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.779994115739028,50.33902650161587,0 2.775327461864139,50.34426127190095,0 2.754171346100365,50.33544037768202,0 2.759042812136565,50.32578047811785,0 2.771953286901545,50.3209477767608,0 2.779994115739028,50.33902650161587,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Fiefs;"";333;315;399;0;0;1;0;0;1;399;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.330489696781721,50.48108179159232,0 2.344956977406567,50.48826861917884,0 2.343345783559507,50.50069238747329,0 2.338049802497575,50.50850944309954,0 2.34365592907134,50.51361082851176,0 2.330640839174283,50.51629683856498,0 2.322468917072356,50.51992362926046,0 2.312776922833266,50.51826350660859,0 2.293148875633095,50.50839590438223,0 2.303174644824302,50.49084110022322,0 2.302690687091533,50.48310958227724,0 2.311017809465694,50.48734826830673,0 2.321701200788611,50.47972334880266,0 2.332117619118934,50.47820012470193,0 2.330489696781721,50.48108179159232,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Frévent;"";361;337;3784;1;1;1;0;3784;2;1892;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.317552184716822,50.25319376041195,0 2.311073418630287,50.27542635880921,0 2.322675791452022,50.28162342381776,0 2.321469340472504,50.2848582278095,0 2.299593829937776,50.29396626079396,0 2.295862938263853,50.29616280270317,0 2.281079591388635,50.29485633008939,0 2.273724641155703,50.27897414193976,0 2.257478920566842,50.26598310027946,0 2.2606272394964,50.25951892953866,0 2.278691418558263,50.25886279372422,0 2.286958855190755,50.24668089938375,0 2.301047114730883,50.24965307566992,0 2.315244944954018,50.24671573290858,0 2.317552184716822,50.25319376041195,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Hautecloque;"";416;473;220;0;0;1;0;0;1;220;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.342761102900099,50.33410516735312,0 2.337554871277567,50.34175382997962,0 2.319232890804126,50.34587390904618,0 2.309388003244992,50.34553189628538,0 2.303827218649719,50.34077804038617,0 2.282367377059256,50.33449588272433,0 2.27747836536337,50.33207008849389,0 2.295506489013976,50.32879844505996,0 2.308030294394525,50.33299944188257,0 2.314605359685631,50.32809798054681,0 2.315375016724612,50.32201479518949,0 2.322204122686458,50.31787746119712,0 2.330111959587677,50.32113501207341,0 2.342761102900099,50.33410516735312,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Saint-Pol-sur-Ternoise;"";767;1044;5185;4;0;0;0;1296;4;1296;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.333913255336451,50.36683719896673,0 2.347752958239866,50.3809884692261,0 2.363083964865593,50.38107747250369,0 2.37216501085705,50.38923088753506,0 2.381776800938904,50.39098513315831,0 2.379596835956774,50.39582212997011,0 2.356133783860836,50.4097160114153,0 2.349754648714559,50.40544522919259,0 2.35572319628206,50.40006303619926,0 2.3529496887015,50.39728343914027,0 2.342714745818646,50.39483237307643,0 2.332492960116976,50.39677059820327,0 2.328838853675665,50.38111156376962,0 2.320903409051018,50.37712689072874,0 2.330538439861973,50.36517596381378,0 2.333913255336451,50.36683719896673,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Auchel;Sous Préfecture de BETHUNE;048;611;11031;1;1;0;0;11031;1;11031;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.490095769676275,50.51007267153132,0 2.481321697812056,50.51871604282293,0 2.472983271912259,50.51908475964777,0 2.458831179917169,50.52066633225377,0 2.447062715840924,50.52563189974396,0 2.442166161942416,50.52023335606626,0 2.444365049432986,50.51745170668419,0 2.467503312226071,50.49810211090075,0 2.476667652129976,50.49511619409801,0 2.486040273461745,50.49781243311219,0 2.490095769676275,50.51007267153132,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Béthune;"";119;1264;25655;9;10;0;0;2850;9;2850;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.658889599562642,50.51737565494192,0 2.660279916088029,50.53248570509801,0 2.671720337631656,50.53810836899477,0 2.651963957288492,50.54169853662823,0 2.645070421298494,50.55053780884045,0 2.6294392706391,50.54209097710471,0 2.622654937428242,50.52644385545566,0 2.615212856370315,50.52189715393814,0 2.615484198114149,50.52139534954394,0 2.627697587609461,50.51287863902819,0 2.637143134506097,50.51483650100445,0 2.649804966956499,50.50989130566216,0 2.658889599562642,50.51737565494192,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Billy-Berclau;"";132;1214;4387;1;0;1;0;4387;2;2193;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.882077215940537,50.50775425938765,0 2.887045509839585,50.53298077576279,0 2.88696459538365,50.53765697201733,0 2.882504002478088,50.53597439489518,0 2.862058126810929,50.52976912803963,0 2.852162291566924,50.52859985453357,0 2.845345634606629,50.51988508564748,0 2.8451756407968,50.50649288957969,0 2.860671049793884,50.50689726103541,0 2.882077215940537,50.50775425938765,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Isbergues;"";473;1163;9289;1;0;0;0;9289;1;9289;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.476733454933662,50.60255413340737,0 2.491165593934257,50.62427914027816,0 2.469312038299387,50.63094547111747,0 2.467799349947768,50.63388262804239,0 2.452523402951576,50.63460596018753,0 2.42151373640521,50.62789598259349,0 2.428478821542335,50.61592912562701,0 2.423400944537377,50.61590563764214,0 2.43345436269542,50.60751563664643,0 2.438149986374625,50.5975030412073,0 2.439844094574388,50.59732222773759,0 2.448557257495478,50.5999909244395,0 2.460459343702284,50.59469418170152,0 2.464942882678129,50.59604189823769,0 2.476733454933662,50.60255413340737,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Lillers;"";516;548;10055;0;0;2;0;0;2;5027;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.461380686390187,50.54555834781669,0 2.484109037266982,50.53659859764863,0 2.494909666814307,50.53675080801838,0 2.513893181880813,50.54271478263861,0 2.528887932181396,50.55239449708772,0 2.524604426045882,50.55843657550187,0 2.530716848956143,50.5677673098283,0 2.507378983951858,50.57361840556977,0 2.500666680887687,50.58533106801586,0 2.481302900321811,50.59022378425386,0 2.445568387685189,50.58459439270963,0 2.443428336756601,50.58180250892443,0 2.452344439144643,50.57467100704467,0 2.450952471846097,50.56919889504547,0 2.456141167091479,50.55984248138982,0 2.44213159974735,50.55511296672891,0 2.436811512339498,50.54958688622412,0 2.435739475349958,50.53840729601446,0 2.435737972066621,50.53728531997563,0 2.438121284799468,50.53574334322055,0 2.441507583828053,50.53390964200284,0 2.461380686390187,50.54555834781669,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Noeux-les-Mines;"";617;550;12206;1;0;0;0;12206;1;12206;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.68600650567473,50.46731540074157,0 2.69492617832134,50.47610770162776,0 2.667010874497389,50.48997593880456,0 2.656368194782077,50.48870812901585,0 2.650795665119245,50.48678956561569,0 2.63758895356101,50.48223651637159,0 2.633919866960426,50.47024220445907,0 2.638898863714316,50.46631614732783,0 2.674500011474277,50.4611008205127,0 2.68600650567473,50.46731540074157,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Noyelles-lès-Vermelles;"";626;599;2243;1;0;0;0;2243;1;2243;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.738578512015284,50.49162885442853,0 2.736646344278317,50.50055599111732,0 2.737563014124906,50.50289170814683,0 2.730532961531327,50.50422300995471,0 2.714820500428474,50.48530201989162,0 2.725458701630425,50.47977872785572,0 2.729927944995536,50.48056950218406,0 2.738578512015284,50.49162885442853,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Sailly-sur-la-Lys;"";736;586;4090;1;0;0;0;4090;1;4090;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.794586914619983,50.63495206859922,0 2.796187537397423,50.64388405754317,0 2.811703631689664,50.64621490848543,0 2.827097884991927,50.6556510850858,0 2.821275849027116,50.66127849282567,0 2.809187984818728,50.66937289644265,0 2.796575979877085,50.66296349510286,0 2.769690628787673,50.6636255020092,0 2.759527001203286,50.65140161339491,0 2.759177557925812,50.65068300995348,0 2.792447364134643,50.63366518677619,0 2.794586914619983,50.63495206859922,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Vendin-lès-Béthune;"";841;625;2371;0;0;1;0;0;1;2371;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.615945845686438,50.55500152494051,0 2.611038247155042,50.55379249066546,0 2.605962716169063,50.55966431497708,0 2.601433954245111,50.55684951972927,0 2.598315628998531,50.54684079240394,0 2.589087570341593,50.54357036354418,0 2.589632406121285,50.53894075875836,0 2.604867822927432,50.53582187980374,0 2.617832502862325,50.54218138134048,0 2.62488953551737,50.55157337617305,0 2.615945845686438,50.55500152494051,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Condette;Sous Préfecture de BOULOGNE;235;608;2575;2;0;0;0;1287;2;1287;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.651676444717065,50.63708068842426,0 1.665081979655261,50.6345149436463,0 1.687194852399037,50.63944491620269,0 1.656374373454934,50.65983033410869,0 1.658829893910343,50.66674980145803,0 1.638883946938865,50.67737478033039,0 1.635737982979566,50.66840109396337,0 1.605058974332021,50.66451519204141,0 1.611371672413529,50.64816999402949,0 1.604596497749671,50.64305878503368,0 1.609670607928297,50.64230790588022,0 1.611260639934717,50.6358543032152,0 1.626554540918406,50.62726420247004,0 1.639758977022296,50.63207694502712,0 1.651676444717065,50.63708068842426,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Dannes;"";264;855;1291;1;0;0;0;1291;1;1291;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.630304301358838,50.58186911114648,0 1.641145308604548,50.59388184597331,0 1.632505392244075,50.60149735444023,0 1.613141764135926,50.60147089404428,0 1.599252512898315,50.60591957370094,0 1.578328920561334,50.6066240686099,0 1.578795811721667,50.580643173048,0 1.630304301358838,50.58186911114648,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Desvres;"";268;577;5179;2;1;0;0;2589;2;2589;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.868712437078539,50.65954039153306,0 1.854407742275299,50.66395055799944,0 1.839120361991111,50.67776436883561,0 1.831129806403791,50.69457059748939,0 1.822409418730904,50.69889473698622,0 1.823613698145414,50.69574714421875,0 1.806885247978403,50.68917093853007,0 1.80909422236573,50.68300863020549,0 1.804398301680785,50.67733641873797,0 1.794599797130805,50.67305951571795,0 1.795073921478587,50.67037167227117,0 1.803047074139128,50.66707420355965,0 1.817052396523233,50.67080724655818,0 1.852220072734818,50.65587990788743,0 1.866416487308715,50.65429607716358,0 1.870085082555781,50.65626808447418,0 1.868712437078539,50.65954039153306,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Le Portel;"";667;813;9569;8;0;0;0;1196;8;1196;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.574166622388526,50.69414137405967,0 1.571400488208337,50.70047281000764,0 1.591608504806135,50.71507188611677,0 1.586782802420084,50.72479042816105,0 1.581772782106912,50.7234679997713,0 1.590411724912468,50.72897780191396,0 1.585833202279003,50.73188739247224,0 1.578538831308638,50.7273260144003,0 1.575164536011382,50.72018856056039,0 1.57688403029594,50.71788383018264,0 1.575440822927807,50.71693394787475,0 1.571420092377784,50.71962508117072,0 1.573653280797691,50.72808676684559,0 1.570355619436072,50.72472834628585,0 1.561999908187244,50.72521537177847,0 1.573090619799857,50.71556978471504,0 1.561441510749715,50.69935278300585,0 1.562605302765392,50.69227605268016,0 1.574166622388526,50.69414137405967,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Marquise;"";560;412;5174;1;0;0;0;5174;1;5174;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.716861913748904,50.80017059983345,0 1.728081892849351,50.80774232255202,0 1.733781214845216,50.82427471629821,0 1.73193858318708,50.82934356997612,0 1.718496597145509,50.82480045750858,0 1.700931591825188,50.83129444707028,0 1.685809216638825,50.83040018299648,0 1.687238175523005,50.82723884303343,0 1.670974629304012,50.81976251584214,0 1.662868579294146,50.81142056919517,0 1.64458670505208,50.8055878770728,0 1.644377208521477,50.80495746880209,0 1.653732121938751,50.8056870244942,0 1.667837910818779,50.81042393151886,0 1.678377772910795,50.80977344154741,0 1.68884496330667,50.80215810708375,0 1.691801631388716,50.79251597724782,0 1.697114303915259,50.79237424331252,0 1.718762621235026,50.79008625591765,0 1.719047054945411,50.79003534121472,0 1.716861913748904,50.80017059983345,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Nesles;"";603;676;962;0;0;1;0;0;1;962;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.670614781190145,50.6046402657327,0 1.67505843091329,50.61049519226722,0 1.67829306644899,50.61998117435988,0 1.674996330569343,50.62247716792263,0 1.670102547572543,50.62292746541145,0 1.665081979655261,50.6345149436463,0 1.651676444717065,50.63708068842426,0 1.639758977022296,50.63207694502712,0 1.641518219803868,50.62547217106537,0 1.663618589126306,50.61101877276661,0 1.665516391842883,50.60436113291779,0 1.670614781190145,50.6046402657327,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Neufchâtel-Hardelot;"";604;862;3774;2;0;0;0;1887;2;1887;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.659889310336569,50.60063828200129,0 1.665516391842883,50.60436113291779,0 1.663618589126306,50.61101877276661,0 1.641518219803868,50.62547217106537,0 1.639758977022296,50.63207694502712,0 1.626554540918406,50.62726420247004,0 1.611260639934717,50.6358543032152,0 1.609670607928297,50.64230790588022,0 1.604596497749671,50.64305878503368,0 1.578647309035159,50.63924600824051,0 1.578328920561334,50.6066240686099,0 1.599252512898315,50.60591957370094,0 1.613141764135926,50.60147089404428,0 1.632505392244075,50.60149735444023,0 1.641145308604548,50.59388184597331,0 1.645027657548996,50.59580929834562,0 1.656196002421111,50.59002451465751,0 1.665181724810876,50.59253611994151,0 1.659889310336569,50.60063828200129,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Outreau;"";643;654;14527;3;1;0;0;4842;3;4842;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.60749344763309,50.69230239146175,0 1.611575982953855,50.70458070134005,0 1.608005232342422,50.71000635520528,0 1.591608504806135,50.71507188611677,0 1.571400488208337,50.70047281000764,0 1.574166622388526,50.69414137405967,0 1.581587416461758,50.68255879025724,0 1.595244577793395,50.68116123591427,0 1.60749344763309,50.69230239146175,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Rinxent;"";711;582;2748;1;0;0;0;2748;1;2748;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.766155662882802,50.80972232512324,0 1.765023928502432,50.81598320308839,0 1.759723014092449,50.82184368589391,0 1.733781214845216,50.82427471629821,0 1.728081892849351,50.80774232255202,0 1.716861913748904,50.80017059983345,0 1.719047054945411,50.79003534121472,0 1.728876549959266,50.78817087599578,0 1.741613516017604,50.79393543077126,0 1.766155662882802,50.80972232512324,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Saint-Martin-Boulogne;"";758;783;11230;4;0;0;0;2807;4;2807;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.642413032745771,50.71190347230498,0 1.665743886267701,50.7131701110013,0 1.6782948135933,50.71910161790359,0 1.685084322346473,50.72811199700163,0 1.685637913767017,50.7344985067681,0 1.679048700565469,50.73877220645181,0 1.655021456764776,50.73401872712968,0 1.636760211952435,50.74045191611184,0 1.622092552728236,50.73793910494275,0 1.622083424201022,50.72798649949812,0 1.629523462100146,50.72323149452551,0 1.6180348651443,50.71226315876231,0 1.608005232342422,50.71000635520528,0 1.611575982953855,50.70458070134005,0 1.627073103674981,50.70378352746178,0 1.631028429516834,50.70591823906647,0 1.642413032745771,50.71190347230498,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Saint-Étienne-au-Mont;"";746;610;5070;1;0;0;0;5070;1;5070;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.604596497749671,50.64305878503368,0 1.611371672413529,50.64816999402949,0 1.605058974332021,50.66451519204141,0 1.635737982979566,50.66840109396337,0 1.638883946938865,50.67737478033039,0 1.627988679441783,50.6847849765912,0 1.60749344763309,50.69230239146175,0 1.595244577793395,50.68116123591427,0 1.585648944277587,50.66927698980874,0 1.572167531500419,50.6641055899516,0 1.578647309035159,50.63924600824051,0 1.604596497749671,50.64305878503368,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Wimereux;"";893;597;7442;4;2;0;0;1860;4;1860;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.614592689736951,50.76981236526164,0 1.633293031899492,50.78615370031217,0 1.631803792747215,50.79972318106257,0 1.627210241185928,50.80148527154886,0 1.617748242740129,50.80108453448241,0 1.609218509393089,50.80433668033739,0 1.604096084204749,50.8031846459772,0 1.605102031795216,50.76557841926588,0 1.594675882524239,50.74986430770246,0 1.601027232701191,50.74176039449141,0 1.60797100331509,50.74636125734599,0 1.614592689736951,50.76981236526164,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Wimille;"";894;612;4231;2;0;0;0;2115;2;2115;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.672255004712508,50.74698296518268,0 1.673849000757746,50.75676361676584,0 1.66585134202951,50.75639996000821,0 1.664387294067167,50.75878028704921,0 1.653507630540121,50.76298847786926,0 1.652778344914752,50.7722146011841,0 1.656388153185491,50.77428166061593,0 1.655511551832145,50.78110113180755,0 1.667396265807857,50.7881923161952,0 1.653732121938751,50.8056870244942,0 1.644377208521477,50.80495746880209,0 1.627210241185928,50.80148527154886,0 1.631803792747215,50.79972318106257,0 1.633293031899492,50.78615370031217,0 1.614592689736951,50.76981236526164,0 1.60797100331509,50.74636125734599,0 1.622092552728236,50.73793910494275,0 1.636760211952435,50.74045191611184,0 1.655021456764776,50.73401872712968,0 1.679048700565469,50.73877220645181,0 1.672255004712508,50.74698296518268,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Wissant;"";899;537;1056;1;0;0;0;1056;1;1056;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.677890183275168,50.86948182122224,0 1.701076821925733,50.87588030166436,0 1.700759817014692,50.88534259033429,0 1.715000620310168,50.89855315033672,0 1.692683276939801,50.91537679650538,0 1.666961599817656,50.89219975010633,0 1.636223962148593,50.87703670278295,0 1.667408295752657,50.87599186893554,0 1.666809295870242,50.85964679467256,0 1.677890183275168,50.86948182122224,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Caffiers;Sous Préfecture de CALAIS;191;478;719;0;0;1;0;0;1;719;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.837257062080786,50.84224093107427,0 1.826188361765118,50.84892933176888,0 1.810973978888368,50.85636682034269,0 1.799960078356131,50.85695221555012,0 1.803420863873293,50.85094709676133,0 1.786307062960208,50.83544775477543,0 1.805352556690916,50.8323925880555,0 1.837257062080786,50.84224093107427,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Calais;"";193;824;73636;21;7;0;0;3506;21;3506;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.930626205188597,50.93178805789618,0 1.922705989816809,50.94488037635091,0 1.912383742552231,50.98260199955175,0 1.889653333502364,50.97273217138707,0 1.879848291368988,50.97469897396384,0 1.851449964305831,50.97141831394727,0 1.865810057783559,50.96846350356738,0 1.847398531623732,50.96782867706217,0 1.854672935516986,50.96347298731541,0 1.840415735441936,50.95898179380883,0 1.847870003265499,50.96341048491,0 1.843632440944059,50.96727360841577,0 1.837452803055055,50.96361009202032,0 1.828446449226973,50.96240468406059,0 1.826371050148059,50.9558275705116,0 1.805657470898598,50.94536862211061,0 1.820923125235385,50.93514301652981,0 1.858304740325436,50.93017926177582,0 1.863290764846575,50.92878933992217,0 1.871382296362434,50.93254982681805,0 1.881929384267598,50.93259082407491,0 1.90203038574619,50.92748511087621,0 1.908791428545569,50.92209886245385,0 1.930626205188597,50.93178805789618,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Guînes;"";397;362;5644;2;1;0;0;2822;2;2822;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							1.880936688132984,50.81796615277532,0 1.889071371029312,50.82668851457092,0 1.879447721249314,50.83827557950245,0 1.892833828303049,50.85638451952977,0 1.908228289887464,50.87711981881289,0 1.918542683382447,50.87754158189658,0 1.918825885927102,50.88083667465028,0 1.881734288193622,50.89378798911092,0 1.875206455250309,50.88445260936009,0 1.864614169244723,50.88622283566147,0 1.856464674337337,50.8816266532415,0 1.826188361765118,50.84892933176888,0 1.837257062080786,50.84224093107427,0 1.861356166723396,50.82817913009761,0 1.864699177549878,50.82195571211953,0 1.878313424969251,50.81620186960832,0 1.880936688132984,50.81796615277532,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Aix-Noulette;Sous Préfecture de LENS;019;526;3843;1;0;0;0;3843;1;3843;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.733753381350663,50.40621409562227,0 2.738372973791283,50.41199631529898,0 2.734120439866086,50.42452825367292,0 2.737592630156214,50.42697742020351,0 2.736711239473055,50.43160765955992,0 2.715710600633297,50.43227930382808,0 2.701807657273849,50.43757883315977,0 2.696318301247955,50.44350813890076,0 2.686503466402019,50.43716394567448,0 2.690270667673751,50.43483047002985,0 2.686344892620514,50.42876112879098,0 2.68962321492078,50.4189933939047,0 2.700410007682668,50.41258339677865,0 2.702301397372375,50.40632186236604,0 2.725992371380537,50.40233689568181,0 2.733753381350663,50.40621409562227,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Carvin;"";215;579;17152;0;4;1;0;0;1;17152;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.965696599497245,50.46926202551526,0 2.976146004271105,50.47041346064095,0 2.97869047911357,50.47340305731053,0 2.977785894547038,50.48333965187801,0 2.994230403935401,50.49666210472756,0 2.96470973776739,50.51277802079925,0 2.963064655001379,50.51020146751124,0 2.950676133729346,50.51190256835615,0 2.926864730876528,50.50780676480511,0 2.910143417179452,50.49983407428557,0 2.911245518737506,50.48935079847573,0 2.922610226793254,50.48277887434768,0 2.91406357529941,50.47874289168916,0 2.910128375795993,50.46883020074488,0 2.911957093465247,50.46863403441586,0 2.936597899620663,50.46860423374621,0 2.965696599497245,50.46926202551526,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Courrières;"";250;675;10602;6;0;0;0;1767;6;1767;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.926132199529587,50.44105823627427,0 2.930657506688226,50.4417430910279,0 2.943001718716385,50.43972064707775,0 2.953629687473964,50.43819005798365,0 2.958182157993603,50.44015759868113,0 2.963912922775163,50.44610200599264,0 2.96247382831976,50.45304951118494,0 2.972494134448445,50.46126569928602,0 2.965696599497245,50.46926202551526,0 2.936597899620663,50.46860423374621,0 2.94086679052763,50.46230487447128,0 2.918235525572936,50.44776785887748,0 2.91712185085613,50.44107047864763,0 2.92158082880992,50.43913440211806,0 2.926038160998745,50.43808686317223,0 2.926132199529587,50.44105823627427,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Dourges;"";274;645;5619;1;0;0;0;5619;1;5619;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.985399900735657,50.4245530213956,0 2.995376684265736,50.42657361356034,0 3.000927577672821,50.43222915173952,0 3.011103094325538,50.43345848774415,0 3.008279086208385,50.43928466844112,0 3.010922302027166,50.44230963428425,0 3.016348240521434,50.44209359392353,0 3.016660788745495,50.45206665388628,0 3.008267746882507,50.45585562562436,0 2.999634441616585,50.45278590524659,0 2.98273226280942,50.45901444484555,0 2.976308537229277,50.45378004041729,0 2.976369351879233,50.44402241583188,0 2.9665167958512,50.44138995409297,0 2.951935686779525,50.43109770086377,0 2.970714989762149,50.4254122035485,0 2.977169187771711,50.41615825427819,0 2.985399900735657,50.4245530213956,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Drocourt;"";277;738;2983;1;0;0;0;2983;1;2983;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.945636941871914,50.38135238660214,0 2.941765379342027,50.39049865582905,0 2.944174300454012,50.3962901708996,0 2.937019935302585,50.40099083753854,0 2.926766236838643,50.40131734391016,0 2.916956938095003,50.38756680416392,0 2.929788983179473,50.37901023385315,0 2.945636941871914,50.38135238660214,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
62;Harnes;"";413;935;12373;4;4;0;0;3093;4;3093;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							2.900317839882627,50.43713521290285,0 2.92158082880992,50.43913440211806,0 2.91712185085613,50.44107047864763,0 2.918235525572936,50.44776785887748,0 2.94086679052763,50.46230487447128,0 2.936597899620663,50.46860423374621,0 2.911957093465247,50.46863403441586,0 2.893584696677043,50.45736307144892,0 2.864919705352413,50.44992937765884,0 2.870020042587687,50.4402399788401,0 2.884072481602868,50.43587326799247,0 2.900317839882627,50.43713521290285,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
