departement;Date;genre;chomage
 Allier; 1996,0; Hommes ; 9,1
 Alpes; 1996,0; Hommes ; 8,3
 Hautes; 1996,0; Hommes ; 6,4
 Alpes; 1996,0; Hommes ; 11,3
 Ard�che; 1996,0; Hommes ; 8,4
 Ardennes; 1996,0; Hommes ; 10,9
 Ari�ge; 1996,0; Hommes ; 8,3
 Aube; 1996,0; Hommes ; 8,7
 Aude; 1996,0; Hommes ; 9,8
 Aveyron; 1996,0; Hommes ; 5,0
 Bouches; 1996,0; Hommes ; 13,2
 Calvados; 1996,0; Hommes ; 9,9
 Cantal; 1996,0; Hommes ; 6,7
 Charente; 1996,0; Hommes ; 7,8
 Charente; 1996,0; Hommes ; 10,2
 Cher; 1996,0; Hommes ; 8,6
 Corr�ze; 1996,0; Hommes ; 6,3
 C�te; 1996,0; Hommes ; 7,0
 C�tes; 1996,0; Hommes ; 7,7
 Creuse; 1996,0; Hommes ; 7,2
 Dordogne; 1996,0; Hommes ; 7,9
 Doubs; 1996,0; Hommes ; 6,6
 Dr�me; 1996,0; Hommes ; 9,7
 Eure; 1996,0; Hommes ; 9,1
 Eure; 1996,0; Hommes ; 7,2
 Finist�re; 1996,0; Hommes ; 7,2
 Gard; 1996,0; Hommes ; 12,4
 Haute; 1996,0; Hommes ; 9,2
 Gers; 1996,0; Hommes ; 5,3
 Gironde; 1996,0; Hommes ; 10,2
 H�rault; 1996,0; Hommes ; 13,8
 Ille; 1996,0; Hommes ; 6,9
 Indre; 1996,0; Hommes ; 7,0
 Indre; 1996,0; Hommes ; 8,3
 Is�re; 1996,0; Hommes ; 8,0
 Jura; 1996,0; Hommes ; 4,9
 Landes; 1996,0; Hommes ; 6,4
 Loir; 1996,0; Hommes ; 7,6
 Loire; 1996,0; Hommes ; 9,6
 Haute; 1996,0; Hommes ; 6,2
 Loire; 1996,0; Hommes ; 9,4
 Loiret; 1996,0; Hommes ; 7,0
 Lot; 1996,0; Hommes ; 7,2
 Lot; 1996,0; Hommes ; 8,1
 Loz�re; 1996,0; Hommes ; 4,3
 Maine; 1996,0; Hommes ; 7,6
 Manche; 1996,0; Hommes ; 8,1
 Marne; 1996,0; Hommes ; 8,3
 Haute; 1996,0; Hommes ; 7,5
 Mayenne; 1996,0; Hommes ; 4,8
 Meurthe; 1996,0; Hommes ; 7,5
 Meuse; 1996,0; Hommes ; 6,3
 Morbihan; 1996,0; Hommes ; 8,0
 Moselle; 1996,0; Hommes ; 6,9
 Ni�vre; 1996,0; Hommes ; 8,2
 Nord; 1996,0; Hommes ; 12,6
 Oise; 1996,0; Hommes ; 8,2
 Orne; 1996,0; Hommes ; 7,3
 Pas; 1996,0; Hommes ; 11,7
 Puy; 1996,0; Hommes ; 7,5
 Pyr�n�es; 1996,0; Hommes ; 7,6
 Hautes; 1996,0; Hommes ; 8,7
 Pyr�n�es; 1996,0; Hommes ; 12,9
 Bas; 1996,0; Hommes ; 5,4
 Haut; 1996,0; Hommes ; 5,2
 Rh�ne; 1996,0; Hommes ; 9,3
 Haute; 1996,0; Hommes ; 6,6
 Sa�ne; 1996,0; Hommes ; 7,3
 Sarthe; 1996,0; Hommes ; 7,7
 Savoie; 1996,0; Hommes ; 7,2
 Haute; 1996,0; Hommes ; 6,7
 Haute; 1996,0; Hommes ; 6,7
 Ville; 1996,0; Hommes ; 10,5
 Seine; 1996,0; Hommes ; 11,0
 Seine; 1996,0; Hommes ; 7,3
 Yvelines; 1996,0; Hommes ; 6,9
 Deux; 1996,0; Hommes ; 6,2
 Somme; 1996,0; Hommes ; 10,0
 Tarn; 1996,0; Hommes ; 7,8
 Tarn et Garonne; 1996,0; Hommes ; 7,5
 Var; 1996,0; Hommes ; 12,1
 Vaucluse; 1996,0; Hommes ; 10,2
 Vend�e; 1996,0; Hommes ; 6,4
 Vienne; 1996,0; Hommes ; 7,3
 Vosges; 1996,0; Hommes ; 6,9
 Yonne; 1996,0; Hommes ; 7,9
 Territoire de Belfort; 1996,0; Hommes ; 7,5
 Essonne; 1996,0; Hommes ; 7,1
 Hauts; 1996,0; Hommes ; 8,9
 Seine; 1996,0; Hommes ; 13,1
 Val; 1996,0; Hommes ; 9,1
 Val; 1996,0; Hommes ; 9,3
 Val; 2000,0; Femmes ; 7,6
 Ain; 1999,0; Femmes ; 7,5
 Aisne; 1999,0; Femmes ; 14,3
 Allier; 1999,0; Femmes ; 12,4
 Alpes; 1999,0; Femmes ; 12,1
 Hautes; 1999,0; Femmes ; 10,1
 Alpes; 1999,0; Femmes ; 11,4
 Ard�che; 1999,0; Femmes ; 12,3
 Ardennes; 1999,0; Femmes ; 16,3
 Ari�ge; 1999,0; Femmes ; 12,4
 Aube; 1999,0; Femmes ; 11,4
 Aude; 1999,0; Femmes ; 15,2
 Aveyron; 1999,0; Femmes ; 7,2
 Bouches; 1999,0; Femmes ; 16,9
 Calvados; 1999,0; Femmes ; 10,8
 Cantal; 1999,0; Femmes ; 10,3
 Charente; 1999,0; Femmes ; 11,7
 Charente; 1999,0; Femmes ; 12,9
 Cher; 1999,0; Femmes ; 11,2
 Corr�ze; 1999,0; Femmes ; 8,7
 C�te; 1999,0; Femmes ; 9,6
 C�tes; 1999,0; Femmes ; 9,3
 Creuse; 1999,0; Femmes ; 10,0
 Dordogne; 1999,0; Femmes ; 11,2
 Doubs; 1999,0; Femmes ; 9,6
 Dr�me; 1999,0; Femmes ; 12,9
 Eure; 1999,0; Femmes ; 10,8
 Eure; 1999,0; Femmes ; 8,8
 Finist�re; 1999,0; Femmes ; 9,9
 Gard; 1999,0; Femmes ; 18,2
 Haute; 1999,0; Femmes ; 12,7
 Gers; 1999,0; Femmes ; 8,2
 Gironde; 1999,0; Femmes ; 12,1
 H�rault; 1999,0; Femmes ; 16,4
 Ille; 1999,0; Femmes ; 8,4
 Indre; 1999,0; Femmes ; 10,3
 Indre; 1999,0; Femmes ; 10,3
 Is�re; 1999,0; Femmes ; 10,9
 Jura; 1999,0; Femmes ; 7,2
 Landes; 1999,0; Femmes ; 11,0
 Loir; 1999,0; Femmes ; 9,6
 Loire; 1999,0; Femmes ; 11,5
 Haute; 1999,0; Femmes ; 10,0
 Loire; 1999,0; Femmes ; 11,3
 Loiret; 1999,0; Femmes ; 7,9
 Lot; 1999,0; Femmes ; 9,6
 Lot; 1999,0; Femmes ; 11,9
 Loz�re; 1999,0; Femmes ; 7,3
 Maine; 1999,0; Femmes ; 9,9
 Manche; 1999,0; Femmes ; 10,0
 Marne; 1999,0; Femmes ; 10,0
 Haute; 1999,0; Femmes ; 11,1
 Mayenne; 1999,0; Femmes ; 6,8
 Meurthe; 1999,0; Femmes ; 9,9
 Meuse; 1999,0; Femmes ; 10,7
 Morbihan; 1999,0; Femmes ; 10,4
 Moselle; 1999,0; Femmes ; 11,3
 Ni�vre; 1999,0; Femmes ; 11,3
 Nord; 1999,0; Femmes ; 14,6
 Oise; 1999,0; Femmes ; 10,5
 Orne; 1999,0; Femmes ; 9,6
 Pas; 1999,0; Femmes ; 16,5
 Puy; 1999,0; Femmes ; 10,1
 Pyr�n�es; 1999,0; Femmes ; 10,9
 Hautes; 1999,0; Femmes ; 12,6
 Pyr�n�es; 1999,0; Femmes ; 16,1
 Bas; 1999,0; Femmes ; 6,9
 Haut; 1999,0; Femmes ; 7,2
 Rh�ne; 1999,0; Femmes ; 9,5
 Haute; 1999,0; Femmes ; 10,7
 Sa�ne; 1999,0; Femmes ; 10,9
 Sarthe; 1999,0; Femmes ; 9,9
 Savoie; 1999,0; Femmes ; 10,6
 Haute; 1999,0; Femmes ; 8,4
 Ville; 1999,0; Femmes ; 8,8
 Seine; 1999,0; Femmes ; 13,5
 Seine; 1999,0; Femmes ; 7,7
 Yvelines; 1999,0; Femmes ; 6,5
 Deux; 1999,0; Femmes ; 9,7
 Somme; 1999,0; Femmes ; 13,7
 Tarn; 1999,0; Femmes ; 11,7
 Tarn et Garonne; 1999,0; Femmes ; 11,2
 Var; 1999,0; Femmes ; 15,7
 Vaucluse; 1999,0; Femmes ; 14,3
 Vend�e; 1999,0; Femmes ; 9,0
 Vienne; 1999,0; Femmes ; 9,6
 Haute; 1999,0; Femmes ; 9,0
 Vosges; 1999,0; Femmes ; 12,3
 Yonne; 1999,0; Femmes ; 10,2
 Territoire de Belfort; 1999,0; Femmes ; 10,8
 Essonne; 1999,0; Femmes ; 6,9
 Hauts; 1999,0; Femmes ; 7,3
 Seine; 1999,0; Femmes ; 12,9
 Val; 1999,0; Femmes ; 8,4
 Val; 1999,0; Femmes ; 8,9
 Ain; 1998,0; Femmes ; 7,6
 Aisne; 1998,0; Femmes ; 14,5
 Allier; 1998,0; Femmes ; 12,9
 Alpes; 1998,0; Femmes ; 12,1
 Hautes; 1998,0; Femmes ; 10,5
 Alpes; 1998,0; Femmes ; 11,7
 Ard�che; 1998,0; Femmes ; 12,4
 Ardennes; 1998,0; Femmes ; 17,0
 Ari�ge; 1998,0; Femmes ; 12,4
 Aube; 1998,0; Femmes ; 11,6
 Aude; 1998,0; Femmes ; 15,4
 Aveyron; 1998,0; Femmes ; 7,3
 Bouches; 1998,0; Femmes ; 17,1
 Calvados; 1998,0; Femmes ; 11,3
 Cantal; 1998,0; Femmes ; 11,0
 Charente; 1998,0; Femmes ; 12,0
 Charente; 1998,0; Femmes ; 13,0
 Cher; 1998,0; Femmes ; 11,5
 Corr�ze; 1998,0; Femmes ; 9,3
 C�te; 1998,0; Femmes ; 10,0
 C�tes; 1998,0; Femmes ; 9,9
 Creuse; 1998,0; Femmes ; 10,4
 Dordogne; 1998,0; Femmes ; 11,6
 Doubs; 1998,0; Femmes ; 10,1
 Dr�me; 1998,0; Femmes ; 13,4
 Eure; 1998,0; Femmes ; 11,4
 Eure; 1998,0; Femmes ; 9,4
 Finist�re; 1998,0; Femmes ; 10,3
 Gard; 1998,0; Femmes ; 18,4
 Haute; 1998,0; Femmes ; 12,8
 Gers; 1998,0; Femmes ; 8,6
 Gironde; 1998,0; Femmes ; 12,6
 H�rault; 1998,0; Femmes ; 16,7
 Ille; 1998,0; Femmes ; 8,8
 Indre; 1998,0; Femmes ; 10,7
 Indre; 1998,0; Femmes ; 10,9
 Is�re; 1998,0; Femmes ; 11,3
 Jura; 1998,0; Femmes ; 7,5
 Landes; 1998,0; Femmes ; 11,1
 Loir; 1998,0; Femmes ; 10,2
 Loire; 1998,0; Femmes ; 12,0
 Haute; 1998,0; Femmes ; 9,7
 Loire; 1998,0; Femmes ; 12,1
 Loiret; 1998,0; Femmes ; 8,3
 Lot; 1998,0; Femmes ; 9,7
 Lot; 1998,0; Femmes ; 12,3
 Loz�re; 1998,0; Femmes ; 7,7
 Maine; 1998,0; Femmes ; 10,4
 Manche; 1998,0; Femmes ; 10,6
 Marne; 1998,0; Femmes ; 10,6
 Haute; 1998,0; Femmes ; 11,3
 Mayenne; 1998,0; Femmes ; 7,1
 Meurthe; 1998,0; Femmes ; 10,4
 Meuse; 1998,0; Femmes ; 11,0
 Morbihan; 1998,0; Femmes ; 10,8
 Moselle; 1998,0; Femmes ; 11,9
 Ni�vre; 1998,0; Femmes ; 11,8
 Nord; 1998,0; Femmes ; 15,0
 Oise; 1998,0; Femmes ; 10,9
 Orne; 1998,0; Femmes ; 9,8
 Pas; 1998,0; Femmes ; 17,2
 Puy; 1998,0; Femmes ; 10,3
 Pyr�n�es; 1998,0; Femmes ; 11,3
 Hautes; 1998,0; Femmes ; 13,0
 Pyr�n�es; 1998,0; Femmes ; 16,6
 Bas; 1998,0; Femmes ; 7,4
 Haut; 1998,0; Femmes ; 7,5
 Rh�ne; 1998,0; Femmes ; 9,7
 Haute; 1998,0; Femmes ; 11,3
 Sa�ne; 1998,0; Femmes ; 11,5
 Sarthe; 1998,0; Femmes ; 10,6
 Savoie; 1998,0; Femmes ; 10,8
 Haute; 1998,0; Femmes ; 8,4
 Ville; 1998,0; Femmes ; 9,1
 Seine; 1998,0; Femmes ; 13,9
 Seine; 1998,0; Femmes ; 8,4
 Yvelines; 1998,0; Femmes ; 6,9
 Deux; 1998,0; Femmes ; 10,0
 Somme; 1998,0; Femmes ; 14,1
 Tarn; 1998,0; Femmes ; 11,7
 Tarn et Garonne; 1998,0; Femmes ; 11,1
 Var; 1998,0; Femmes ; 16,0
 Vaucluse; 1998,0; Femmes ; 14,7
 Vend�e; 1998,0; Femmes ; 9,5
 Vienne; 1998,0; Femmes ; 9,9
 Haute; 1998,0; Femmes ; 9,3
 Vosges; 1998,0; Femmes ; 12,6
 Yonne; 1998,0; Femmes ; 10,7
 Territoire de Belfort; 1998,0; Femmes ; 11,7
 Essonne; 1998,0; Femmes ; 7,3
 Hauts; 1998,0; Femmes ; 7,7
 Seine; 1998,0; Femmes ; 13,1
 Val; 1998,0; Femmes ; 8,7
 Val; 1998,0; Femmes ; 9,3
 Ain; 1997,0; Femmes ; 8,2
 Aisne; 1997,0; Femmes ; 14,9
 Allier; 1997,0; Femmes ; 13,5
 Alpes; 1997,0; Femmes ; 12,1
 Hautes; 1997,0; Femmes ; 10,3
 Alpes; 1997,0; Femmes ; 12,0
 Ard�che; 1997,0; Femmes ; 12,7
 Ardennes; 1997,0; Femmes ; 18,0
 Ari�ge; 1997,0; Femmes ; 12,6
 Aube; 1997,0; Femmes ; 12,6
 Aude; 1997,0; Femmes ; 15,3
 Aveyron; 1997,0; Femmes ; 7,5
 Bouches; 1997,0; Femmes ; 17,3
 Calvados; 1997,0; Femmes ; 11,7
 Cantal; 1997,0; Femmes ; 11,3
 Charente; 1997,0; Femmes ; 12,4
 Charente; 1997,0; Femmes ; 13,4
 Cher; 1997,0; Femmes ; 12,3
 Corr�ze; 1997,0; Femmes ; 9,2
 C�te; 1997,0; Femmes ; 10,5
 C�tes; 1997,0; Femmes ; 10,2
 Creuse; 1997,0; Femmes ; 10,4
 Dordogne; 1997,0; Femmes ; 11,5
 Doubs; 1997,0; Femmes ; 10,6
 Dr�me; 1997,0; Femmes ; 14,0
 Eure; 1997,0; Femmes ; 12,2
 Eure; 1997,0; Femmes ; 10,0
 Finist�re; 1997,0; Femmes ; 10,5
 Gard; 1997,0; Femmes ; 18,4
 Haute; 1997,0; Femmes ; 12,9
 Gers; 1997,0; Femmes ; 8,6
 Gironde; 1997,0; Femmes ; 12,9
 H�rault; 1997,0; Femmes ; 17,0
 Ille; 1997,0; Femmes ; 9,2
 Indre; 1997,0; Femmes ; 11,2
 Indre; 1997,0; Femmes ; 11,5
 Is�re; 1997,0; Femmes ; 11,6
 Jura; 1997,0; Femmes ; 7,9
 Landes; 1997,0; Femmes ; 11,1
 Loir; 1997,0; Femmes ; 10,6
 Loire; 1997,0; Femmes ; 13,2
 Haute; 1997,0; Femmes ; 9,7
 Loire; 1997,0; Femmes ; 12,6
 Loiret; 1997,0; Femmes ; 9,0
 Lot; 1997,0; Femmes ; 9,9
 Lot; 1997,0; Femmes ; 12,3
 Loz�re; 1997,0; Femmes ; 7,7
 Maine; 1997,0; Femmes ; 11,0
 Manche; 1997,0; Femmes ; 10,7
 Marne; 1997,0; Femmes ; 11,4
 Haute; 1997,0; Femmes ; 12,3
 Mayenne; 1997,0; Femmes ; 7,6
 Meurthe; 1997,0; Femmes ; 10,5
 Meuse; 1997,0; Femmes ; 11,1
 Morbihan; 1997,0; Femmes ; 11,2
 Moselle; 1997,0; Femmes ; 12,4
 Ni�vre; 1997,0; Femmes ; 11,9
 Nord; 1997,0; Femmes ; 15,5
 Oise; 1997,0; Femmes ; 11,3
 Orne; 1997,0; Femmes ; 10,0
 Pas; 1997,0; Femmes ; 17,6
 Puy; 1997,0; Femmes ; 10,9
 Pyr�n�es; 1997,0; Femmes ; 11,4
 Hautes; 1997,0; Femmes ; 12,9
 Pyr�n�es; 1997,0; Femmes ; 16,4
 Bas; 1997,0; Femmes ; 7,8
 Haut; 1997,0; Femmes ; 8,0
 Rh�ne; 1997,0; Femmes ; 10,3
 Haute; 1997,0; Femmes ; 11,8
 Sa�ne; 1997,0; Femmes ; 12,4
 Sarthe; 1997,0; Femmes ; 11,1
 Savoie; 1997,0; Femmes ; 11,0
 Haute; 1997,0; Femmes ; 8,9
 Ville; 1997,0; Femmes ; 9,1
 Seine; 1997,0; Femmes ; 14,3
 Seine; 1997,0; Femmes ; 8,8
 Yvelines; 1997,0; Femmes ; 7,2
 Deux; 1997,0; Femmes ; 10,3
 Somme; 1997,0; Femmes ; 14,1
 Tarn; 1997,0; Femmes ; 11,6
 Tarn et Garonne; 1997,0; Femmes ; 11,0
 Var; 1997,0; Femmes ; 16,4
 Vaucluse; 1997,0; Femmes ; 15,0
 Vend�e; 1997,0; Femmes ; 10,3
 Vienne; 1997,0; Femmes ; 10,3
 Haute; 1997,0; Femmes ; 9,5
 Vosges; 1997,0; Femmes ; 12,7
 Yonne; 1997,0; Femmes ; 11,1
 Territoire de Belfort; 1997,0; Femmes ; 12,2
 Essonne; 1997,0; Femmes ; 7,6
 Hauts; 1997,0; Femmes ; 7,9
 Seine; 1997,0; Femmes ; 13,0
 Val; 1997,0; Femmes ; 8,7
 Val; 1997,0; Femmes ; 9,7
 Ain; 1996,0; Femmes ; 8,5
 Aisne; 1996,0; Femmes ; 14,5
 Allier; 1996,0; Femmes ; 13,8
 Alpes; 1996,0; Femmes ; 11,6
 Hautes; 1996,0; Femmes ; 9,8
 Alpes; 1996,0; Femmes ; 12,1
 Ard�che; 1996,0; Femmes ; 13,2
 Ardennes; 1996,0; Femmes ; 17,6
 Ari�ge; 1996,0; Femmes ; 12,3
 Aube; 1996,0; Femmes ; 12,8
 Aude; 1996,0; Femmes ; 14,9
 Aveyron; 1996,0; Femmes ; 7,6
 Bouches; 1996,0; Femmes ; 16,9
 Calvados; 1996,0; Femmes ; 11,8
 Cantal; 1996,0; Femmes ; 11,1
 Charente; 1996,0; Femmes ; 12,5
 Charente; 1996,0; Femmes ; 13,7
 Cher; 1996,0; Femmes ; 11,9
 Corr�ze; 1996,0; Femmes ; 9,2
 C�te; 1996,0; Femmes ; 10,7
 C�tes; 1996,0; Femmes ; 10,4
 Creuse; 1996,0; Femmes ; 10,4
 Dordogne; 1996,0; Femmes ; 11,2
 Doubs; 1996,0; Femmes ; 10,2
 Dr�me; 1996,0; Femmes ; 14,6
 Eure; 1996,0; Femmes ; 12,8
 Eure; 1996,0; Femmes ; 10,1
 Finist�re; 1996,0; Femmes ; 10,6
 Gard; 1996,0; Femmes ; 18,2
 Haute; 1996,0; Femmes ; 12,5
 Gers; 1996,0; Femmes ; 8,4
 Gironde; 1996,0; Femmes ; 12,9
 H�rault; 1996,0; Femmes ; 16,7
 Ille; 1996,0; Femmes ; 9,6
 Indre; 1996,0; Femmes ; 11,0
 Indre; 1996,0; Femmes ; 11,6
 Is�re; 1996,0; Femmes ; 11,9
 Jura; 1996,0; Femmes ; 7,7
 Landes; 1996,0; Femmes ; 11,2
 Loir; 1996,0; Femmes ; 10,5
 Loire; 1996,0; Femmes ; 13,8
 Haute; 1996,0; Femmes ; 10,0
 Loire; 1996,0; Femmes ; 12,8
 Loiret; 1996,0; Femmes ; 9,3
 Lot; 1996,0; Femmes ; 9,8
 Lot; 1996,0; Femmes ; 12,0
 Loz�re; 1996,0; Femmes ; 7,6
 Maine; 1996,0; Femmes ; 11,1
 Manche; 1996,0; Femmes ; 10,7
 Marne; 1996,0; Femmes ; 11,6
 Haute; 1996,0; Femmes ; 12,3
 Mayenne; 1996,0; Femmes ; 7,8
 Meurthe; 1996,0; Femmes ; 10,3
 Meuse; 1996,0; Femmes ; 10,8
 Morbihan; 1996,0; Femmes ; 11,3
 Moselle; 1996,0; Femmes ; 12,2
 Ni�vre; 1996,0; Femmes ; 11,6
 Nord; 1996,0; Femmes ; 15,5
 Oise; 1996,0; Femmes ; 11,2
 Orne; 1996,0; Femmes ; 9,9
 Pas; 1996,0; Femmes ; 17,3
 Puy; 1996,0; Femmes ; 10,9
 Pyr�n�es; 1996,0; Femmes ; 11,5
 Hautes; 1996,0; Femmes ; 12,8
 Pyr�n�es; 1996,0; Femmes ; 16,4
 Bas; 1996,0; Femmes ; 7,8
 Haut; 1996,0; Femmes ; 7,7
 Rh�ne; 1996,0; Femmes ; 10,9
 Haute; 1996,0; Femmes ; 11,8
 Sa�ne; 1996,0; Femmes ; 12,5
 Sarthe; 1996,0; Femmes ; 11,3
 Savoie; 1996,0; Femmes ; 11,2
 Haute; 1996,0; Femmes ; 9,2
 Ville; 1996,0; Femmes ; 9,1
 Seine; 1996,0; Femmes ; 14,5
 Seine; 1996,0; Femmes ; 8,8
 Yvelines; 1996,0; Femmes ; 7,2
 Deux; 1996,0; Femmes ; 10,2
 Somme; 1996,0; Femmes ; 13,9
 Tarn; 1996,0; Femmes ; 11,6
 Tarn et Garonne; 1996,0; Femmes ; 10,9
 Var; 1996,0; Femmes ; 16,3
 Vaucluse; 1996,0; Femmes ; 14,8
 Vend�e; 1996,0; Femmes ; 10,7
 Vienne; 1996,0; Femmes ; 10,2
 Haute; 1996,0; Femmes ; 9,6
 Vosges; 1996,0; Femmes ; 12,7
 Yonne; 1996,0; Femmes ; 10,9
 Territoire de Belfort; 1996,0; Femmes ; 12,0
 Essonne; 1996,0; Femmes ; 7,6
 Hauts; 1996,0; Femmes ; 7,9
 Seine; 1996,0; Femmes ; 12,8
 Val; 1996,0; Femmes ; 8,5
 Val; 1996,0; Femmes ; 9,6
