departement;Date;genre;chomage
 Ain; 2015,0; Hommes ; 7,5
 Aisne; 2015,0; Hommes ; 14,5
 Allier; 2015,0; Hommes ; 11,4
 Alpes; 2015,0; Hommes ; 12,2
 Hautes; 2015,0; Hommes ; 9,7
 Alpes; 2015,0; Hommes ; 11,4
 Ard�che; 2015,0; Hommes ; 11,0
 Ardennes; 2015,0; Hommes ; 13,1
 Ari�ge; 2015,0; Hommes ; 12,7
 Aube; 2015,0; Hommes ; 12,8
 Aude; 2015,0; Hommes ; 14,1
 Aveyron; 2015,0; Hommes ; 7,6
 Bouches; 2015,0; Hommes ; 12,7
 Calvados; 2015,0; Hommes ; 10,8
 Cantal; 2015,0; Hommes ; 6,7
 Charente; 2015,0; Hommes ; 10,4
 Charente; 2015,0; Hommes ; 11,4
 Cher; 2015,0; Hommes ; 11,2
 Corr�ze; 2015,0; Hommes ; 8,4
 C�te; 2015,0; Hommes ; 9,1
 C�tes; 2015,0; Hommes ; 9,7
 Creuse; 2015,0; Hommes ; 10,7
 Dordogne; 2015,0; Hommes ; 11,2
 Doubs; 2015,0; Hommes ; 10,0
 Dr�me; 2015,0; Hommes ; 11,3
 Eure; 2015,0; Hommes ; 10,8
 Eure; 2015,0; Hommes ; 9,9
 Finist�re; 2015,0; Hommes ; 9,7
 Gard; 2015,0; Hommes ; 14,5
 Haute; 2015,0; Hommes ; 10,6
 Gers; 2015,0; Hommes ; 8,6
 Gironde; 2015,0; Hommes ; 10,4
 H�rault; 2015,0; Hommes ; 15,4
 Ille; 2015,0; Hommes ; 8,5
 Indre; 2015,0; Hommes ; 10,2
 Indre; 2015,0; Hommes ; 9,8
 Is�re; 2015,0; Hommes ; 8,8
 Jura; 2015,0; Hommes ; 8,2
 Landes; 2015,0; Hommes ; 9,6
 Loir; 2015,0; Hommes ; 9,6
 Loire; 2015,0; Hommes ; 10,7
 Haute; 2015,0; Hommes ; 8,6
 Loire; 2015,0; Hommes ; 9,2
 Loiret; 2015,0; Hommes ; 10,5
 Lot; 2015,0; Hommes ; 9,6
 Lot; 2015,0; Hommes ; 10,6
 Loz�re; 2015,0; Hommes ; 6,9
 Maine; 2015,0; Hommes ; 9,7
 Manche; 2015,0; Hommes ; 8,6
 Marne; 2015,0; Hommes ; 10,4
 Haute; 2015,0; Hommes ; 9,8
 Mayenne; 2015,0; Hommes ; 7,3
 Meurthe; 2015,0; Hommes ; 11,1
 Meuse; 2015,0; Hommes ; 10,3
 Morbihan; 2015,0; Hommes ; 9,8
 Moselle; 2015,0; Hommes ; 11,1
 Ni�vre; 2015,0; Hommes ; 10,2
 Nord; 2015,0; Hommes ; 13,9
 Oise; 2015,0; Hommes ; 10,5
 Orne; 2015,0; Hommes ; 10,2
 Pas; 2015,0; Hommes ; 13,5
 Puy; 2015,0; Hommes ; 9,1
 Pyr�n�es; 2015,0; Hommes ; 8,8
 Hautes; 2015,0; Hommes ; 11,9
 Pyr�n�es; 2015,0; Hommes ; 16,6
 Bas; 2015,0; Hommes ; 9,5
 Haut; 2015,0; Hommes ; 10,5
 Rh�ne; 2015,0; Hommes ; 9,9
 Haute; 2015,0; Hommes ; 10,2
 Sa�ne; 2015,0; Hommes ; 9,5
 Sarthe; 2015,0; Hommes ; 10,5
 Savoie; 2015,0; Hommes ; 7,9
 Haute; 2015,0; Hommes ; 10,8
 Haute; 2015,0; Hommes ; 7,7
 Ville; 2015,0; Hommes ; 8,6
 Seine; 2015,0; Hommes ; 11,9
 Seine; 2015,0; Hommes ; 8,5
 Yvelines; 2015,0; Hommes ; 7,8
 Deux; 2015,0; Hommes ; 8,4
 Somme; 2015,0; Hommes ; 12,5
 Tarn; 2015,0; Hommes ; 11,4
 Tarn et Garonne; 2015,0; Hommes ; 11,5
 Var; 2015,0; Hommes ; 11,6
 Vaucluse; 2015,0; Hommes ; 13,1
 Vend�e; 2015,0; Hommes ; 8,5
 Vienne; 2015,0; Hommes ; 9,2
 Vosges; 2015,0; Hommes ; 12,6
 Yonne; 2015,0; Hommes ; 10,5
 Territoire de Belfort; 2015,0; Hommes ; 11,7
 Essonne; 2015,0; Hommes ; 8,2
 Hauts; 2015,0; Hommes ; 8,5
 Seine; 2015,0; Hommes ; 13,8
 Val; 2015,0; Hommes ; 9,7
 Val; 2015,0; Hommes ; 10,8
 Ain; 2014,0; Hommes ; 7,1
 Aisne; 2014,0; Hommes ; 14,2
 Allier; 2014,0; Hommes ; 10,8
 Alpes; 2014,0; Hommes ; 11,9
 Hautes; 2014,0; Hommes ; 9,4
 Alpes; 2014,0; Hommes ; 11,0
 Ard�che; 2014,0; Hommes ; 10,5
 Ardennes; 2014,0; Hommes ; 12,7
 Ari�ge; 2014,0; Hommes ; 12,3
 Aube; 2014,0; Hommes ; 12,0
 Aude; 2014,0; Hommes ; 13,9
 Aveyron; 2014,0; Hommes ; 7,3
 Bouches; 2014,0; Hommes ; 12,5
 Calvados; 2014,0; Hommes ; 10,5
 Cantal; 2014,0; Hommes ; 6,4
 Charente; 2014,0; Hommes ; 10,1
 Charente; 2014,0; Hommes ; 10,9
 Cher; 2014,0; Hommes ; 10,5
 Corr�ze; 2014,0; Hommes ; 8,0
 C�te; 2014,0; Hommes ; 8,6
 C�tes; 2014,0; Hommes ; 9,4
 Creuse; 2014,0; Hommes ; 10,1
 Dordogne; 2014,0; Hommes ; 10,8
 Doubs; 2014,0; Hommes ; 9,8
 Dr�me; 2014,0; Hommes ; 10,7
 Eure; 2014,0; Hommes ; 10,5
 Eure; 2014,0; Hommes ; 9,7
 Finist�re; 2014,0; Hommes ; 9,4
 Gard; 2014,0; Hommes ; 14,0
 Haute; 2014,0; Hommes ; 10,3
 Gers; 2014,0; Hommes ; 8,1
 Gironde; 2014,0; Hommes ; 10,0
 H�rault; 2014,0; Hommes ; 15,3
 Ille; 2014,0; Hommes ; 8,4
 Indre; 2014,0; Hommes ; 9,8
 Indre; 2014,0; Hommes ; 9,4
 Is�re; 2014,0; Hommes ; 8,3
 Jura; 2014,0; Hommes ; 7,8
 Landes; 2014,0; Hommes ; 9,3
 Loir; 2014,0; Hommes ; 9,5
 Loire; 2014,0; Hommes ; 10,2
 Haute; 2014,0; Hommes ; 8,4
 Loire; 2014,0; Hommes ; 8,9
 Loiret; 2014,0; Hommes ; 10,1
 Lot; 2014,0; Hommes ; 9,7
 Lot; 2014,0; Hommes ; 10,1
 Loz�re; 2014,0; Hommes ; 6,4
 Maine; 2014,0; Hommes ; 9,3
 Manche; 2014,0; Hommes ; 8,5
 Marne; 2014,0; Hommes ; 10,1
 Haute; 2014,0; Hommes ; 9,3
 Mayenne; 2014,0; Hommes ; 6,8
 Meurthe; 2014,0; Hommes ; 10,7
 Meuse; 2014,0; Hommes ; 10,0
 Morbihan; 2014,0; Hommes ; 9,4
 Moselle; 2014,0; Hommes ; 11,0
 Ni�vre; 2014,0; Hommes ; 9,9
 Nord; 2014,0; Hommes ; 13,7
 Oise; 2014,0; Hommes ; 10,2
 Orne; 2014,0; Hommes ; 10,0
 Pas; 2014,0; Hommes ; 13,4
 Puy; 2014,0; Hommes ; 8,7
 Pyr�n�es; 2014,0; Hommes ; 8,5
 Hautes; 2014,0; Hommes ; 11,3
 Pyr�n�es; 2014,0; Hommes ; 15,9
 Bas; 2014,0; Hommes ; 9,2
 Haut; 2014,0; Hommes ; 10,2
 Rh�ne; 2014,0; Hommes ; 9,6
 Haute; 2014,0; Hommes ; 10,3
 Sa�ne; 2014,0; Hommes ; 9,2
 Sarthe; 2014,0; Hommes ; 10,0
 Savoie; 2014,0; Hommes ; 7,7
 Haute; 2014,0; Hommes ; 10,4
 Haute; 2014,0; Hommes ; 7,4
 Ville; 2014,0; Hommes ; 8,6
 Seine; 2014,0; Hommes ; 11,7
 Seine; 2014,0; Hommes ; 8,3
 Yvelines; 2014,0; Hommes ; 7,7
 Deux; 2014,0; Hommes ; 8,0
 Somme; 2014,0; Hommes ; 12,2
 Tarn; 2014,0; Hommes ; 11,2
 Tarn et Garonne; 2014,0; Hommes ; 10,9
 Var; 2014,0; Hommes ; 11,3
 Vaucluse; 2014,0; Hommes ; 12,7
 Vend�e; 2014,0; Hommes ; 8,2
 Vienne; 2014,0; Hommes ; 8,7
 Vosges; 2014,0; Hommes ; 12,3
 Yonne; 2014,0; Hommes ; 10,1
 Territoire de Belfort; 2014,0; Hommes ; 11,8
 Essonne; 2014,0; Hommes ; 7,9
 Hauts; 2014,0; Hommes ; 8,2
 Seine; 2014,0; Hommes ; 13,4
 Val; 2014,0; Hommes ; 9,3
 Val; 2014,0; Hommes ; 10,6
 Ain; 2013,0; Hommes ; 6,9
 Aisne; 2013,0; Hommes ; 14,2
 Allier; 2013,0; Hommes ; 10,5
 Alpes; 2013,0; Hommes ; 11,6
 Hautes; 2013,0; Hommes ; 9,2
 Alpes; 2013,0; Hommes ; 10,6
 Ard�che; 2013,0; Hommes ; 10,4
 Ardennes; 2013,0; Hommes ; 12,7
 Ari�ge; 2013,0; Hommes ; 12,2
 Aube; 2013,0; Hommes ; 11,5
 Aude; 2013,0; Hommes ; 13,5
 Aveyron; 2013,0; Hommes ; 7,4
 Bouches; 2013,0; Hommes ; 12,3
 Calvados; 2013,0; Hommes ; 10,2
 Cantal; 2013,0; Hommes ; 6,6
 Charente; 2013,0; Hommes ; 10,0
 Charente; 2013,0; Hommes ; 10,7
 Cher; 2013,0; Hommes ; 10,5
 Corr�ze; 2013,0; Hommes ; 8,0
 C�te; 2013,0; Hommes ; 8,6
 C�tes; 2013,0; Hommes ; 9,1
 Creuse; 2013,0; Hommes ; 10,2
 Dordogne; 2013,0; Hommes ; 10,5
 Doubs; 2013,0; Hommes ; 9,6
 Dr�me; 2013,0; Hommes ; 10,6
 Eure; 2013,0; Hommes ; 10,5
 Eure; 2013,0; Hommes ; 9,5
 Finist�re; 2013,0; Hommes ; 9,2
 Gard; 2013,0; Hommes ; 13,6
 Haute; 2013,0; Hommes ; 9,9
 Gers; 2013,0; Hommes ; 7,8
 Gironde; 2013,0; Hommes ; 9,7
 H�rault; 2013,0; Hommes ; 15,1
 Ille; 2013,0; Hommes ; 8,3
 Indre; 2013,0; Hommes ; 9,5
 Indre; 2013,0; Hommes ; 9,1
 Is�re; 2013,0; Hommes ; 8,1
 Jura; 2013,0; Hommes ; 7,6
 Landes; 2013,0; Hommes ; 8,9
 Loir; 2013,0; Hommes ; 9,3
 Loire; 2013,0; Hommes ; 10,1
 Haute; 2013,0; Hommes ; 8,2
 Loire; 2013,0; Hommes ; 8,6
 Loiret; 2013,0; Hommes ; 9,6
 Lot; 2013,0; Hommes ; 9,7
 Lot; 2013,0; Hommes ; 10,0
 Loz�re; 2013,0; Hommes ; 6,3
 Maine; 2013,0; Hommes ; 9,0
 Manche; 2013,0; Hommes ; 8,4
 Marne; 2013,0; Hommes ; 10,1
 Haute; 2013,0; Hommes ; 9,3
 Mayenne; 2013,0; Hommes ; 6,8
 Meurthe; 2013,0; Hommes ; 10,6
 Meuse; 2013,0; Hommes ; 10,0
 Morbihan; 2013,0; Hommes ; 9,2
 Moselle; 2013,0; Hommes ; 10,9
 Ni�vre; 2013,0; Hommes ; 10,1
 Nord; 2013,0; Hommes ; 13,8
 Oise; 2013,0; Hommes ; 10,2
 Orne; 2013,0; Hommes ; 9,8
 Pas; 2013,0; Hommes ; 13,5
 Puy; 2013,0; Hommes ; 8,5
 Pyr�n�es; 2013,0; Hommes ; 8,3
 Hautes; 2013,0; Hommes ; 11,1
 Pyr�n�es; 2013,0; Hommes ; 15,4
 Bas; 2013,0; Hommes ; 9,0
 Haut; 2013,0; Hommes ; 10,2
 Rh�ne; 2013,0; Hommes ; 9,5
 Haute; 2013,0; Hommes ; 10,1
 Sa�ne; 2013,0; Hommes ; 9,1
 Sarthe; 2013,0; Hommes ; 9,8
 Savoie; 2013,0; Hommes ; 7,3
 Haute; 2013,0; Hommes ; 10,2
 Haute; 2013,0; Hommes ; 7,2
 Ville; 2013,0; Hommes ; 8,6
 Seine; 2013,0; Hommes ; 11,6
 Seine; 2013,0; Hommes ; 8,1
 Yvelines; 2013,0; Hommes ; 7,4
 Deux; 2013,0; Hommes ; 7,8
 Somme; 2013,0; Hommes ; 12,3
 Tarn; 2013,0; Hommes ; 10,9
 Tarn et Garonne; 2013,0; Hommes ; 10,6
 Var; 2013,0; Hommes ; 10,9
 Vaucluse; 2013,0; Hommes ; 12,4
 Vend�e; 2013,0; Hommes ; 8,0
 Vienne; 2013,0; Hommes ; 8,4
 Vosges; 2013,0; Hommes ; 11,9
 Yonne; 2013,0; Hommes ; 10,2
 Territoire de Belfort; 2013,0; Hommes ; 11,7
 Essonne; 2013,0; Hommes ; 7,6
 Hauts; 2013,0; Hommes ; 8,1
 Seine; 2013,0; Hommes ; 12,9
 Val; 2013,0; Hommes ; 9,0
 Val; 2013,0; Hommes ; 10,3
 Ain; 2012,0; Hommes ; 6,6
 Aisne; 2012,0; Hommes ; 13,7
 Allier; 2012,0; Hommes ; 10,1
 Alpes; 2012,0; Hommes ; 10,9
 Hautes; 2012,0; Hommes ; 8,5
 Alpes; 2012,0; Hommes ; 9,7
 Ard�che; 2012,0; Hommes ; 9,8
 Ardennes; 2012,0; Hommes ; 11,8
 Ari�ge; 2012,0; Hommes ; 11,5
 Aube; 2012,0; Hommes ; 10,6
 Aude; 2012,0; Hommes ; 12,5
 Aveyron; 2012,0; Hommes ; 6,8
 Bouches; 2012,0; Hommes ; 11,9
 Calvados; 2012,0; Hommes ; 9,8
 Cantal; 2012,0; Hommes ; 6,2
 Charente; 2012,0; Hommes ; 9,7
 Charente; 2012,0; Hommes ; 9,9
 Cher; 2012,0; Hommes ; 9,7
 Corr�ze; 2012,0; Hommes ; 7,4
 C�te; 2012,0; Hommes ; 7,9
 C�tes; 2012,0; Hommes ; 8,4
 Creuse; 2012,0; Hommes ; 9,7
 Dordogne; 2012,0; Hommes ; 10,1
 Doubs; 2012,0; Hommes ; 8,9
 Dr�me; 2012,0; Hommes ; 10,0
 Eure; 2012,0; Hommes ; 9,9
 Eure; 2012,0; Hommes ; 8,9
 Finist�re; 2012,0; Hommes ; 8,5
 Gard; 2012,0; Hommes ; 12,5
 Haute; 2012,0; Hommes ; 9,3
 Gers; 2012,0; Hommes ; 7,1
 Gironde; 2012,0; Hommes ; 9,3
 H�rault; 2012,0; Hommes ; 14,2
 Ille; 2012,0; Hommes ; 7,8
 Indre; 2012,0; Hommes ; 8,9
 Indre; 2012,0; Hommes ; 8,4
 Is�re; 2012,0; Hommes ; 7,8
 Jura; 2012,0; Hommes ; 7,0
 Landes; 2012,0; Hommes ; 8,3
 Loir; 2012,0; Hommes ; 8,5
 Loire; 2012,0; Hommes ; 9,5
 Haute; 2012,0; Hommes ; 7,5
 Loire; 2012,0; Hommes ; 7,9
 Loiret; 2012,0; Hommes ; 9,0
 Lot; 2012,0; Hommes ; 9,2
 Lot; 2012,0; Hommes ; 9,7
 Loz�re; 2012,0; Hommes ; 5,7
 Maine; 2012,0; Hommes ; 8,3
 Manche; 2012,0; Hommes ; 7,9
 Marne; 2012,0; Hommes ; 9,2
 Haute; 2012,0; Hommes ; 8,7
 Mayenne; 2012,0; Hommes ; 6,2
 Meurthe; 2012,0; Hommes ; 10,0
 Meuse; 2012,0; Hommes ; 9,6
 Morbihan; 2012,0; Hommes ; 8,4
 Moselle; 2012,0; Hommes ; 9,9
 Ni�vre; 2012,0; Hommes ; 9,9
 Nord; 2012,0; Hommes ; 13,1
 Oise; 2012,0; Hommes ; 9,6
 Orne; 2012,0; Hommes ; 9,3
 Pas; 2012,0; Hommes ; 12,8
 Puy; 2012,0; Hommes ; 8,2
 Pyr�n�es; 2012,0; Hommes ; 7,9
 Hautes; 2012,0; Hommes ; 10,6
 Pyr�n�es; 2012,0; Hommes ; 14,3
 Bas; 2012,0; Hommes ; 8,4
 Haut; 2012,0; Hommes ; 9,5
 Rh�ne; 2012,0; Hommes ; 9,0
 Haute; 2012,0; Hommes ; 9,2
 Sa�ne; 2012,0; Hommes ; 8,7
 Sarthe; 2012,0; Hommes ; 8,9
 Savoie; 2012,0; Hommes ; 6,9
 Haute; 2012,0; Hommes ; 9,7
 Haute; 2012,0; Hommes ; 6,9
 Ville; 2012,0; Hommes ; 8,2
 Seine; 2012,0; Hommes ; 10,9
 Seine; 2012,0; Hommes ; 7,6
 Yvelines; 2012,0; Hommes ; 6,9
 Deux; 2012,0; Hommes ; 7,2
 Somme; 2012,0; Hommes ; 11,7
 Tarn; 2012,0; Hommes ; 10,4
 Tarn et Garonne; 2012,0; Hommes ; 9,8
 Var; 2012,0; Hommes ; 10,4
 Vaucluse; 2012,0; Hommes ; 11,6
 Vend�e; 2012,0; Hommes ; 7,3
 Vienne; 2012,0; Hommes ; 8,2
 Vosges; 2012,0; Hommes ; 11,1
 Yonne; 2012,0; Hommes ; 9,5
 Territoire de Belfort; 2012,0; Hommes ; 10,6
 Essonne; 2012,0; Hommes ; 7,0
 Hauts; 2012,0; Hommes ; 7,7
 Seine; 2012,0; Hommes ; 12,2
 Val; 2012,0; Hommes ; 8,5
 Val; 2012,0; Hommes ; 9,7
 Ain; 2011,0; Hommes ; 5,9
 Aisne; 2011,0; Hommes ; 12,2
 Allier; 2011,0; Hommes ; 9,3
 Alpes; 2011,0; Hommes ; 9,9
 Hautes; 2011,0; Hommes ; 7,6
 Alpes; 2011,0; Hommes ; 8,7
 Ard�che; 2011,0; Hommes ; 8,8
 Ardennes; 2011,0; Hommes ; 10,2
 Ari�ge; 2011,0; Hommes ; 10,1
 Aube; 2011,0; Hommes ; 9,3
 Aude; 2011,0; Hommes ; 11,3
 Aveyron; 2011,0; Hommes ; 6,0
 Bouches; 2011,0; Hommes ; 11,2
 Calvados; 2011,0; Hommes ; 8,8
 Cantal; 2011,0; Hommes ; 5,3
 Charente; 2011,0; Hommes ; 8,6
 Charente; 2011,0; Hommes ; 9,1
 Cher; 2011,0; Hommes ; 8,8
 Corr�ze; 2011,0; Hommes ; 6,3
 C�te; 2011,0; Hommes ; 7,0
 C�tes; 2011,0; Hommes ; 7,5
 Creuse; 2011,0; Hommes ; 9,0
 Dordogne; 2011,0; Hommes ; 9,0
 Doubs; 2011,0; Hommes ; 8,0
 Dr�me; 2011,0; Hommes ; 8,9
 Eure; 2011,0; Hommes ; 8,8
 Eure; 2011,0; Hommes ; 7,9
 Finist�re; 2011,0; Hommes ; 7,5
 Gard; 2011,0; Hommes ; 11,3
 Haute; 2011,0; Hommes ; 8,4
 Gers; 2011,0; Hommes ; 6,3
 Gironde; 2011,0; Hommes ; 8,5
 H�rault; 2011,0; Hommes ; 12,9
 Ille; 2011,0; Hommes ; 6,7
 Indre; 2011,0; Hommes ; 7,7
 Indre; 2011,0; Hommes ; 7,5
 Is�re; 2011,0; Hommes ; 7,1
 Jura; 2011,0; Hommes ; 6,4
 Landes; 2011,0; Hommes ; 7,3
 Loir; 2011,0; Hommes ; 7,6
 Loire; 2011,0; Hommes ; 8,6
 Haute; 2011,0; Hommes ; 6,7
 Loire; 2011,0; Hommes ; 7,3
 Loiret; 2011,0; Hommes ; 8,0
 Lot; 2011,0; Hommes ; 8,4
 Lot; 2011,0; Hommes ; 8,8
 Loz�re; 2011,0; Hommes ; 5,1
 Maine; 2011,0; Hommes ; 7,4
 Manche; 2011,0; Hommes ; 7,3
 Marne; 2011,0; Hommes ; 8,1
 Haute; 2011,0; Hommes ; 7,6
 Mayenne; 2011,0; Hommes ; 5,4
 Meurthe; 2011,0; Hommes ; 8,9
 Meuse; 2011,0; Hommes ; 8,6
 Morbihan; 2011,0; Hommes ; 7,5
 Moselle; 2011,0; Hommes ; 8,9
 Ni�vre; 2011,0; Hommes ; 8,9
 Nord; 2011,0; Hommes ; 12,0
 Oise; 2011,0; Hommes ; 8,5
 Orne; 2011,0; Hommes ; 8,5
 Pas; 2011,0; Hommes ; 11,5
 Puy; 2011,0; Hommes ; 7,6
 Pyr�n�es; 2011,0; Hommes ; 7,2
 Hautes; 2011,0; Hommes ; 9,4
 Pyr�n�es; 2011,0; Hommes ; 12,6
 Bas; 2011,0; Hommes ; 7,6
 Haut; 2011,0; Hommes ; 8,3
 Rh�ne; 2011,0; Hommes ; 8,2
 Haute; 2011,0; Hommes ; 7,7
 Sa�ne; 2011,0; Hommes ; 7,9
 Sarthe; 2011,0; Hommes ; 7,9
 Savoie; 2011,0; Hommes ; 6,3
 Haute; 2011,0; Hommes ; 8,7
 Haute; 2011,0; Hommes ; 6,2
 Ville; 2011,0; Hommes ; 7,8
 Seine; 2011,0; Hommes ; 9,9
 Seine; 2011,0; Hommes ; 6,9
 Yvelines; 2011,0; Hommes ; 6,3
 Deux; 2011,0; Hommes ; 6,3
 Somme; 2011,0; Hommes ; 10,3
 Tarn; 2011,0; Hommes ; 9,5
 Tarn et Garonne; 2011,0; Hommes ; 8,9
 Var; 2011,0; Hommes ; 9,5
 Vaucluse; 2011,0; Hommes ; 10,6
 Vend�e; 2011,0; Hommes ; 6,4
 Vienne; 2011,0; Hommes ; 7,6
 Vosges; 2011,0; Hommes ; 9,7
 Yonne; 2011,0; Hommes ; 8,4
 Territoire de Belfort; 2011,0; Hommes ; 8,7
 Essonne; 2011,0; Hommes ; 6,4
 Hauts; 2011,0; Hommes ; 7,0
 Seine; 2011,0; Hommes ; 11,1
 Val; 2011,0; Hommes ; 7,8
 Val; 2011,0; Hommes ; 8,9
 Ain; 2010,0; Hommes ; 6,4
 Aisne; 2010,0; Hommes ; 12,2
 Allier; 2010,0; Hommes ; 9,2
 Alpes; 2010,0; Hommes ; 9,4
 Hautes; 2010,0; Hommes ; 7,2
 Alpes; 2010,0; Hommes ; 8,5
 Ard�che; 2010,0; Hommes ; 8,8
 Ardennes; 2010,0; Hommes ; 10,5
 Ari�ge; 2010,0; Hommes ; 9,8
 Aube; 2010,0; Hommes ; 9,0
 Aude; 2010,0; Hommes ; 11,2
 Aveyron; 2010,0; Hommes ; 6,1
 Bouches; 2010,0; Hommes ; 11,1
 Calvados; 2010,0; Hommes ; 8,9
 Cantal; 2010,0; Hommes ; 5,1
 Charente; 2010,0; Hommes ; 8,4
 Charente; 2010,0; Hommes ; 9,5
 Cher; 2010,0; Hommes ; 8,7
 Corr�ze; 2010,0; Hommes ; 6,1
 C�te; 2010,0; Hommes ; 7,3
 C�tes; 2010,0; Hommes ; 7,4
 Creuse; 2010,0; Hommes ; 8,5
 Dordogne; 2010,0; Hommes ; 8,7
 Doubs; 2010,0; Hommes ; 8,9
 Dr�me; 2010,0; Hommes ; 9,0
 Eure; 2010,0; Hommes ; 8,9
 Eure; 2010,0; Hommes ; 8,1
 Finist�re; 2010,0; Hommes ; 7,7
 Gard; 2010,0; Hommes ; 11,3
 Haute; 2010,0; Hommes ; 8,5
 Ain; 2015,0; Femmes ; 7,2
 Aisne; 2015,0; Femmes ; 13,4
 Allier; 2015,0; Femmes ; 10,0
 Alpes; 2015,0; Femmes ; 11,3
 Hautes; 2015,0; Femmes ; 8,9
 Alpes; 2015,0; Femmes ; 10,0
 Ard�che; 2015,0; Femmes ; 10,6
 Ardennes; 2015,0; Femmes ; 11,7
 Ari�ge; 2015,0; Femmes ; 12,0
 Aube; 2015,0; Femmes ; 12,5
 Aude; 2015,0; Femmes ; 13,8
 Aveyron; 2015,0; Femmes ; 7,2
 Bouches; 2015,0; Femmes ; 11,2
 Calvados; 2015,0; Femmes ; 8,9
 Cantal; 2015,0; Femmes ; 6,3
 Charente; 2015,0; Femmes ; 9,9
 Charente; 2015,0; Femmes ; 10,4
 Cher; 2015,0; Femmes ; 10,1
 Corr�ze; 2015,0; Femmes ; 8,2
 C�te; 2015,0; Femmes ; 8,2
 C�tes; 2015,0; Femmes ; 8,7
 Creuse; 2015,0; Femmes ; 8,7
 Dordogne; 2015,0; Femmes ; 10,5
 Doubs; 2015,0; Femmes ; 9,0
 Dr�me; 2015,0; Femmes ; 11,3
 Eure; 2015,0; Femmes ; 10,3
 Eure; 2015,0; Femmes ; 9,3
 Finist�re; 2015,0; Femmes ; 8,7
 Gard; 2015,0; Femmes ; 13,6
 Haute; 2015,0; Femmes ; 10,4
 Gers; 2015,0; Femmes ; 7,8
 Gironde; 2015,0; Femmes ; 10,0
 H�rault; 2015,0; Femmes ; 13,1
 Ille; 2015,0; Femmes ; 7,6
 Indre; 2015,0; Femmes ; 9,0
 Indre; 2015,0; Femmes ; 8,7
 Is�re; 2015,0; Femmes ; 8,3
 Jura; 2015,0; Femmes ; 7,3
 Landes; 2015,0; Femmes ; 10,0
 Loir; 2015,0; Femmes ; 8,2
 Loire; 2015,0; Femmes ; 9,7
 Haute; 2015,0; Femmes ; 8,2
 Loire; 2015,0; Femmes ; 8,4
 Loiret; 2015,0; Femmes ; 9,5
 Lot; 2015,0; Femmes ; 8,8
 Lot; 2015,0; Femmes ; 10,1
 Loz�re; 2015,0; Femmes ; 5,9
 Maine; 2015,0; Femmes ; 9,4
 Manche; 2015,0; Femmes ; 8,1
 Marne; 2015,0; Femmes ; 9,2
 Haute; 2015,0; Femmes ; 9,5
 Mayenne; 2015,0; Femmes ; 6,7
 Meurthe; 2015,0; Femmes ; 9,1
 Meuse; 2015,0; Femmes ; 10,0
 Morbihan; 2015,0; Femmes ; 9,2
 Moselle; 2015,0; Femmes ; 10,0
 Ni�vre; 2015,0; Femmes ; 8,8
 Nord; 2015,0; Femmes ; 11,9
 Oise; 2015,0; Femmes ; 9,9
 Orne; 2015,0; Femmes ; 8,7
 Pas; 2015,0; Femmes ; 12,4
 Puy; 2015,0; Femmes ; 8,6
 Pyr�n�es; 2015,0; Femmes ; 8,5
 Hautes; 2015,0; Femmes ; 11,1
 Pyr�n�es; 2015,0; Femmes ; 14,5
 Bas; 2015,0; Femmes ; 8,2
 Haut; 2015,0; Femmes ; 9,3
 Rh�ne; 2015,0; Femmes ; 8,5
 Haute; 2015,0; Femmes ; 9,6
 Sa�ne; 2015,0; Femmes ; 9,0
 Sarthe; 2015,0; Femmes ; 9,6
 Savoie; 2015,0; Femmes ; 7,9
 Haute; 2015,0; Femmes ; 7,3
 Ville; 2015,0; Femmes ; 7,6
 Seine; 2015,0; Femmes ; 10,5
 Seine; 2015,0; Femmes ; 7,8
 Yvelines; 2015,0; Femmes ; 7,0
 Deux; 2015,0; Femmes ; 7,4
 Somme; 2015,0; Femmes ; 11,3
 Tarn; 2015,0; Femmes ; 10,5
 Tarn et Garonne; 2015,0; Femmes ; 11,9
 Var; 2015,0; Femmes ; 11,0
 Vaucluse; 2015,0; Femmes ; 12,8
 Vend�e; 2015,0; Femmes ; 8,5
 Vienne; 2015,0; Femmes ; 7,8
 Haute; 2015,0; Femmes ; 9,1
 Vosges; 2015,0; Femmes ; 11,1
 Yonne; 2015,0; Femmes ; 9,3
 Territoire de Belfort; 2015,0; Femmes ; 11,3
 Essonne; 2015,0; Femmes ; 7,3
 Hauts; 2015,0; Femmes ; 7,3
 Seine; 2015,0; Femmes ; 12,5
 Val; 2015,0; Femmes ; 8,3
 Val; 2015,0; Femmes ; 9,5
 Ain; 2014,0; Femmes ; 7,2
 Aisne; 2014,0; Femmes ; 13,8
 Allier; 2014,0; Femmes ; 10,1
 Alpes; 2014,0; Femmes ; 11,5
 Hautes; 2014,0; Femmes ; 8,9
 Alpes; 2014,0; Femmes ; 9,9
 Ard�che; 2014,0; Femmes ; 10,7
 Ardennes; 2014,0; Femmes ; 11,7
 Ari�ge; 2014,0; Femmes ; 12,1
 Aube; 2014,0; Femmes ; 12,3
 Aude; 2014,0; Femmes ; 14,0
 Aveyron; 2014,0; Femmes ; 7,3
 Bouches; 2014,0; Femmes ; 11,3
 Calvados; 2014,0; Femmes ; 9,0
 Cantal; 2014,0; Femmes ; 6,6
 Charente; 2014,0; Femmes ; 10,3
