DEP;P11_HNSCOL15P_DIPL0;P11_FNSCOL15P_DIPL0
01; 45,0; 32,0
01; 6,0; 10,0
01; 159,748500303; 128,1916364
01; 254,128322787; 312,061681715
01; 190,189947059; 276,88006591
01; 168,845124374; 203,644980124
01; 98,01980198; 86,138613861
01; 6,0; 8,0
01; 124,415098238; 113,742843035
01; 27,623655914; 30,583333333
01; 12,071216617; 13,077151335
01; 40,507015903; 62,689429373
01; 16,514285714; 10,685714286
01; 17,710610932; 15,742765273
01; 3,0375; 4,05
01; 399,141089712; 404,190827663
01; 21,511111111; 22,488888889
01; 26,390977444; 22,330827068
01; 28,0; 33,0
01; 3,0; 0,0
01; 40,450220723; 29,544694528
01; 62,0; 80,0
01; 8,0; 4,0
01; 106,922829582; 105,950803859
01; 202,663460602; 153,612562455
01; 45,619462887; 42,644280525
01; 127,499784673; 69,214232612
01; 28,746503497; 35,685314685
01; 62,246681495; 67,458623726
01; 53,876498486; 59,862502486
01; 321,817983903; 377,095141571
01; 98,96620155; 122,307286822
01; 130,167317525; 137,048421012
01; 278,759735371; 312,809429112
01; 206,164396163; 314,1883842
01; 220,617825138; 258,483258768
01; 152,754045658; 186,375940998
01; 195,0; 199,0
01; 244,0; 325,0
01; 178,0; 242,0
01; 16,099688474; 10,062305296
01; 19,0; 19,0
01; 16,0; 10,0
01; 30,0; 18,0
01; 30,711159737; 23,691466083
01; 12,026966292; 19,042696629
01; 38,215817694; 40,175603217
01; 8,0; 10,0
01; 193,995962158; 195,108794389
01; 35,709342561; 38,387543253
01; 4,482142857; 3,585714286
01; 58,277845777; 59,265605875
01; 30,711060948; 25,59255079
01; 135,31377328; 130,289347464
01; 23,319444444; 13,180555556
01; 5,054945055; 7,076923077
01; 13,95483871; 5,980645161
01; 124,066426162; 170,96247458
01; 74,8416726; 125,348511801
01; 98,520463615; 166,217917853
01; 93,800351303; 94,726606591
01; 115,788955668; 179,0062418
01; 106,63715095; 81,024824178
01; 91,844121224; 71,356163209
01; 108,970823645; 213,641373932
01; 187,739201635; 288,049092499
01; 120,594685458; 135,058137834
01; 95,868025238; 176,864577626
01; 149,785365636; 162,84313192
01; 284,512161547; 355,415692034
01; 248,697347257; 375,462631664
01; 200,66313028; 178,670154076
01; 157,730042902; 206,306230474
01; 139,070726415; 130,468629234
01; 487,172637261; 144,132571244
01; 43,915739269; 39,142289348
01; 19,88547486; 15,150837989
