REG;DEP;P11_FNSCOL15P_DIPL0
82;01; 32,0
82;01; 10,0
82;01; 128,1916364
82;01; 312,061681715
82;01; 276,88006591
82;01; 203,644980124
82;01; 86,138613861
82;01; 8,0
82;01; 113,742843035
82;01; 30,583333333
82;01; 13,077151335
82;01; 62,689429373
82;01; 10,685714286
82;01; 15,742765273
82;01; 4,05
82;01; 404,190827663
82;01; 22,488888889
82;01; 22,330827068
82;01; 33,0
82;01; 0,0
82;01; 29,544694528
82;01; 80,0
82;01; 4,0
82;01; 105,950803859
82;01; 153,612562455
82;01; 42,644280525
82;01; 69,214232612
82;01; 35,685314685
82;01; 67,458623726
82;01; 59,862502486
82;01; 377,095141571
82;01; 122,307286822
82;01; 137,048421012
82;01; 312,809429112
82;01; 314,1883842
82;01; 258,483258768
82;01; 186,375940998
82;01; 199,0
82;01; 325,0
82;01; 242,0
82;01; 10,062305296
82;01; 19,0
82;01; 10,0
82;01; 18,0
82;01; 23,691466083
82;01; 19,042696629
82;01; 40,175603217
82;01; 10,0
82;01; 195,108794389
82;01; 38,387543253
82;01; 3,585714286
82;01; 59,265605875
82;01; 25,59255079
82;01; 130,289347464
82;01; 13,180555556
82;01; 7,076923077
82;01; 5,980645161
82;01; 170,96247458
82;01; 125,348511801
82;01; 166,217917853
82;01; 94,726606591
82;01; 179,0062418
82;01; 81,024824178
82;01; 71,356163209
82;01; 213,641373932
82;01; 288,049092499
82;01; 135,058137834
82;01; 176,864577626
82;01; 162,84313192
82;01; 355,415692034
82;01; 375,462631664
82;01; 178,670154076
82;01; 206,306230474
82;01; 130,468629234
82;01; 144,132571244
82;01; 39,142289348
82;01; 15,150837989
82;01; 27,103187844
82;01; 41,290714421
82;01; 3,0
82;01; 20,0
82;01; 44,98791019
82;01; 21,017241379
82;01; 30,0
82;01; 60,604703247
82;01; 40,2325
82;01; 3,171428571
82;01; 9,848415959
82;01; 18,000663114
82;01; 36,17557565
82;01; 122,841087057
82;01; 112,571809699
82;01; 34,173134328
82;01; 148,0
82;01; 44,652360515
82;01; 9,5
82;01; 4,0
82;01; 45,613977094
82;01; 102,278120449
82;01; 23,948497854
82;01; 40,000112228
82;01; 20,515154102
82;01; 43,0
82;01; 34,337592034
82;01; 10,0
82;01; 10,212014134
82;01; 24,945355191
82;01; 103,955383245
82;01; 7,289940828
82;01; 204,0
82;01; 50,173470263
82;01; 345,60572411
82;01; 41,896174863
82;01; 17,0
82;01; 58,997948718
82;01; 10,0
82;01; 43,946315224
82;01; 60,28287388
82;01; 14,269230769
82;01; 4,938271605
82;01; 35,770717953
82;01; 32,324568611
82;01; 21,0
82;01; 55,287533314
82;01; 5,149700599
82;01; 5,0
82;01; 52,740108596
82;01; 99,982427238
82;01; 10,807017544
82;01; 0,990291262
82;01; 21,103960396
82;01; 45,35667107
82;01; 19,625844124
82;01; 38,0
82;01; 20,301886792
82;01; 2,25
82;01; 79,384859684
82;01; 12,610169492
82;01; 4,172413793
82;01; 30,73035721
82;01; 59,0
82;01; 45,3376
82;01; 25,237113402
82;01; 12,0
82;01; 17,57518797
82;01; 16,810408922
82;01; 53,0
82;01; 22,117647059
82;01; 74,0
82;01; 60,760297767
82;01; 34,928039702
82;01; 245,749979672
82;01; 26,174618449
82;01; 23,564630348
82;01; 15,0
82;01; 212,0
82;01; 178,170487535
82;01; 50,627679518
82;01; 105,387670597
82;01; 38,32912844
82;01; 54,550515985
82;01; 24,123393316
82;01; 29,249462366
82;01; 185,027258151
82;01; 31,676715177
82;01; 1,029268293
82;01; 53,467766264
82;01; 26,0
82;01; 28,941176471
82;01; 30,26481715
82;01; 8,171428571
82;01; 17,523316062
82;01; 101,0
82;01; 43,256440281
82;01; 211,451420523
82;01; 103,066190663
82;01; 103,33744856
82;01; 234,109617976
82;01; 3,3
82;01; 115,530593846
82;01; 44,527588813
82;01; 85,0
82;01; 27,706146927
82;01; 25,594168784
82;01; 60,860860861
82;01; 61,913793103
82;01; 8,0
82;01; 188,377252229
82;01; 138,79982087
82;01; 105,353325303
82;01; 11,271604938
82;01; 43,129321383
82;01; 6,113207547
82;01; 4,227848101
82;01; 110,810953133
82;01; 24,395770302
82;01; 52,824669604
82;01; 25,214899713
82;01; 77,0
82;01; 29,675291074
82;01; 279,0
82;01; 0,965116279
82;01; 11,920265781
82;01; 29,101754386
82;01; 50,281368821
82;01; 9,914529915
82;01; 6,875739645
82;01; 152,0
82;01; 12,935643564
82;01; 322,975037095
82;01; 145,03299146
82;01; 60,0
82;01; 54,0
82;01; 5,841642229
82;01; 5,406844106
82;01; 121,006541665
82;01; 11,0
82;01; 212,0
82;01; 300,0
82;01; 60,0
82;01; 3,0
82;01; 54,839632543
82;01; 11,863117871
82;01; 10,925925926
82;01; 11,222972973
82;01; 31,631379962
82;01; 13,753778327
82;01; 34,573248408
82;01; 37,364839041
82;01; 51,653322658
82;01; 5,960784314
82;01; 0,0
82;01; 45,0
82;01; 4,84375
82;01; 7,0
82;01; 2,118644068
82;01; 184,322183858
82;01; 14,0
82;01; 17,608591885
82;01; 47,644997022
82;01; 36,081060336
82;01; 13,365695793
82;01; 84,301848049
82;01; 136,0
82;01; 3,84496124
82;01; 2,940397351
82;01; 39,893585547
82;01; 46,598984772
82;01; 116,731861199
82;01; 86,325041815
82;01; 18,0
82;01; 13,0
82;01; 72,377296361
82;01; 3,216
82;01; 56,609715243
82;01; 212,183324136
82;01; 145,322522254
82;01; 133,384673292
82;01; 28,558352403
82;01; 105,0
82;01; 9,951986193
82;01; 60,348862006
82;01; 147,586688634
82;01; 418,228711201
82;01; 98,005218715
82;01; 60,0
82;01; 39,005571031
82;01; 36,62063228
82;01; 32,18989899
82;01; 8,864457831
82;01; 43,0
82;01; 22,09924812
82;01; 6,971311475
82;01; 22,349775785
82;01; 157,243324937
82;01; 528,783651304
82;01; 165,72508174
82;01; 39,529780564
82;01; 416,0
82;01; 142,466645769
82;01; 60,0
82;01; 17,648305085
82;01; 422,667173158
82;01; 21,563506261
82;01; 83,136953351
82;01; 70,0
82;01; 60,283076923
82;01; 76,477653631
82;01; 76,701114797
82;01; 1,134453782
82;01; 2,87628866
82;01; 5,764705882
82;01; 174,072222726
82;01; 17,71875
82;01; 455,72779483
82;01; 566,347701349
82;01; 395,721534008
82;01; 277,140408462
82;01; 193,674570295
82;01; 392,763015983
82;01; 309,722464802
82;01; 3,605737502
82;01; 221,319165197
82;01; 256,735229535
82;01; 86,158681574
82;01; 11,172304262
82;01; 46,506562745
82;01; 33,567352506
82;01; 6,05
82;01; 68,0
82;01; 138,0
82;01; 165,0
82;01; 41,0
82;01; 45,849056604
82;01; 8,119260873
82;01; 3,954022989
82;01; 43,0
82;01; 16,0
82;01; 19,0
82;01; 23,178294574
82;01; 5,56
82;01; 13,150158245
82;01; 19,111111111
82;01; 99,572987092
82;01; 5,923566879
82;01; 83,888931561
82;01; 155,428116559
82;01; 298,063248834
82;01; 153,675227591
82;01; 71,038932151
82;01; 35,175416133
82;01; 4,891304348
82;01; 12,0
82;01; 0,0
82;01; 4,107142857
82;01; 236,025323033
82;01; 75,41029719
82;01; 6,25
82;01; 14,224
82;01; 22,170807453
82;01; 19,285407725
82;01; 223,661448525
82;01; 14,561403509
82;01; 282,020227988
82;01; 78,0
82;01; 29,0
82;01; 14,910970247
82;01; 11,0
82;01; 8,0
82;01; 8,049079755
82;01; 36,707170867
82;01; 142,835294118
82;01; 19,067166488
82;01; 6,329032258
82;01; 39,43373494
82;01; 73,509924541
82;01; 43,998730015
82;01; 49,000093796
82;01; 6,536764706
82;01; 0,923076923
82;01; 13,895131086
82;01; 76,268691589
82;01; 232,016493069
82;01; 150,325068871
82;01; 46,692931634
82;01; 61,411830357
82;01; 183,040191177
82;01; 8,570454545
82;01; 116,862193652
82;01; 81,394630872
82;01; 31,417165934
82;01; 61,103449873
82;01; 147,798675395
82;01; 125,81463905
82;01; 183,3910089
82;01; 27,767337808
82;01; 6,640186916
82;01; 62,60625
82;01; 23,0
82;01; 11,0
82;01; 50,884037615
82;01; 66,465116279
82;01; 19,0
82;01; 84,26233604
82;01; 45,306957708
82;01; 59,0
82;01; 31,246252677
82;01; 40,0
82;01; 36,448509485
82;01; 41,874915167
82;01; 107,424113503
82;01; 54,360902256
82;01; 20,0
82;01; 79,159859263
82;01; 57,817803971
82;01; 30,539845758
82;01; 399,094126901
82;01; 73,177863895
82;01; 41,289139633
82;01; 46,379987262
82;01; 44,746906637
82;01; 12,0
82;01; 87,088344357
82;01; 216,10798288
82;01; 23,0
82;01; 52,697604594
82;01; 9,823943662
82;01; 131,348933527
82;01; 154,354061895
82;01; 68,410752547
82;01; 13,902700831
82;01; 23,917282127
82;01; 20,0
82;01; 113,0
82;01; 43,999993452
82;01; 64,0
82;01; 67,775255392
82;01; 3,943262411
82;01; 55,778958017
82;01; 37,944516563
82;01; 76,544293015
82;01; 6,832
82;01; 50,913160035
82;01; 21,218934911
82;01; 91,528481013
82;01; 17,221902017
82;01; 1,0
82;01; 7,659574468
82;01; 21,0
82;01; 30,323741007
82;01; 5,202702703
82;01; 14,480686695
82;01; 45,874578832
82;01; 79,632845758
82;01; 9,414344197
82;01; 30,574503496
82;01; 186,366723626
82;01; 116,44563046
82;01; 35,896551724
82;01; 39,011837731
82;01; 26,525721455
82;01; 43,553166069
82;01; 10,0
