REG;DEP;P12_FNSCOL15P_DIPL0
82;01; 4,0
82;01; 56,613555893
82;01; 38,000406804
82;01; 80,95911414
82;01; 7,0
82;01; 57,327087812
82;01; 21,609467456
82;01; 70,690796312
82;01; 17,610951009
82;01; 0,992307692
82;01; 4,922360248
82;01; 21,0
82;01; 30,0
82;01; 5,067567568
82;01; 8,672897196
82;01; 46,467390183
82;01; 78,316419728
82;01; 9,207170702
82;01; 30,0
82;01; 186,121599962
82;01; 118,931454744
82;01; 32,838797814
82;01; 40,519171051
82;01; 27,0
82;01; 43,31660693
82;01; 10,0
82;01; 74,731956262
82;01; 141,688559322
82;01; 297,958474576
82;01; 1,563909774
82;01; 20,467958271
82;01; 26,049904031
82;01; 40,49382716
82;01; 4,942084942
82;01; 44,453802252
82;01; 14,267002519
82;01; 79,992165899
82;01; 15,028355388
82;01; 10,829268293
82;01; 5,0
82;01; 28,0
82;01; 14,921052632
82;01; 243,161715513
82;01; 65,772805508
82;01; 14,548192771
82;01; 54,496833216
82;01; 68,843281439
82;01; 14,438746439
82;01; 16,774336283
82;01; 118,779256719
82;01; 52,0
82;01; 214,0
82;01; 85,035937876
82;01; 44,880396913
82;01; 63,542544836
82;01; 2,084507042
82;01; 200,61903817
22;02; 52,12303366
22;02; 53,026315789
22;02; 78,946410516
22;02; 15,61352657
22;02; 26,0
22;02; 29,96875
22;02; 7,0
22;02; 21,780730897
22;02; 20,642722117
22;02; 9,0
22;02; 60,106688566
22;02; 6,408450704
22;02; 30,14527845
22;02; 37,890359714
22;02; 5,064935065
22;02; 5,422018349
22;02; 19,318791946
22;02; 185,12528754
22;02; 33,085492228
22;02; 45,130252101
22;02; 4,941176471
22;02; 37,0
22;02; 3,888888889
22;02; 2,037735849
22;02; 19,0
22;02; 18,093264249
22;02; 37,230769231
22;02; 191,239941753
22;02; 23,184986595
22;02; 20,0
22;02; 70,55873494
22;02; 28,0
22;02; 9,25
22;02; 7,0
22;02; 20,928578937
22;02; 14,482758621
22;02; 69,858010157
22;02; 5,067567568
22;02; 18,0
22;02; 10,169491525
22;02; 53,0
22;02; 31,313914057
22;02; 11,154929577
22;02; 2,142857143
22;02; 34,672661871
22;02; 9,13740458
22;02; 4,0
22;02; 56,614343708
22;02; 38,496732026
22;02; 27,110272841
22;02; 12,636363636
22;02; 19,0
22;02; 33,568965517
22;02; 6,929292929
22;02; 10,0
22;02; 183,0
22;02; 57,0
22;02; 375,0
22;02; 22,838028169
22;02; 15,0
22;02; 13,0
22;02; 35,091623037
22;02; 539,27699157
22;02; 64,692913386
22;02; 3,028436019
22;02; 18,081818182
22;02; 5,777291465
22;02; 16,26446281
22;02; 37,892922574
22;02; 41,593247588
22;02; 13,215469613
22;02; 63,329568465
22;02; 20,796116505
22;02; 8,157635468
22;02; 5,794285714
22;02; 20,0
22;02; 12,077419355
22;02; 3,0
22;02; 17,282548476
22;02; 40,0
22;02; 9,0
22;02; 51,0
22;02; 9,0
22;02; 48,128458498
22;02; 58,187810724
22;02; 0,0
22;02; 6,802816901
22;02; 84,419947507
22;02; 10,046511628
22;02; 9,074074074
22;02; 123,0
22;02; 13,588235294
22;02; 771,71981339
22;02; 17,090425532
22;02; 31,0
22;02; 15,0
22;02; 11,182572614
22;02; 9,268656716
22;02; 25,623188406
22;02; 18,745982129
22;02; 137,214733542
22;02; 5,049019608
22;02; 12,807881773
22;02; 54,0
22;02; 5,702970297
22;02; 2,0
22;02; 20,121212121
22;02; 261,0
22;02; 44,0
22;02; 52,572580645
22;02; 116,0
22;02; 11,0
22;02; 15,113636364
22;02; 7,291666667
22;02; 15,73553719
22;02; 28,164028508
22;02; 18,713567839
22;02; 28,0
22;02; 2,0
22;02; 26,0
22;02; 50,0
22;02; 12,939434556
22;02; 54,0
22;02; 8,164948454
22;02; 78,699238579
22;02; 2,0
22;02; 11,0
22;02; 102,805702945
22;02; 10,628019324
22;02; 30,780660377
22;02; 70,159453303
22;02; 136,427956338
22;02; 16,507246377
22;02; 4,032
22;02; 14,0
22;02; 34,918224299
22;02; 27,0
22;02; 203,0
22;02; 14,11965812
22;02; 13,0
22;02; 6,949640288
22;02; 31,717081851
22;02; 5,78313253
22;02; 6,052631579
22;02; 20,676923077
22;02; 3,310344828
22;02; 9,126760563
22;02; 5,090909091
22;02; 6,065934066
22;02; 23,734042553
22;02; 17,497175141
22;02; 16,816216216
22;02; 19,0
22;02; 56,626237898
22;02; 22,583333333
22;02; 26,539249147
22;02; 52,099047619
22;02; 13,0
22;02; 22,939501779
22;02; 287,591143355
22;02; 31,288819876
22;02; 128,0
22;02; 22,695402299
22;02; 53,293440736
22;02; 331,274743855
22;02; 197,337306074
22;02; 3,69958945
22;02; 76,844674695
22;02; 228,609514323
22;02; 36,079756457
22;02; 262,483545053
22;02; 10,0
22;02; 8,651162791
22;02; 8,0
22;02; 30,357142857
22;02; 644,547383442
22;02; 516,644093661
22;02; 323,435836171
22;02; 56,804461942
22;02; 9,260869565
22;02; 18,165853659
22;02; 4,671532847
22;02; 7,0
22;02; 24,780058651
22;02; 51,757800892
22;02; 17,831775701
22;02; 14,0
22;02; 18,903061224
22;02; 54,0
22;02; 19,548148148
22;02; 90,016452312
22;02; 64,627862595
22;02; 17,753424658
22;02; 36,0
22;02; 65,22260274
22;02; 27,943477395
22;02; 24,631578947
22;02; 1,013888889
22;02; 16,0
22;02; 58,943082504
22;02; 24,633431085
22;02; 24,100820334
22;02; 22,0
22;02; 43,806552262
22;02; 17,0
22;02; 51,3351169
22;02; 141,784194529
22;02; 6,727272727
22;02; 13,287292818
22;02; 1,0
22;02; 3,251308901
22;02; 23,799227799
22;02; 57,920269695
22;02; 13,002695418
22;02; 23,0
22;02; 60,828410689
22;02; 36,0
22;02; 4,0625
22;02; 62,249851749
22;02; 20,0
22;02; 105,080759424
22;02; 38,294407895
22;02; 16,27710559
22;02; 23,0
22;02; 12,580645161
22;02; 0,970588235
22;02; 3,97359736
22;02; 20,0
22;02; 4,177777778
22;02; 103,0
22;02; 7,925373134
22;02; 37,379423213
22;02; 2,776119403
22;02; 12,0
22;02; 56,0
22;02; 19,04614749
22;02; 9,0
22;02; 9,0
22;02; 11,675675676
22;02; 15,244837758
22;02; 201,785166678
22;02; 128,0
22;02; 74,0
22;02; 16,550660793
22;02; 4,999769895
22;02; 46,0
22;02; 289,715574657
22;02; 7,295774648
22;02; 105,0
22;02; 36,442211055
22;02; 10,0
22;02; 9,0
22;02; 7,0
22;02; 5,862068966
22;02; 2,861538462
22;02; 31,339233038
22;02; 2,928
22;02; 5,206896552
22;02; 11,0
22;02; 19,243498818
22;02; 40,498753117
22;02; 18,35207824
22;02; 53,0
22;02; 22,229381443
22;02; 7,34529148
22;02; 12,210526316
22;02; 69,978915541
22;02; 11,0
22;02; 5,0
22;02; 20,927835052
22;02; 33,14887218
22;02; 13,0
22;02; 14,901960784
22;02; 16,0
22;02; 4,864864865
22;02; 21,428571429
22;02; 16,0
22;02; 51,498583569
22;02; 12,0
22;02; 31,15542522
22;02; 1,023809524
22;02; 29,744897959
22;02; 13,338541667
22;02; 12,852272727
22;02; 25,060827251
22;02; 21,072413793
22;02; 12,0
22;02; 73,474452358
22;02; 66,0
22;02; 34,360742706
22;02; 18,868578239
22;02; 172,854806662
22;02; 23,885985748
22;02; 126,649484536
22;02; 53,0
22;02; 7,0
22;02; 88,96069869
22;02; 76,4103835
22;02; 4,49382716
22;02; 208,139316887
22;02; 46,192579505
22;02; 19,739413681
22;02; 15,532258065
22;02; 17,0
22;02; 328,323063214
22;02; 342,0
22;02; 69,015929204
22;02; 219,520733657
22;02; 42,585657371
22;02; 40,4375
22;02; 7,0
22;02; 7,0
22;02; 78,0
22;02; 45,569620253
22;02; 157,994178727
22;02; 11,386861314
22;02; 19,0
22;02; 155,0
22;02; 43,588785047
22;02; 16,290909091
22;02; 63,817342472
22;02; 20,366492147
22;02; 7,0
22;02; 15,330882353
22;02; 11,197309417
22;02; 30,561616162
22;02; 9,0
22;02; 23,24686941
22;02; 24,0
22;02; 22,695028896
22;02; 11,0
22;02; 18,361940299
22;02; 12,076923077
22;02; 306,643457787
22;02; 12,752380952
22;02; 56,604950495
22;02; 16,754807692
22;02; 24,809160305
22;02; 47,515151515
22;02; 227,542633663
22;02; 152,05911466
22;02; 143,105539225
22;02; 25,261324042
22;02; 9,733333333
22;02; 4,480519481
22;02; 5,4
22;02; 0,978723404
22;02; 58,480176211
22;02; 25,593952484
22;02; 15,331858407
22;02; 7,0
22;02; 16,105263158
22;02; 7,73553719
22;02; 59,589061447
22;02; 15,295081967
22;02; 3,0
22;02; 40,391304348
22;02; 15,668393782
22;02; 3,0
22;02; 10,051948052
22;02; 68,413916146
22;02; 158,875796178
22;02; 729,801641178
22;02; 13,894339623
22;02; 50,299966635
22;02; 8,837104072
22;02; 22,402597403
22;02; 19,131944444
22;02; 38,518771331
22;02; 30,0
22;02; 38,336283186
22;02; 105,564813103
22;02; 24,845953003
22;02; 16,0
22;02; 84,0
22;02; 13,420118343
22;02; 12,921686747
22;02; 5,921052632
22;02; 13,907724904
22;02; 18,153512945
22;02; 0,96969697
22;02; 409,0
22;02; 340,0
22;02; 199,0
22;02; 158,0
22;02; 65,463297663
22;02; 84,336224149
22;02; 1,08
22;02; 16,50867052
22;02; 12,247933884
22;02; 42,628037383
22;02; 15,357142857
22;02; 46,999936207
22;02; 15,301818182
22;02; 12,108597285
22;02; 29,534161491
22;02; 16,756756757
22;02; 3,0
22;02; 8,258064516
22;02; 88,0
22;02; 21,293706294
22;02; 35,0
22;02; 11,84
22;02; 9,441176471
22;02; 2,884615385
22;02; 28,29787234
22;02; 25,206703911
22;02; 40,0
22;02; 4,062015504
22;02; 6,76
22;02; 386,2413149
22;02; 270,974636024
22;02; 148,043240933
22;02; 337,804749615
22;02; 100,602075074
22;02; 69,093302251
22;02; 191,909747352
22;02; 279,586052822
22;02; 132,024273957
22;02; 10,775708911
22;02; 321,857652635
22;02; 235,736854636
22;02; 27,090604027
22;02; 10,995670996
22;02; 8,873239437
22;02; 3,0
22;02; 14,0
22;02; 20,28436019
22;02; 7,264150943
22;02; 40,815730337
22;02; 16,595744681
22;02; 13,375
22;02; 20,705166006
22;02; 34,244311377
22;02; 2,963855422
22;02; 87,157894737
22;02; 33,0
22;02; 6,0
22;02; 15,17744862
22;02; 35,628227194
22;02; 14,39169905
22;02; 4,151898734
22;02; 7,0625
22;02; 183,848910894
22;02; 27,0
22;02; 10,941489362
22;02; 33,828451883
22;02; 8,211320755
22;02; 2,077922078
22;02; 19,112727273
22;02; 34,072578146
22;02; 7,89261745
22;02; 13,190243902
22;02; 7,640449438
22;02; 10,484375
22;02; 10,45045045
22;02; 20,136518771
22;02; 4,4
22;02; 9,0
22;02; 8,0
22;02; 6,394736842
22;02; 30,078306767
22;02; 9,0
22;02; 9,0
22;02; 42,990495849
22;02; 35,0
22;02; 16,91005291
22;02; 29,0
22;02; 37,899736148
22;02; 24,200965722
22;02; 3,863636364
22;02; 28,868181818
22;02; 20,411764706
22;02; 14,268199234
22;02; 7,802469136
22;02; 27,742547425
22;02; 24,467532468
22;02; 13,787878788
22;02; 7,7
22;02; 298,340070338
22;02; 35,191011236
22;02; 39,537931034
22;02; 4,033613445
22;02; 24,995391705
22;02; 11,457286432
22;02; 20,900943396
22;02; 16,0
22;02; 71,104100946
22;02; 65,0
22;02; 9,964285714
22;02; 8,10114971
22;02; 40,134228188
22;02; 15,0
22;02; 3,058823529
22;02; 24,907749077
22;02; 39,149139579
22;02; 6,054054054
22;02; 10,186915888
22;02; 37,331331802
22;02; 23,0
22;02; 14,397476341
22;02; 8,737226277
22;02; 29,030674847
22;02; 39,32208822
22;02; 19,697247706
22;02; 8,330578512
22;02; 78,0
22;02; 10,508474576
22;02; 70,0
22;02; 58,99998779
22;02; 1,0
22;02; 80,0
22;02; 3,0
22;02; 182,290643663
22;02; 109,534300775
22;02; 169,509886159
22;02; 12,0
22;02; 20,0
22;02; 4,117647059
22;02; 10,193333333
22;02; 9,736842105
22;02; 11,074829932
22;02; 30,197368421
22;02; 19,0
22;02; 19,25
22;02; 56,260806916
22;02; 6,048387097
22;02; 7,451612903
22;02; 26,351351351
22;02; 13,453900709
22;02; 12,494623656
22;02; 37,940217391
22;02; 77,0
22;02; 6,0
22;02; 4,303797468
22;02; 32,046242775
22;02; 33,604651163
22;02; 10,4
22;02; 23,05450237
22;02; 15,805668016
22;02; 25,743842365
22;02; 6,08974359
22;02; 9,071428571
22;02; 75,540679712
22;02; 11,253846154
22;02; 2,785714286
22;02; 9,2109375
22;02; 12,0
22;02; 4,715909091
22;02; 4,701492537
22;02; 73,0
22;02; 50,916938111
22;02; 27,057692308
22;02; 4,948453608
22;02; 222,0
22;02; 46,455298013
22;02; 11,0
22;02; 9,648241206
22;02; 6,0
22;02; 37,093434343
22;02; 42,470324748
22;02; 7,456156288
22;02; 7,0
22;02; 12,063829787
22;02; 25,0
22;02; 58,652600589
22;02; 207,434120214
22;02; 6,685393258
22;02; 3,128571429
22;02; 337,476723299
22;02; 52,291588785
22;02; 35,516955181
22;02; 6,697530864
22;02; 13,759656652
22;02; 11,0
22;02; 35,0
22;02; 21,921708185
22;02; 96,084997451
22;02; 29,430379747
22;02; 2,858108108
22;02; 29,407894737
22;02; 16,819672131
22;02; 29,845423514
22;02; 16,736434109
22;02; 4,861111111
22;02; 154,585181452
22;02; 209,0
22;02; 19,74025974
22;02; 5,128205128
22;02; 2,0
22;02; 14,113821138
22;02; 95,806790348
22;02; 18,183673469
22;02; 5,0
22;02; 1,830508475
22;02; 3,0
22;02; 15,936
22;02; 6,0
22;02; 20,229885057
22;02; 4,4
22;02; 5,0
22;02; 12,0
22;02; 7,108527132
22;02; 9,834024896
22;02; 58,022951802
22;02; 10,448717949
22;02; 11,144736842
22;02; 49,245306633
22;02; 4,0
22;02; 33,759887006
22;02; 21,277372263
22;02; 25,805970149
22;02; 9,306818182
22;02; 194,999520361
22;02; 8,875
22;02; 10,606060606
22;02; 4,0
22;02; 5,061728395
22;02; 36,415730337
22;02; 0,0
22;02; 36,594059406
22;02; 12,0
22;02; 25,747085267
22;02; 21,307692308
22;02; 3,904761905
22;02; 15,916230366
22;02; 40,0
22;02; 60,999685092
22;02; 38,041037176
22;02; 30,0
22;02; 11,139593909
22;02; 4,4
22;02; 12,109090909
22;02; 43,0
22;02; 11,920529801
22;02; 26,553191489
22;02; 5,848739496
22;02; 9,083333333
22;02; 22,766891892
22;02; 29,605568445
22;02; 4,137931034
22;02; 7,0
22;02; 6,307692308
22;02; 8,0
22;02; 14,067961165
22;02; 22,141025641
22;02; 25,0
22;02; 34,513841823
22;02; 18,888888889
22;02; 17,0
22;02; 23,262857143
22;02; 48,758445285
22;02; 22,057291667
22;02; 20,0
22;02; 3,085714286
22;02; 10,0
22;02; 200,551323662
22;02; 14,881481481
22;02; 27,856777494
22;02; 6,0
22;02; 13,375
22;02; 39,0
22;02; 5,0
22;02; 9,276923077
22;02; 15,0
22;02; 37,0
22;02; 15,0
22;02; 24,179487179
22;02; 7,0
22;02; 14,485148515
22;02; 31,216783217
22;02; 16,0
22;02; 4,658119658
22;02; 13,0
22;02; 109,213516161
22;02; 12,388888889
22;02; 101,391093901
22;02; 5,888888889
22;02; 13,913580247
22;02; 33,614906832
22;02; 20,157706093
22;02; 43,302816901
22;02; 3,925925926
22;02; 8,184615385
22;02; 141,672639739
22;02; 23,201680672
22;02; 6,08
22;02; 9,801324503
22;02; 143,731369455
22;02; 13,033671387
22;02; 7,0
22;02; 12,0
22;02; 345,982814677
22;02; 4,956140351
22;02; 26,065989848
22;02; 24,139130435
22;02; 5,3125
22;02; 1,104166667
22;02; 9,880952381
22;02; 138,507561386
22;02; 90,610676913
22;02; 100,010091291
22;02; 151,212387623
22;02; 194,333306729
22;02; 115,309438239
22;02; 151,340877241
22;02; 252,723512664
22;02; 259,375519481
22;02; 180,605973634
22;02; 212,517089622
22;02; 85,865575374
22;02; 141,209985602
22;02; 46,431140168
22;02; 204,296235874
22;02; 204,107391536
22;02; 376,45405442
22;02; 479,372733432
22;02; 273,28231939
22;02; 299,326647533
22;02; 219,288202688
22;02; 315,178117991
22;02; 143,333664194
22;02; 396,025874783
22;02; 232,254981762
22;02; 23,434199626
22;02; 423,077883011
22;02; 19,0
22;02; 48,203252033
22;02; 3,0
22;02; 10,927835052
22;02; 20,117527567
22;02; 3,242424242
22;02; 16,247104247
22;02; 53,065155807
22;02; 42,714285714
22;02; 137,0
22;02; 21,178723404
22;02; 16,15
22;02; 54,506216696
22;02; 13,0
22;02; 9,426540284
22;02; 33,0
22;02; 63,594423321
22;02; 18,345047923
22;02; 3,075949367
22;02; 17,238596491
22;02; 27,0
22;02; 4,454545455
22;02; 24,982935154
22;02; 47,296062992
22;02; 5,552238806
22;02; 178,020553355
22;02; 204,661594036
22;02; 18,037422037
22;02; 336,969530124
22;02; 330,386540759
22;02; 315,281057061
22;02; 255,952484109
22;02; 143,008473267
22;02; 405,495977995
22;02; 188,794766132
22;02; 305,110248961
22;02; 134,321613563
22;02; 238,226497968
22;02; 184,572654355
22;02; 248,312816985
22;02; 172,00935169
22;02; 7,755102041
22;02; 1,0
22;02; 6,948529412
22;02; 11,848101266
22;02; 18,888888889
22;02; 18,608247423
22;02; 6,51
22;02; 21,0
22;02; 3,952095808
22;02; 5,04950495
22;02; 15,948220065
22;02; 24,0
22;02; 0,0
22;02; 8,705882353
22;02; 59,591766724
22;02; 129,669993712
22;02; 188,622066372
22;02; 235,432008117
22;02; 204,171627501
22;02; 375,462411397
22;02; 362,640561948
22;02; 8,858934169
22;02; 32,352941176
22;02; 73,20855615
22;02; 13,0
22;02; 11,798882682
22;02; 1,0
22;02; 10,15037594
22;02; 61,094224924
22;02; 8,0
22;02; 92,613396486
22;02; 17,213389121
22;02; 59,075885329
22;02; 10,74829932
22;02; 23,65480427
22;02; 54,613636364
22;02; 4,047619048
22;02; 26,649350649
22;02; 28,0
22;02; 73,601865512
22;02; 237,405175211
22;02; 59,693723185
22;02; 10,0
22;02; 9,895287958
22;02; 14,080924855
22;02; 11,0
22;02; 7,308823529
22;02; 5,095238095
22;02; 12,046875
22;02; 21,062874251
22;02; 35,646365422
22;02; 132,104653383
22;02; 64,666238768
22;02; 4,481927711
22;02; 7,0
22;02; 0,960784314
22;02; 11,100917431
22;02; 110,160141693
22;02; 52,510116754
22;02; 9,689440994
22;02; 4,0
22;02; 25,437229437
22;02; 116,826022305
22;02; 20,222222222
22;02; 24,0
22;02; 11,542253521
22;02; 20,538461538
22;02; 73,925386508
22;02; 6,0
22;02; 15,357142857
22;02; 27,88185654
22;02; 272,275397334
22;02; 6,051724138
22;02; 14,758333333
22;02; 10,773972603
22;02; 11,0
22;02; 5,026041667
22;02; 185,058136578
22;02; 3,911277353
22;02; 14,919917101
22;02; 59,729087452
22;02; 33,772321429
22;02; 17,367283951
22;02; 29,966666667
