REG;DEP;P13_NSCOL15P_DIPLMIN
82;01; 150,0
82;01; 564,170438303
82;01; 29,872752674
82;01; 247,020112254
82;01; 416,730856555
82;01; 1128,216121468
82;01; 395,342934713
82;01; 316,482690592
82;01; 164,980744544
82;01; 275,0
82;01; 121,998287671
82;01; 58,139941691
82;01; 194,907742998
82;01; 94,848575712
82;01; 34,787456446
82;01; 109,0
82;01; 601,00217036
82;01; 1039,330862345
82;01; 734,973497341
82;01; 180,470878578
82;01; 1133,389733418
82;01; 740,0
82;01; 230,723180077
82;01; 57,312252964
82;01; 1171,0
82;01; 78,413427562
82;01; 360,493512489
82;01; 370,057519945
82;01; 220,232977142
82;01; 404,355711775
82;01; 301,045785203
82;01; 18,0
82;01; 23,0
82;01; 37,241830065
82;01; 535,0
82;01; 64,496124031
82;01; 978,654180631
82;01; 1335,525887825
82;01; 828,726749144
82;01; 970,653310571
82;01; 625,055434661
82;01; 953,46950522
82;01; 933,084085221
82;01; 12,286768199
82;01; 574,015564217
82;01; 592,150939343
82;01; 315,616053783
82;01; 11,705962148
82;01; 164,277953786
82;01; 152,661805809
82;01; 48,867924528
82;01; 304,895297249
82;01; 649,051226596
82;01; 841,897623736
82;01; 238,593516209
82;01; 189,558490566
82;01; 43,999049947
82;01; 24,275862069
82;01; 202,437894719
82;01; 97,364359362
82;01; 107,733333333
82;01; 123,628838451
82;01; 20,81300813
82;01; 70,291482109
82;01; 66,0
82;01; 559,725379772
82;01; 29,622641509
82;01; 421,74985132
82;01; 671,500476275
82;01; 617,926396322
82;01; 495,0
82;01; 237,560283688
82;01; 101,62591687
82;01; 14,152173913
82;01; 83,402995146
82;01; 7,0
82;01; 40,319502075
82;01; 647,312977099
82;01; 328,582064103
82;01; 36,933774834
82;01; 51,93442623
82;01; 111,081081081
82;01; 94,403017241
82;01; 766,449315068
82;01; 116,0
82;01; 876,0
82;01; 298,193940248
82;01; 154,766002099
82;01; 145,427399248
82;01; 48,62
82;01; 41,357142857
82;01; 34,56
82;01; 150,0
82;01; 633,703853338
82;01; 99,429753661
82;01; 68,298913043
82;01; 219,628546099
82;01; 337,686313554
82;01; 200,202617481
82;01; 244,0
82;01; 24,0
82;01; 38,0
82;01; 56,568029003
82;01; 366,492406542
82;01; 1185,000129122
82;01; 464,847797645
82;01; 172,351015801
82;01; 266,588671255
82;01; 743,0
82;01; 69,627272727
82;01; 573,16190122
82;01; 337,473154362
82;01; 175,584974876
82;01; 250,0
82;01; 457,182916039
82;01; 401,952645477
82;01; 575,07838714
82;01; 108,420581655
82;01; 31,0
82;01; 138,07495069
82;01; 99,687657431
82;01; 64,163090129
82;01; 206,197855905
82;01; 216,151472651
82;01; 122,988110964
82;01; 380,603966346
82;01; 222,0
82;01; 279,145897954
82;01; 162,915417559
82;01; 238,112834979
82;01; 169,149051491
82;01; 183,666727515
82;01; 428,0
82;01; 242,235588972
82;01; 100,779057455
82;01; 273,109467918
82;01; 329,0
82;01; 152,23880597
82;01; 1124,106762678
82;01; 381,0
82;01; 130,445623342
82;01; 198,194344853
82;01; 195,091113611
82;01; 54,080267559
82;01; 351,0
82;01; 582,510717469
82;01; 176,135881104
82;01; 195,448212831
82;01; 23,213675214
82;01; 463,121386392
82;01; 438,830349542
82;01; 275,667709116
82;01; 69,239621159
82;01; 115,0
82;01; 81,90403071
82;01; 345,665384615
82;01; 149,553435115
82;01; 256,778235779
82;01; 275,316118048
82;01; 32,0
82;01; 182,167741935
82;01; 187,0
82;01; 316,918622848
82;01; 35,0
82;01; 252,414450077
82;01; 73,0
82;01; 217,391923729
82;01; 133,0
82;01; 35,2734375
82;01; 40,745341615
82;01; 75,285171103
82;01; 121,217625899
82;01; 23,0
82;01; 54,186915888
82;01; 130,868681708
82;01; 304,0
82;01; 67,0
82;01; 153,659158083
82;01; 713,0
82;01; 582,498461539
82;01; 154,211748634
82;01; 221,0
82;01; 141,267252196
82;01; 191,040023895
82;01; 57,231788079
82;01; 415,156128757
82;01; 460,953389831
82;01; 1005,66730226
82;01; 17,0
82;01; 129,0
82;01; 97,519626168
82;01; 212,0
82;01; 61,0
82;01; 96,898883258
82;01; 65,176322418
82;01; 291,244700461
82;01; 68,739130435
82;01; 67,536585366
82;01; 23,0
82;01; 139,385065886
82;01; 93,5
82;01; 1095,0
82;01; 232,598967298
82;01; 94,554216867
82;01; 274,0
82;01; 371,0
82;01; 48,0
82;01; 101,446902655
82;01; 618,707701403
82;01; 309,047916769
82;01; 1094,898335372
82;01; 310,583908337
82;01; 143,032607653
82;01; 225,224100923
82;01; 16,450704225
82;01; 827,610826832
22;02; 130,340720391
22;02; 155,0
22;02; 273,261880688
22;02; 71,076923077
22;02; 91,463104326
22;02; 84,8828125
22;02; 33,584070796
22;02; 78,777408638
22;02; 128,0
22;02; 47,181818182
22;02; 258,307911225
22;02; 21,070422535
22;02; 116,280871671
22;02; 156,967399868
22;02; 19,74025974
22;02; 38,165137615
22;02; 54,067114094
22;02; 587,0
22;02; 128,665803109
22;02; 127,929978118
22;02; 28,317647059
22;02; 103,47826087
22;02; 18,0
22;02; 14,264150943
22;02; 83,461111111
22;02; 60,932642487
22;02; 90,448717949
22;02; 675,321750748
22;02; 84,450402145
22;02; 98,33557047
22;02; 273,0
22;02; 98,410041841
22;02; 32,0
22;02; 18,817307692
22;02; 53,812075115
22;02; 27,310344828
22;02; 303,266842641
22;02; 35,0
22;02; 46,70796326
22;02; 54,0
22;02; 228,269968195
22;02; 126,706350724
22;02; 26,0
22;02; 12,269230769
22;02; 135,0
22;02; 37,709923664
22;02; 23,796610169
22;02; 198,0
22;02; 82,888198758
22;02; 102,456538787
22;02; 38,0
22;02; 66,232824427
22;02; 112,19612069
22;02; 35,0
22;02; 35,0
22;02; 625,364330643
22;02; 229,724226804
22;02; 1020,992318476
22;02; 91,0
22;02; 78,114562731
22;02; 34,489208633
22;02; 102,0
22;02; 1429,429148326
22;02; 202,680314961
22;02; 41,194312796
22;02; 64,791469194
22;02; 23,554603065
22;02; 46,0
22;02; 121,273137698
22;02; 164,623794212
22;02; 46,740331492
22;02; 186,237091726
22;02; 131,359223301
22;02; 41,0
22;02; 26,0
22;02; 110,175742574
22;02; 46,0
22;02; 66,234177215
22;02; 60,498614958
22;02; 136,468099237
22;02; 36,017699115
22;02; 216,100995893
22;02; 54,415384615
22;02; 193,0
22;02; 261,043034339
22;02; 5,0
22;02; 16,042253521
22;02; 361,0
22;02; 49,76744186
22;02; 32,425925926
22;02; 382,166052592
22;02; 94,0
22;02; 2394,31242418
22;02; 49,276595745
22;02; 77,496062992
22;02; 91,330769231
22;02; 47,390041494
22;02; 40,597014925
22;02; 77,473429952
22;02; 59,702959159
22;02; 523,409874608
22;02; 19,18627451
22;02; 58,0
22;02; 283,555284454
22;02; 38,0
22;02; 29,0
22;02; 145,292929293
22;02; 759,288125099
22;02; 158,00245624
22;02; 184,664516129
22;02; 475,395379273
22;02; 65,0
22;02; 65,0
22;02; 26,0
22;02; 44,859504132
22;02; 94,723043626
22;02; 47,756345178
22;02; 86,0
22;02; 12,905660377
22;02; 84,144295302
22;02; 206,0
22;02; 40,722096952
22;02; 203,635019074
22;02; 49,0
22;02; 324,41383812
22;02; 5,0
22;02; 56,765957447
22;02; 454,0
22;02; 38,0
22;02; 135,0
22;02; 290,0
22;02; 507,831082941
22;02; 46,395348837
22;02; 34,0
22;02; 48,010752688
22;02; 112,037383178
22;02; 102,585201794
22;02; 802,905301648
22;02; 59,735042735
22;02; 61,31122449
22;02; 25,0
22;02; 111,967799642
22;02; 24,0
22;02; 18,837606838
22;02; 80,0
22;02; 9,696969697
22;02; 13,582089552
22;02; 29,0
22;02; 25,0
22;02; 73,569844789
22;02; 76,836158192
22;02; 44,508108108
22;02; 81,008474576
22;02; 197,01954634
22;02; 63,194444444
22;02; 93,304964539
22;02; 218,0
22;02; 55,129533679
22;02; 42,017730496
22;02; 818,0
22;02; 92,141065831
22;02; 485,929022615
22;02; 77,091954023
22;02; 187,36018412
22;02; 1134,322303764
22;02; 707,790699943
22;02; 46,420580162
22;02; 440,374179926
22;02; 726,77456512
22;02; 463,127588149
22;02; 629,185434162
22;02; 36,409090909
22;02; 28,3203125
22;02; 19,0
22;02; 69,0
22;02; 1546,753588309
22;02; 1506,751888742
22;02; 806,601909908
22;02; 190,693251534
22;02; 36,0
22;02; 38,048780488
22;02; 24,087591241
22;02; 28,785046729
22;02; 78,463917526
22;02; 165,87037037
22;02; 49,065420561
22;02; 40,0
22;02; 49,0
22;02; 151,39840762
22;02; 83,992592593
22;02; 419,326767091
22;02; 333,317748092
22;02; 57,534246575
22;02; 119,189839572
22;02; 166,714041096
22;02; 124,069657534
22;02; 89,157894737
22;02; 21,0
22;02; 82,869955157
22;02; 150,477124183
22;02; 81,536656891
22;02; 121,769809149
22;02; 71,0
22;02; 169,585023401
22;02; 45,0
22;02; 174,607267979
22;02; 427,0
22;02; 25,411764706
22;02; 37,094420601
22;02; 26,320987654
22;02; 38,813397129
22;02; 61,738515901
22;02; 224,009703724
22;02; 82,194070081
22;02; 83,675675676
22;02; 208,818565401
22;02; 105,332278481
22;02; 18,0
22;02; 228,0
22;02; 75,289719626
22;02; 342,0
22;02; 162,0
22;02; 42,550771107
22;02; 105,0
22;02; 42,58490566
22;02; 9,411764706
22;02; 46,844884488
22;02; 97,0
22;02; 25,866666667
22;02; 518,939393939
22;02; 31,029850746
22;02; 101,824725284
22;02; 13,363636364
22;02; 37,795802167
22;02; 210,833883388
22;02; 181,511152089
22;02; 37,709923664
22;02; 21,175
22;02; 27,75
22;02; 81,433628319
22;02; 574,0
22;02; 469,213103526
22;02; 292,640504254
22;02; 61,887550201
22;02; 33,046982236
22;02; 164,448598131
22;02; 935,317428064
22;02; 15,38028169
22;02; 405,677635248
22;02; 145,0
22;02; 46,0
22;02; 23,783405012
22;02; 16,213333333
22;02; 13,24137931
22;02; 20,876923077
22;02; 82,0
22;02; 20,0
22;02; 37,765517241
22;02; 45,637681159
22;02; 97,0
22;02; 130,0
22;02; 83,0
22;02; 175,0
22;02; 100,159793814
22;02; 53,165919283
22;02; 34,298245614
22;02; 272,914180796
22;02; 46,929292929
22;02; 17,963636364
22;02; 72,749140893
22;02; 127,0
22;02; 54,346153846
22;02; 44,0
22;02; 41,72
22;02; 17,972972973
22;02; 66,098130841
22;02; 62,11682243
22;02; 132,342342342
22;02; 43,272727273
22;02; 88,733532934
22;02; 6,833333333
22;02; 136,071047957
22;02; 85,09375
22;02; 54,791666667
22;02; 88,148325359
22;02; 91,0
22;02; 38,133333333
22;02; 331,030228438
22;02; 258,284530387
22;02; 107,811965812
22;02; 104,52039062
22;02; 702,392433444
22;02; 113,634204276
22;02; 331,596505163
22;02; 176,905660377
22;02; 60,867579909
22;02; 353,191048035
22;02; 308,352009391
22;02; 23,327102804
22;02; 601,405390152
22;02; 154,532871972
22;02; 63,094462541
22;02; 72,0
22;02; 112,488822653
22;02; 935,063697918
22;02; 1103,994914519
22;02; 177,787610619
22;02; 735,172533595
22;02; 181,93625498
22;02; 147,596875
22;02; 78,713768116
22;02; 21,0
22;02; 369,379613357
22;02; 152,962025316
22;02; 464,485957853
22;02; 37,861313869
22;02; 66,308411215
22;02; 503,93907563
22;02; 165,308641975
22;02; 52,0
22;02; 235,509178389
22;02; 109,201570681
22;02; 29,0
22;02; 66,0
22;02; 56,479820628
22;02; 126,965656566
22;02; 53,0
22;02; 139,0
22;02; 102,222760291
22;02; 94,0
22;02; 46,726130141
22;02; 75,850746269
22;02; 46,58974359
22;02; 1074,561385806
22;02; 46,130653266
22;02; 204,188118812
22;02; 55,081730769
22;02; 75,236641221
22;02; 186,0
22;02; 581,341657208
22;02; 603,379377848
22;02; 453,616471182
22;02; 99,0
22;02; 33,422222222
22;02; 16,116883117
22;02; 9,215686275
22;02; 4,787234043
22;02; 215,406754772
22;02; 144,0
22;02; 42,046511628
22;02; 20,222222222
22;02; 49,263157895
22;02; 31,0
22;02; 193,000242689
22;02; 80,786885246
22;02; 28,311111111
22;02; 183,266936299
22;02; 46,038135593
22;02; 13,173333333
22;02; 103,825136612
22;02; 243,692307692
22;02; 623,0
22;02; 2078,56765606
22;02; 57,886792453
22;02; 157,534606205
22;02; 33,733031674
22;02; 77,974025974
22;02; 55,763888889
22;02; 146,0
22;02; 90,36437247
22;02; 176,368141593
22;02; 523,0
22;02; 106,0
22;02; 69,0
22;02; 268,197849462
22;02; 40,272189349
22;02; 48,0
22;02; 34,769736842
22;02; 54,639013153
22;02; 72,264140072
22;02; 7,757575758
22;02; 1294,799222047
22;02; 1123,770307955
22;02; 617,884515723
22;02; 523,619743102
22;02; 329,0
22;02; 344,0
22;02; 8,0
22;02; 52,903225806
22;02; 75,743801653
22;02; 211,0
22;02; 64,520179372
22;02; 158,858044164
22;02; 60,0
22;02; 71,963800905
22;02; 79,013071895
22;02; 30,0
22;02; 26,168831169
22;02; 17,0
22;02; 329,298616762
22;02; 67,468531469
22;02; 132,022058824
22;02; 37,746666667
22;02; 59,421568627
22;02; 11,75
22;02; 95,0
22;02; 69,720670391
22;02; 161,438162544
22;02; 28,015503876
22;02; 25,551724138
22;02; 999,38621354
22;02; 557,73268515
22;02; 435,515421715
22;02; 1368,608572646
22;02; 445,014608291
22;02; 315,403678138
22;02; 591,848172547
22;02; 615,074286191
22;02; 589,507935492
22;02; 30,951233273
22;02; 1179,11836057
22;02; 564,339146546
22;02; 99,332214765
22;02; 55,411255411
22;02; 45,355140187
22;02; 20,0
22;02; 51,388235294
22;02; 62,293838863
22;02; 44,377358491
22;02; 162,633707865
22;02; 50,553191489
22;02; 63,908653846
22;02; 107,220761798
22;02; 181,0
22;02; 20,493975904
22;02; 292,0
22;02; 104,0
22;02; 33,0
22;02; 53,904468033
22;02; 137,602409639
22;02; 39,517134562
22;02; 24,0
22;02; 23,0
22;02; 488,438411016
22;02; 116,275534442
22;02; 58,630434783
22;02; 82,123348018
22;02; 66,747169811
22;02; 20,8
22;02; 52,669090909
22;02; 124,001806669
22;02; 48,0
22;02; 51,0
22;02; 40,0
22;02; 39,166666667
22;02; 47,0
22;02; 105,358361775
22;02; 22,343937246
22;02; 41,860927152
22;02; 33,120689655
22;02; 13,342105263
22;02; 97,900262467
22;02; 33,0
22;02; 43,0
22;02; 117,143159876
22;02; 97,46746988
22;02; 67,28042328
22;02; 112,396226415
22;02; 97,553191489
22;02; 74,249580484
22;02; 42,0
22;02; 76,856266875
22;02; 85,197058824
22;02; 60,582375479
22;02; 30,419753086
22;02; 93,0
22;02; 97,964435146
22;02; 49,242424242
22;02; 21,2
22;02; 868,591011661
22;02; 168,0
22;02; 131,0
22;02; 28,0
22;02; 102,950704225
22;02; 52,0
22;02; 97,0
22;02; 89,868292683
22;02; 241,0
22;02; 253,469904963
22;02; 37,0
22;02; 24,143047988
22;02; 94,059405941
22;02; 84,246119734
22;02; 12,0
22;02; 146,85
22;02; 142,728136882
22;02; 19,513513514
22;02; 29,0
22;02; 160,391975309
22;02; 51,953947368
22;02; 47,0
22;02; 20,305343511
22;02; 89,619631902
22;02; 114,290526316
22;02; 67,0
22;02; 42,43902439
22;02; 278,655344707
22;02; 26,201834862
22;02; 279,534941764
22;02; 200,532330462
22;02; 5,106382979
22;02; 284,701796407
22;02; 15,737704918
22;02; 620,818845388
22;02; 337,0
22;02; 523,185140803
22;02; 65,979899497
22;02; 55,450980392
22;02; 10,294117647
22;02; 40,0
22;02; 21,981012658
22;02; 37,755102041
22;02; 97,578947368
22;02; 75,0
22;02; 53,0
22;02; 173,0
22;02; 25,596774194
22;02; 28,0
22;02; 105,0
22;02; 76,0
22;02; 56,774193548
22;02; 179,0
22;02; 348,232258065
22;02; 27,644971544
22;02; 17,64556962
22;02; 178,274566474
22;02; 155,830564784
22;02; 32,333333333
22;02; 106,0
22;02; 76,0
22;02; 71,290640394
22;02; 30,871794872
22;02; 39,682539683
22;02; 296,0
22;02; 31,0
22;02; 15,0
22;02; 36,0
22;02; 30,0
22;02; 33,0
22;02; 19,306451613
22;02; 252,836134454
22;02; 302,165309446
22;02; 84,514285714
22;02; 19,0
22;02; 744,1672433
22;02; 167,728476821
22;02; 52,991368405
22;02; 39,0
22;02; 18,0
22;02; 140,053030303
22;02; 196,975348418
22;02; 36,882352941
22;02; 17,716535433
22;02; 46,0
22;02; 88,65234375
22;02; 261,032770606
22;02; 663,802186669
22;02; 27,97752809
22;02; 33,0
22;02; 1157,648534691
22;02; 170,826168224
22;02; 90,354273934
22;02; 22,290123457
22;02; 36,682403433
22;02; 40,0
22;02; 129,775551102
22;02; 83,017793594
22;02; 345,057591259
22;02; 106,974683544
22;02; 34,054054054
22;02; 126,0
22;02; 45,459016393
22;02; 162,0
22;02; 81,0
22;02; 13,6
22;02; 602,877114961
22;02; 631,156565183
22;02; 76,0
22;02; 23,294871795
22;02; 16,930232558
22;02; 33,0
22;02; 288,684352914
22;02; 66,673469388
22;02; 19,411764706
22;02; 18,0
22;02; 20,211382114
22;02; 60,268
22;02; 41,710344828
22;02; 83,560344828
22;02; 17,986666667
22;02; 54,448598119
22;02; 61,340782123
22;02; 33,0
22;02; 53,748717949
22;02; 249,216395976
22;02; 34,653846154
22;02; 30,96969697
22;02; 215,538172716
22;02; 22,0
22;02; 144,217717718
22;02; 107,408759124
22;02; 111,0
22;02; 30,704545455
22;02; 572,376295359
22;02; 25,277777778
22;02; 42,242424242
22;02; 20,27027027
22;02; 18,0
22;02; 161,195505618
22;02; 7,0
22;02; 157,0
22;02; 41,635658915
22;02; 110,766062603
22;02; 65,655172414
22;02; 40,375
22;02; 60,361256545
22;02; 144,415358905
22;02; 224,411764706
22;02; 172,733696674
22;02; 113,918699187
22;02; 79,385786802
22;02; 5,416666667
22;02; 44,0
22;02; 139,618920173
22;02; 58,0
22;02; 93,869300912
22;02; 25,56302521
22;02; 36,166666667
22;02; 70,52027027
22;02; 115,0
22;02; 15,737704918
22;02; 17,723076923
22;02; 24,0
22;02; 37,550295858
22;02; 68,0
22;02; 86,0
22;02; 80,621848739
22;02; 93,271155128
22;02; 62,0
22;02; 55,582089552
22;02; 70,215469613
22;02; 216,0
22;02; 89,0
22;02; 80,06690098
22;02; 16,0
22;02; 27,253333333
22;02; 613,376333164
22;02; 59,0
22;02; 121,427109974
22;02; 22,0
22;02; 29,464285714
22;02; 148,762886598
22;02; 36,818181818
22;02; 31,438596491
22;02; 66,779487179
22;02; 92,202643172
22;02; 55,266375546
22;02; 126,038461538
22;02; 18,536585366
22;02; 59,603960396
22;02; 84,723127036
22;02; 85,680193364
22;02; 21,247863248
22;02; 63,812903226
22;02; 384,579823702
22;02; 51,641025641
22;02; 389,502420136
22;02; 31,0
22;02; 57,0
22;02; 85,559602649
22;02; 77,870967742
22;02; 107,75
22;02; 18,0
22;02; 33,0
22;02; 518,290059652
22;02; 79,598360656
22;02; 21,0
22;02; 37,450331126
22;02; 806,866060162
22;02; 102,754573649
22;02; 35,654205607
22;02; 54,0
22;02; 1310,278803224
22;02; 28,0
22;02; 103,26142132
22;02; 83,0
22;02; 14,0
22;02; 15,0
22;02; 26,0
22;02; 485,301507177
22;02; 466,149134506
22;02; 406,233776744
22;02; 592,455451945
22;02; 589,635204492
22;02; 502,651336901
22;02; 492,629989269
22;02; 626,292255188
22;02; 619,655827476
22;02; 590,88131048
22;02; 663,005772418
22;02; 352,148683974
22;02; 734,309390711
22;02; 130,462737589
22;02; 723,004779273
22;02; 718,327111236
22;02; 1140,060034875
22;02; 1329,739755915
22;02; 903,477055715
22;02; 797,779244084
22;02; 804,304897511
22;02; 964,081410061
22;02; 437,863794023
22;02; 1020,027067549
22;02; 815,585444538
22;02; 97,936366611
22;02; 1208,142744035
22;02; 57,866666667
22;02; 174,731707317
22;02; 16,451612903
22;02; 23,294117647
22;02; 90,978850834
22;02; 21,848484848
22;02; 69,87456446
22;02; 194,617563739
22;02; 159,127906977
22;02; 387,286904098
22;02; 74,144680851
22;02; 59,336363636
22;02; 125,761989343
22;02; 46,713414634
22;02; 51,184834123
22;02; 147,081481481
22;02; 207,325611326
22;02; 49,78778135
22;02; 35,443037975
22;02; 72,0
22;02; 87,0
22;02; 21,0
22;02; 80,416382253
22;02; 165,133779264
22;02; 31,992366412
22;02; 631,998883505
22;02; 701,0
22;02; 109,0
22;02; 852,235583316
22;02; 727,511749758
22;02; 686,197873231
22;02; 704,820861034
22;02; 544,099290348
22;02; 926,605046159
22;02; 617,20186124
22;02; 932,421191166
22;02; 652,163238402
22;02; 549,777020332
22;02; 668,270510403
22;02; 623,903659719
22;02; 599,215782797
22;02; 28,408163265
22;02; 12,196721311
22;02; 28,177304965
22;02; 40,161290323
22;02; 80,162393162
22;02; 82,0
22;02; 19,4
22;02; 92,03125
22;02; 38,0
22;02; 21,0
22;02; 64,0
22;02; 89,958015267
22;02; 1,857142857
22;02; 34,552941176
22;02; 233,156089194
22;02; 436,685486039
22;02; 493,854972453
22;02; 715,209741487
22;02; 715,94559124
22;02; 959,068650458
22;02; 1134,600626896
22;02; 56,0
22;02; 71,407894737
22;02; 215,668449198
22;02; 51,0
22;02; 56,0
22;02; 20,952380952
22;02; 36,3671875
22;02; 204,042553191
22;02; 25,280898876
22;02; 307,697484329
22;02; 55,230125523
22;02; 161,666121113
22;02; 39,866197183
22;02; 72,820512821
22;02; 151,0
22;02; 40,238095238
22;02; 119,228200371
22;02; 159,282467532
22;02; 221,0
22;02; 737,58735052
22;02; 182,228327629
22;02; 55,0125
22;02; 32,460732984
22;02; 44,50867052
22;02; 43,786407767
22;02; 28,823529412
22;02; 28,711462451
22;02; 58,11328125
22;02; 77,463855422
22;02; 116,377210216
22;02; 392,725954741
22;02; 208,0
22;02; 25,0
22;02; 39,0
22;02; 16,785714286
22;02; 40,0
22;02; 279,087161557
22;02; 167,0
22;02; 51,354037267
22;02; 18,0
22;02; 100,0
22;02; 410,083271375
22;02; 85,294117647
22;02; 77,277777778
22;02; 33,697183099
22;02; 59,615384615
22;02; 282,0
22;02; 30,714285714
22;02; 68,0
22;02; 114,757383966
22;02; 885,0
22;02; 53,228448276
22;02; 47,341666667
22;02; 43,0
22;02; 33,0
22;02; 27,28125
22;02; 560,358011721
22;02; 23,235887272
22;02; 51,873130951
