REG;DEP;P13_NSCOL15P_DIPLMIN
91;11; 387,491367226
91;11; 292,11113445
91;11; 97,0
91;11; 52,0
91;11; 361,0
91;11; 21,711864407
91;11; 8,0
91;11; 367,0
91;11; 303,094234769
91;11; 67,292924445
91;11; 52,0
91;11; 27,0
91;11; 36,915254237
91;11; 8,837396052
91;11; 19,0
91;11; 207,291969904
91;11; 1175,035324506
91;11; 80,637681159
91;11; 35,569060773
91;11; 78,0
91;11; 80,0
91;11; 54,0
91;11; 57,38016424
91;11; 32,585320264
91;11; 12,0
91;11; 63,28358209
91;11; 35,0
91;11; 10,2
91;11; 76,548611111
91;11; 4,444444444
91;11; 208,58908775
91;11; 105,603399433
91;11; 20,96875
91;11; 37,718446602
91;11; 427,0
91;11; 524,208473018
91;11; 418,995760129
91;11; 557,784372852
91;11; 536,44460225
91;11; 507,782146119
91;11; 400,028891232
91;11; 375,085475829
91;11; 942,293630949
91;11; 898,595567895
91;11; 565,314927022
91;11; 503,642753299
91;11; 667,397166778
91;11; 751,634395645
91;11; 383,861726916
91;11; 36,89517043
91;11; 640,501061768
91;11; 555,143291696
91;11; 147,917392356
91;11; 827,26945415
91;11; 945,431817351
91;11; 621,144604807
91;11; 834,934441334
91;11; 80,504731861
91;11; 68,509009009
91;11; 51,509433962
91;11; 13,0
91;11; 55,723320158
91;11; 28,733944954
91;11; 877,022894025
91;11; 888,423415013
91;11; 422,497225646
91;11; 689,640360569
91;11; 475,267218988
91;11; 176,14893617
91;11; 48,505050505
91;11; 40,423280423
91;11; 43,0
91;11; 434,647810465
91;11; 4,0
91;11; 12,170212766
91;11; 183,0
91;11; 207,28285078
91;11; 193,180192572
91;11; 17,209876543
91;11; 352,639225182
91;11; 94,343832021
91;11; 181,0
91;11; 473,0
91;11; 31,777777778
91;11; 20,225806452
91;11; 2,076923077
91;11; 85,945017182
91;11; 12,651162791
91;11; 18,276923077
91;11; 184,376487064
91;11; 673,093461039
91;11; 13,028571429
91;11; 23,592592593
91;11; 144,982229402
91;11; 434,398957802
91;11; 18,155555556
91;11; 181,252252252
91;11; 555,442925535
91;11; 934,881591252
91;11; 10,0
91;11; 9,0
91;11; 17,0
91;11; 33,0
91;11; 144,735201162
91;11; 24,0
91;11; 31,0
91;11; 11,351351351
91;11; 264,014340526
91;11; 784,751414053
91;11; 534,118113627
91;11; 41,356521739
91;11; 8,19047619
91;11; 88,613240418
91;11; 128,095238095
91;11; 24,0
91;11; 230,946175637
91;11; 42,0
91;11; 160,05672336
91;11; 43,0
91;11; 129,0
91;11; 32,337662338
91;11; 61,0
91;11; 790,329246624
91;11; 63,878787879
91;11; 92,549717536
91;11; 306,897744968
91;11; 4,111111111
91;11; 7,0
91;11; 2,0
91;11; 201,160934966
91;11; 25,486725664
91;11; 107,739205527
91;11; 22,0
91;11; 366,0
91;11; 22,242184109
91;11; 39,425322941
91;11; 22,506146171
91;11; 242,368174531
91;11; 1156,349053966
91;11; 99,743781095
91;11; 1,6
91;11; 162,548076923
91;11; 22,126582278
91;11; 84,767248274
91;11; 100,485436893
91;11; 33,534246575
91;11; 45,267281106
91;11; 21,375
91;11; 19,272806988
91;11; 23,783783784
91;11; 64,0
91;11; 77,465753425
91;11; 38,620689655
91;11; 6,517241379
91;11; 36,733333333
91;11; 16,725806452
91;11; 19,32
91;11; 347,689099534
91;11; 113,397476341
91;11; 15,267857143
91;11; 34,633663366
91;11; 37,661768854
91;11; 25,2
91;11; 1213,322283422
91;11; 10,731707317
91;11; 202,0
91;11; 29,583333333
91;11; 11,320754717
91;11; 114,297352342
91;11; 18,631578947
91;11; 7,2
91;11; 264,682665416
91;11; 27,106382979
91;11; 27,0
91;11; 94,516908213
91;11; 52,053571429
91;11; 59,906051627
91;11; 19,873563218
91;11; 145,0
91;11; 7,454545455
91;11; 12,244897959
91;11; 444,0
91;11; 24,0
91;11; 354,408440043
91;11; 64,316993243
91;11; 220,712180976
91;11; 69,970954357
91;11; 32,0
91;11; 70,0
91;11; 39,906976744
91;11; 187,85077535
91;11; 350,0
91;11; 287,0
91;11; 31,756097561
91;11; 153,960106383
91;11; 1295,371685547
91;11; 59,237741561
91;11; 1167,577322651
91;11; 886,662609228
91;11; 808,571524269
91;11; 134,340358754
91;11; 881,104457279
91;11; 9,0
91;11; 28,76635514
91;11; 699,407537879
91;11; 789,560625791
91;11; 1088,673034579
91;11; 902,213597783
91;11; 60,0
91;11; 23,696202532
91;11; 48,398104265
91;11; 344,307575691
91;11; 145,196969697
91;11; 123,569090909
91;11; 15,0
91;11; 106,0
91;11; 206,141291108
91;11; 102,205655527
91;11; 269,0
91;11; 10,0
91;11; 8,0
91;11; 202,974377605
91;11; 77,711111111
91;11; 45,182795699
91;11; 2,0
91;11; 12,0
91;11; 206,62111676
91;11; 17,52
91;11; 9,272727273
91;11; 66,0
91;11; 14,0
91;11; 12,0
91;11; 23,810526316
91;11; 5,842105263
91;11; 149,052631579
91;11; 30,0
91;11; 31,0
91;11; 68,523206751
91;11; 21,0
91;11; 21,807692308
91;11; 173,0
91;11; 56,791530945
91;11; 36,0
91;11; 90,446529081
91;11; 22,352112676
91;11; 20,0
91;11; 19,0
91;11; 10,0
91;11; 12,653333333
91;11; 21,466666667
91;11; 5,857142857
91;11; 158,306796117
91;11; 74,228395062
91;11; 272,0
91;11; 578,967998269
91;11; 341,495201342
91;11; 129,0
91;11; 49,411764706
91;11; 362,0
91;11; 212,929911155
91;11; 28,694214876
91;11; 208,649851632
91;11; 718,737980668
91;11; 585,978988062
91;11; 561,599830604
91;11; 431,273106382
91;11; 672,639267888
91;11; 542,853151903
91;11; 277,759946337
91;11; 747,637721215
91;11; 118,822102896
91;11; 550,503566427
91;11; 483,686078905
91;11; 696,195519326
91;11; 834,707595446
91;11; 487,515309788
91;11; 530,136479159
91;11; 457,740332263
91;11; 444,871115601
91;11; 632,690869281
91;11; 492,628586051
91;11; 839,200170965
91;11; 727,327040069
91;11; 979,293958374
91;11; 1073,857839265
91;11; 87,110704744
91;11; 276,647526378
91;11; 11,4
91;11; 571,811708803
91;11; 1353,612667543
91;11; 318,413217011
91;11; 19,578947368
91;11; 614,0
91;11; 55,0
91;11; 10,0
91;11; 380,95909732
91;11; 158,886731392
91;11; 103,228915663
91;11; 41,219251337
91;11; 132,966542751
91;11; 3,576923077
91;11; 20,2
91;11; 781,326601378
91;11; 358,0
91;11; 333,528539344
91;11; 11,720930233
91;11; 14,575342466
91;11; 88,457085828
91;11; 236,144299024
91;11; 400,262423115
91;11; 14,482758621
91;11; 350,0
91;11; 305,0
91;11; 31,709090909
91;11; 21,21751611
91;11; 27,884008013
91;11; 218,367346939
91;11; 10,810344828
91;11; 335,124160478
91;11; 150,080321285
91;11; 48,317880795
91;11; 52,519337017
91;11; 134,529508197
91;11; 32,831168831
91;11; 424,459943183
91;11; 88,664150943
91;11; 175,0
91;11; 1261,325450066
91;11; 27,402985075
91;11; 12,0
91;11; 68,40167364
91;11; 82,875
91;11; 17,774193548
91;11; 83,009486107
91;11; 117,063340147
91;11; 31,58490566
91;11; 63,24
91;11; 27,0
91;11; 800,272011341
91;11; 82,16
91;11; 37,507936508
91;11; 33,0
91;11; 18,724637681
91;11; 122,808324897
91;11; 32,813953488
91;11; 230,825581395
91;11; 62,587677725
91;11; 137,0
91;11; 103,481308411
91;11; 33,465250879
91;11; 101,796878132
91;11; 69,552
91;11; 60,281830299
91;11; 92,962962963
91;11; 18,703125
91;11; 312,601125251
91;11; 25,0
91;11; 33,294642857
91;11; 19,215686275
91;11; 187,49295885
91;11; 116,71393643
91;11; 13,0
91;11; 127,0
91;11; 122,699808795
91;11; 52,0
91;11; 63,614457831
91;11; 22,063291139
91;11; 242,151568842
91;11; 87,28125
91;11; 22,0
91;11; 30,490566038
91;11; 17,662337662
91;11; 8,113636364
91;11; 240,307692308
91;11; 13,0
91;11; 385,382597066
91;11; 6,25
91;11; 74,0
91;11; 260,05952381
91;11; 53,596491228
91;11; 10,628571429
91;11; 68,626609442
91;11; 463,299523902
91;11; 175,905882353
91;11; 31,984615385
91;11; 50,284090909
91;11; 49,87755102
91;11; 8,0
91;11; 146,919720768
91;11; 284,168137783
91;11; 28,0
91;11; 678,461874329
91;11; 712,404955365
91;11; 162,341984733
91;11; 128,0
91;11; 23,701298701
91;11; 1,894736842
91;11; 7,777777778
91;11; 21,482352941
91;11; 18,615384615
91;11; 89,0
91;11; 877,923676248
91;11; 764,446151833
91;11; 52,981379887
91;11; 13,170619311
91;11; 88,0
91;11; 59,0
91;11; 22,0
91;11; 78,571428571
91;11; 197,87231293
91;11; 15,333333333
91;11; 7,552631579
91;11; 7,538461538
91;11; 163,0
91;11; 5,0
91;11; 83,184115523
91;11; 145,309168443
91;11; 30,0
91;11; 4,125
91;11; 172,0
91;11; 1035,332305065
91;11; 653,334334867
91;11; 43,0
91;11; 18,0
91;11; 20,392156863
91;11; 259,0
91;11; 10,2
91;11; 164,376996805
91;11; 137,56621881
91;11; 7,2
91;11; 59,781021898
91;11; 95,848214286
91;11; 22,77
91;11; 268,0
91;11; 45,512987013
91;11; 27,0
91;11; 114,449912292
91;11; 7,0
91;11; 34,0
91;11; 59,567307692
91;11; 29,0
91;11; 290,435139573
91;11; 7,737704918
91;11; 28,100080722
91;11; 164,0
91;11; 83,260997067
91;11; 32,0
91;11; 17,361702128
91;11; 364,0
91;11; 248,0
91;11; 72,360759494
91;11; 56,560282974
91;11; 825,852067772
91;11; 247,0
91;11; 88,282258065
91;11; 50,0
91;11; 249,157513178
91;11; 277,354229291
91;11; 43,0
91;11; 111,0
91;11; 167,552775095
91;11; 99,072066495
91;11; 98,087431694
91;11; 13,243243243
91;11; 493,682074408
73;12; 181,632352941
73;12; 213,516055046
73;12; 90,83090379
73;12; 147,914937759
73;12; 27,701492537
73;12; 134,733893557
73;12; 52,587610524
73;12; 124,462311558
73;12; 19,0
73;12; 28,536
73;12; 264,0
73;12; 239,768138912
73;12; 1259,347546582
73;12; 65,807453416
73;12; 90,0
73;12; 267,796213121
73;12; 68,0
73;12; 22,597402597
73;12; 27,695652174
73;12; 85,721682848
73;12; 269,345012432
73;12; 28,528301887
73;12; 37,0
73;12; 54,1875
73;12; 285,792330735
73;12; 248,952482136
73;12; 65,517928287
73;12; 153,887189293
73;12; 56,138640506
73;12; 103,446808511
73;12; 71,498392283
73;12; 141,590909091
73;12; 651,915261117
73;12; 73,831775701
73;12; 55,0
73;12; 237,0
73;12; 213,282734665
73;12; 49,35483871
73;12; 132,0
73;12; 55,0
73;12; 85,0
73;12; 45,350877193
73;12; 428,444935813
73;12; 272,712008759
73;12; 100,716145833
73;12; 176,667844523
73;12; 154,340225627
73;12; 157,0
73;12; 126,428193619
73;12; 111,090487239
73;12; 152,629969419
73;12; 1412,583123264
73;12; 59,2
73;12; 96,0
73;12; 45,459183673
73;12; 729,532276264
73;12; 240,835359116
73;12; 42,890756303
73;12; 152,861717005
73;12; 48,240310078
73;12; 150,972076789
73;12; 90,467836257
73;12; 208,602425086
73;12; 98,845002144
73;12; 181,380497404
73;12; 332,951900554
73;12; 23,0
73;12; 316,699906066
73;12; 79,073529412
73;12; 82,424015009
73;12; 112,247191011
73;12; 39,190283401
73;12; 116,372601755
73;12; 102,67218543
73;12; 34,944444444
73;12; 82,0
73;12; 91,91
73;12; 57,0
73;12; 142,0
73;12; 171,037406484
73;12; 74,247148289
73;12; 36,0
73;12; 561,259341972
73;12; 365,553900911
73;12; 99,0
73;12; 83,547169811
73;12; 133,773495541
73;12; 91,892376682
73;12; 660,226154223
73;12; 647,45738936
73;12; 776,861624352
73;12; 363,046557702
73;12; 117,728735632
73;12; 183,700934579
73;12; 46,10127518
73;12; 489,770693911
73;12; 68,931506849
73;12; 1320,867378604
73;12; 85,0
73;12; 215,165497691
73;12; 91,647509579
73;12; 759,0
73;12; 231,0
73;12; 477,205533597
73;12; 141,177889761
73;12; 97,0
73;12; 335,757745992
73;12; 124,248
73;12; 80,301639344
73;12; 108,212464589
73;12; 30,0
73;12; 148,056994819
73;12; 99,411764706
73;12; 85,623188406
73;12; 202,214727036
73;12; 126,864141388
73;12; 78,233009709
73;12; 88,421052632
73;12; 80,815789474
73;12; 161,178947368
73;12; 402,692091427
73;12; 560,730414762
73;12; 194,0
73;12; 21,0
73;12; 169,816262724
73;12; 117,929530201
73;12; 100,610261562
73;12; 69,0
73;12; 257,607954545
73;12; 92,516666667
73;12; 133,377870564
73;12; 358,473166043
73;12; 219,659032587
73;12; 1110,60477973
73;12; 104,562268464
73;12; 167,15510231
73;12; 190,0
73;12; 106,465116279
73;12; 521,583531223
73;12; 46,226827494
73;12; 271,0
73;12; 66,561702128
73;12; 143,112396694
73;12; 21,64516129
73;12; 57,0
73;12; 704,0656589
73;12; 1002,270589127
73;12; 797,270685175
73;12; 668,584143636
73;12; 85,70861491
73;12; 459,706464413
73;12; 694,253351573
73;12; 834,50873486
73;12; 626,863185636
73;12; 264,595210346
73;12; 393,043580006
73;12; 48,0
73;12; 401,021772452
73;12; 64,0
73;12; 139,187510928
73;12; 86,333333333
73;12; 36,412698413
73;12; 96,0
73;12; 137,349056604
73;12; 78,036585366
73;12; 195,577617329
73;12; 269,73540856
73;12; 48,977646774
73;12; 155,0
73;12; 80,397394137
73;12; 118,123364486
73;12; 211,0
73;12; 54,586956522
73;12; 273,376942493
73;12; 65,426086957
73;12; 60,440366972
73;12; 198,0
73;12; 338,50237922
73;12; 639,130139643
73;12; 86,756302521
73;12; 101,0
73;12; 223,2791587
73;12; 56,325443787
73;12; 590,0
73;12; 46,168831169
73;12; 714,512436195
73;12; 607,553676523
73;12; 394,046912078
73;12; 477,980405442
73;12; 560,460459198
73;12; 22,818554475
73;12; 63,372781065
73;12; 62,810880829
73;12; 39,941176471
73;12; 23,486486486
73;12; 56,495575221
73;12; 73,0
73;12; 66,349514563
73;12; 54,08
73;12; 455,915924065
73;12; 62,0
73;12; 193,0
73;12; 66,518272425
73;12; 108,0
73;12; 80,264900662
73;12; 87,25
73;12; 52,563829787
73;12; 82,609271523
73;12; 163,0
73;12; 60,656934307
73;12; 88,192882848
73;12; 537,067353329
73;12; 625,690664429
73;12; 376,947230069
73;12; 194,0
73;12; 212,0
73;12; 535,090012072
73;12; 373,312337834
73;12; 425,201423749
73;12; 923,411105398
73;12; 302,984915645
73;12; 402,362170614
73;12; 289,67534304
73;12; 370,243484274
73;12; 445,41698615
73;12; 658,137402526
73;12; 378,797504145
73;12; 17,963048523
73;12; 165,196774194
73;12; 40,648648649
73;12; 139,180645161
73;12; 134,924385633
73;12; 125,0
73;12; 665,0
73;12; 651,0
73;12; 848,0
73;12; 342,0
73;12; 114,0
73;12; 38,299212598
73;12; 23,559633028
73;12; 130,705244123
73;12; 197,0
73;12; 246,936993699
73;12; 461,538052294
73;12; 159,0
73;12; 227,280685301
73;12; 106,0
73;12; 82,246153846
73;12; 150,724637681
73;12; 56,0
73;12; 432,768996753
73;12; 638,94357316
73;12; 326,91677675
73;12; 187,0
73;12; 60,0
73;12; 114,243421053
73;12; 41,40077821
73;12; 161,322017366
73;12; 218,313537257
73;12; 46,0
73;12; 84,0
73;12; 115,75432526
73;12; 73,0
73;12; 44,0
73;12; 210,934086429
73;12; 94,602805289
73;12; 65,099656357
73;12; 120,703431373
73;12; 226,0
73;12; 87,0
73;12; 221,717121588
73;12; 236,907598636
73;12; 148,909090909
73;12; 180,053475936
73;12; 124,369047619
73;12; 114,0
73;12; 78,339130435
73;12; 95,914893617
73;12; 73,92513369
73;12; 109,909016863
73;12; 377,580524345
73;12; 428,248099579
73;12; 203,528795812
73;12; 104,997326203
73;12; 176,0
73;12; 407,0
73;12; 205,880184332
73;12; 50,231292517
73;12; 41,0
73;12; 280,97509796
73;12; 154,0
73;12; 626,515267582
73;12; 125,506989483
73;12; 174,0
73;12; 241,951788491
73;12; 198,0
73;12; 43,06779661
73;12; 694,894360756
73;12; 104,986085158
73;12; 99,350393701
73;12; 65,845622779
73;12; 29,714285714
73;12; 20,0
73;12; 121,327823691
73;12; 198,719912473
73;12; 50,0
73;12; 59,0
73;12; 210,468384075
73;12; 168,0
73;12; 102,588235294
73;12; 124,491089109
73;12; 92,315203113
73;12; 107,792592593
73;12; 246,107081174
73;12; 198,561583578
73;12; 215,665777013
73;12; 63,177570093
73;12; 138,0
73;12; 129,715717507
73;12; 119,424806389
73;12; 32,71641791
73;12; 218,0
73;12; 33,347368421
73;12; 115,0
73;12; 109,764471058
73;12; 112,022047085
73;12; 245,0
73;12; 516,40320879
73;12; 718,170843188
73;12; 572,007664155
73;12; 579,026849153
73;12; 510,787613734
73;12; 529,518991617
73;12; 534,188912085
73;12; 68,906504065
73;12; 42,088495575
73;12; 380,689655172
73;12; 127,400630915
93;13; 176,539919716
93;13; 232,452988868
93;13; 137,854793362
93;13; 240,179240391
93;13; 196,584013178
93;13; 245,451781042
93;13; 315,765948688
93;13; 233,542424089
93;13; 434,923506734
93;13; 383,384569324
93;13; 289,847563478
93;13; 130,679032873
93;13; 236,439124216
93;13; 554,735619102
93;13; 418,575179869
93;13; 546,306444525
93;13; 245,538913389
93;13; 348,899224205
93;13; 476,843400768
93;13; 418,938350579
93;13; 226,466887433
93;13; 729,689505814
93;13; 292,469111736
93;13; 330,643478941
93;13; 640,700544537
93;13; 259,136157891
93;13; 279,832108013
93;13; 626,687540892
93;13; 767,566127782
93;13; 633,889596749
93;13; 584,405522251
93;13; 221,7781416
93;13; 780,623652012
93;13; 756,582254003
93;13; 447,061372719
93;13; 530,836093384
93;13; 474,732542905
93;13; 829,155345621
93;13; 582,302894195
93;13; 418,602749664
93;13; 285,514565137
93;13; 353,160742674
93;13; 324,640525815
93;13; 380,252146645
93;13; 372,076050049
93;13; 581,477269638
93;13; 497,137890109
93;13; 371,349016362
93;13; 1094,021859139
93;13; 693,096322077
93;13; 699,241112527
93;13; 219,646110675
93;13; 275,541255652
93;13; 553,726990129
93;13; 831,059699886
93;13; 674,767754145
93;13; 635,084878285
93;13; 391,613342666
93;13; 730,047553914
93;13; 678,122742949
93;13; 508,331618266
93;13; 474,729474562
93;13; 305,787754589
93;13; 418,245856876
93;13; 1024,201789656
93;13; 780,654756138
93;13; 767,657026894
93;13; 750,631411105
93;13; 222,484345797
93;13; 1063,054152509
93;13; 661,386756476
93;13; 488,817118956
93;13; 535,691764323
93;13; 861,461072591
93;13; 751,557253903
93;13; 260,475553916
93;13; 435,423284513
93;13; 486,947945333
93;13; 711,07405777
93;13; 728,909058711
93;13; 706,543105338
93;13; 372,667991085
93;13; 383,31361666
93;13; 692,991562882
93;13; 646,418244376
93;13; 147,471444809
93;13; 544,848898375
93;13; 951,257621713
93;13; 757,795721551
93;13; 805,07484085
93;13; 628,816771434
93;13; 419,605396868
93;13; 630,19488306
93;13; 520,938204741
93;13; 520,450319836
93;13; 342,690051516
93;13; 601,071688134
93;13; 935,24694609
93;13; 479,668604278
93;13; 838,376729404
93;13; 444,071582959
93;13; 628,952635463
93;13; 221,690227184
93;13; 94,438458375
93;13; 619,987404148
93;13; 130,75811556
93;13; 352,363989637
93;13; 526,451587311
93;13; 565,551198809
93;13; 586,220600835
93;13; 496,385158608
93;13; 85,0
93;13; 100,295035189
93;13; 862,870321261
93;13; 136,819948228
93;13; 79,0
93;13; 296,721895454
93;13; 958,727082639
93;13; 961,786462913
93;13; 1312,991235679
93;13; 885,292700585
93;13; 77,453341916
93;13; 688,744245324
93;13; 581,590415902
93;13; 385,613942139
93;13; 530,837240868
93;13; 329,842248825
93;13; 413,270092448
93;13; 1130,0
93;13; 372,0
93;13; 1377,0
93;13; 320,528279583
93;13; 573,610522693
93;13; 477,657122914
93;13; 407,0
93;13; 464,12737172
93;13; 446,709788234
93;13; 337,081468644
93;13; 0,0
93;13; 328,976528414
93;13; 353,727113624
93;13; 488,824057894
93;13; 426,436257386
93;13; 636,390857504
93;13; 591,0
93;13; 313,681166711
93;13; 1054,494126549
93;13; 743,606505738
93;13; 468,213107257
93;13; 639,554366064
93;13; 441,134660701
93;13; 0,0
93;13; 17,419570938
93;13; 780,08105082
93;13; 768,972642234
93;13; 772,881210524
93;13; 688,118330584
93;13; 900,020259778
93;13; 682,325759176
93;13; 538,87674962
93;13; 719,78463579
93;13; 608,259492786
93;13; 438,67373345
93;13; 554,961248575
93;13; 1046,855193209
93;13; 607,193218471
93;13; 555,777136528
93;13; 624,762935168
93;13; 968,51230817
93;13; 761,261532875
93;13; 441,768412839
93;13; 569,088555901
93;13; 525,941027327
93;13; 195,289317507
93;13; 958,612636341
93;13; 648,368559267
93;13; 265,320278515
93;13; 398,391796727
93;13; 353,578999238
93;13; 1002,897202126
93;13; 490,563447251
93;13; 677,635537311
93;13; 674,253302709
93;13; 1240,015432862
93;13; 426,0
93;13; 554,0
93;13; 544,0
93;13; 897,135263011
93;13; 787,439056291
93;13; 18,837388609
93;13; 0,0
93;13; 0,0
93;13; 641,700873014
93;13; 899,291830965
93;13; 448,759306415
93;13; 543,420421643
93;13; 470,392790138
93;13; 351,133652826
93;13; 537,537984274
93;13; 589,042037857
93;13; 684,312543723
93;13; 484,002243031
93;13; 626,021544214
93;13; 505,557135903
93;13; 764,899685194
93;13; 672,514488522
93;13; 373,663368136
93;13; 680,0
93;13; 421,0
93;13; 698,667473192
93;13; 864,111044311
93;13; 631,887430327
93;13; 850,455620251
93;13; 844,558828341
93;13; 893,406099914
93;13; 760,526028444
93;13; 577,276839561
93;13; 804,806296834
93;13; 642,501670739
93;13; 550,416578615
93;13; 634,198718595
93;13; 498,902689126
93;13; 370,156925741
93;13; 452,347168326
93;13; 489,619281268
93;13; 422,852393764
93;13; 435,619710512
93;13; 487,056571255
93;13; 709,628566305
93;13; 475,160260545
93;13; 1011,215203519
93;13; 99,536860868
93;13; 839,0
93;13; 393,0
93;13; 496,113229985
93;13; 724,544403843
93;13; 315,815525266
93;13; 496,192646124
93;13; 428,903535689
93;13; 752,717063731
93;13; 551,251743562
93;13; 1435,208832227
93;13; 296,262383719
93;13; 603,51359246
93;13; 802,086722713
93;13; 797,44451766
93;13; 494,610860377
93;13; 679,507125237
93;13; 588,990605443
93;13; 815,205668107
93;13; 688,824013876
93;13; 501,072644087
93;13; 962,967594669
93;13; 554,835206915
93;13; 478,15059536
93;13; 558,09446928
93;13; 705,233075116
93;13; 1103,38513721
93;13; 414,930070098
93;13; 489,631938159
93;13; 950,992108192
93;13; 436,988665784
93;13; 857,177732341
93;13; 585,679850431
93;13; 934,634245635
93;13; 514,295956622
93;13; 478,081247959
93;13; 777,855822768
93;13; 585,731640903
93;13; 418,054432213
93;13; 880,965209349
93;13; 487,394422763
93;13; 586,798374706
93;13; 480,536874795
93;13; 929,650934076
93;13; 760,240137551
93;13; 31,452772681
93;13; 89,0
93;13; 555,973991239
93;13; 756,995283696
93;13; 976,0
93;13; 56,991489362
93;13; 809,567258706
93;13; 801,593841259
93;13; 757,394371815
93;13; 1143,362248548
93;13; 710,136173922
93;13; 750,516971787
93;13; 838,249832371
93;13; 973,201281218
93;13; 436,686225776
93;13; 609,315008479
93;13; 108,757651491
93;13; 646,0
93;13; 824,0
93;13; 1294,013255194
93;13; 882,701623855
93;13; 282,0
93;13; 568,214488886
93;13; 484,619470216
93;13; 607,142799516
93;13; 634,393265776
93;13; 597,03399253
93;13; 486,724003132
93;13; 180,521837801
93;13; 520,504799404
93;13; 447,89032731
93;13; 526,327613452
93;13; 624,665188889
93;13; 343,546169411
93;13; 697,983940408
93;13; 602,461029379
93;13; 614,659036368
93;13; 415,8544212
93;13; 1049,589475648
93;13; 1222,410579049
93;13; 463,436344609
93;13; 656,883391973
93;13; 468,902436416
93;13; 416,159135942
93;13; 424,245538635
93;13; 855,793367516
93;13; 1208,604226122
93;13; 635,974974397
93;13; 574,142728402
93;13; 733,113342943
93;13; 745,971521307
93;13; 496,377353662
93;13; 593,888130538
93;13; 835,42126866
93;13; 653,515767737
93;13; 780,105479785
93;13; 702,610930084
93;13; 764,818280639
93;13; 407,553496288
93;13; 1365,315008607
93;13; 490,055782211
93;13; 429,496535782
93;13; 567,616375553
93;13; 506,914500022
93;13; 589,303301395
93;13; 910,0
93;13; 1015,391025554
93;13; 1302,687322633
93;13; 1350,657117342
93;13; 467,209435998
93;13; 462,346896885
93;13; 356,726674917
93;13; 313,605868059
93;13; 771,646864461
93;13; 1121,689969605
93;13; 877,138838475
93;13; 14,11023622
93;13; 1035,0
93;13; 669,813218067
93;13; 506,218630425
93;13; 568,108241039
93;13; 48,727019499
93;13; 557,664813546
93;13; 109,248360005
93;13; 803,0
93;13; 554,577024816
93;13; 806,171957799
93;13; 655,035589099
93;13; 754,756396665
93;13; 423,9900942
93;13; 731,0
93;13; 493,0
93;13; 218,373365042
93;13; 568,885228394
93;13; 708,040362649
93;13; 883,640288907
93;13; 896,304592489
93;13; 542,0
93;13; 638,771629065
93;13; 644,190573799
93;13; 511,860761589
93;13; 574,044570639
93;13; 639,192394723
93;13; 657,548674074
93;13; 567,519838331
93;13; 495,18606363
93;13; 1002,257337344
93;13; 872,202870319
93;13; 559,367796134
93;13; 568,806143481
93;13; 775,200879487
93;13; 661,459702925
93;13; 589,22903992
93;13; 586,947839216
93;13; 610,751574184
93;13; 1280,634327948
93;13; 497,979485728
93;13; 570,072441485
93;13; 573,779178635
93;13; 702,889162324
93;13; 1107,586759313
93;13; 579,443129444
93;13; 540,28929321
93;13; 787,03989054
93;13; 789,780530842
93;13; 548,452434205
93;13; 377,156418076
93;13; 718,970695977
93;13; 1093,50430431
93;13; 595,143883044
93;13; 805,044147196
93;13; 1036,934706388
93;13; 257,0
93;13; 689,457593062
93;13; 499,328512236
93;13; 568,288154206
93;13; 436,095695516
93;13; 130,442819132
93;13; 370,060345824
93;13; 749,339175038
93;13; 511,889558487
93;13; 412,762655515
93;13; 328,045410437
93;13; 646,184565643
93;13; 499,141226647
93;13; 236,753239825
93;13; 224,355828221
93;13; 373,924435304
93;13; 566,191052635
93;13; 1139,384751451
93;13; 472,476101623
93;13; 450,47715857
93;13; 490,747470713
93;13; 775,155896973
93;13; 493,223705564
93;13; 443,657778014
93;13; 522,925124927
93;13; 116,637924034
93;13; 5,953267308
93;13; 318,630131448
93;13; 440,307437986
93;13; 272,78842875
93;13; 527,547044013
93;13; 0,0
93;13; 16,84263282
93;13; 437,092016842
93;13; 477,176394316
93;13; 473,37425899
93;13; 384,903926729
93;13; 535,837836862
93;13; 459,690001459
93;13; 357,18421385
93;13; 702,852657775
93;13; 903,435718147
93;13; 1254,183464151
93;13; 534,418294814
93;13; 447,466817627
93;13; 487,308766326
93;13; 140,479018462
93;13; 710,342293132
93;13; 566,844334177
93;13; 209,452018488
93;13; 564,08217369
93;13; 300,327461433
93;13; 329,277309715
93;13; 415,84064655
93;13; 540,688317406
93;13; 36,086306202
93;13; 590,293592793
93;13; 422,934992626
93;13; 610,915997514
93;13; 993,656578067
93;13; 645,459665692
93;13; 483,693841777
93;13; 581,347375477
93;13; 282,002292215
93;13; 476,680829577
93;13; 768,552586102
93;13; 535,499887256
93;13; 447,665498549
93;13; 614,942719223
93;13; 684,775991791
93;13; 494,61710369
93;13; 659,905745099
93;13; 875,414417364
93;13; 937,911340089
93;13; 1277,882717827
93;13; 1155,709795089
93;13; 0,0
93;13; 1127,203724364
93;13; 876,119444859
93;13; 933,932311759
93;13; 694,592839558
93;13; 877,642158959
93;13; 955,314346396
93;13; 994,354123984
93;13; 438,951294203
93;13; 477,13248324
93;13; 350,501351158
93;13; 1075,401178095
93;13; 967,119694526
93;13; 799,898505249
93;13; 555,23601488
93;13; 694,69443081
93;13; 729,249589168
93;13; 683,360654414
93;13; 458,130294623
93;13; 793,914630995
93;13; 607,367621528
93;13; 590,47208473
93;13; 680,669411428
