REG;DEP;P10_FNSCOL15P_DIPL0
22;02; 50,203947
22;02; 75,633974
22;02; 16,0
22;02; 23,089059
22;02; 33,765517
22;02; 6,938053
22;02; 20,976744
22;02; 21,339394
22;02; 9,204545
22;02; 59,84741
22;02; 2,032258
22;02; 25,753555
22;02; 37,0
22;02; 4,74026
22;02; 8,131148
22;02; 18,61745
22;02; 175,645669
22;02; 32,743523
22;02; 46,0
22;02; 5,117647
22;02; 38,161836
22;02; 2,94
22;02; 1,886792
22;02; 18,947222
22;02; 17,160622
22;02; 30,109489
22;02; 201,196198
22;02; 24,55243
22;02; 20,805369
22;02; 80,358091
22;02; 28,351464
22;02; 7,931624
22;02; 6,865385
22;02; 13,509804
22;02; 16,551724
22;02; 82,871421
22;02; 5,0
22;02; 18,563846
22;02; 21,342391
22;02; 52,766224
22;02; 30,293772
22;02; 9,125
22;02; 2,0
22;02; 37,574138
22;02; 9,343511
22;02; 3,898305
22;02; 70,461864
22;02; 38,0
22;02; 32,828222
22;02; 11,733333
22;02; 20,885496
22;02; 32,502155
22;02; 6,928571
22;02; 9,470588
22;02; 186,387718
22;02; 58,248711
22;02; 370,366833
22;02; 30,108303
22;02; 15,163239
22;02; 12,625899
22;02; 34,0
22;02; 535,050502
22;02; 65,102362
22;02; 4,037915
22;02; 18,0
22;02; 7,071106
22;02; 11,268293
22;02; 39,0
22;02; 40,406752
22;02; 12,712707
22;02; 61,71485
22;02; 34,611737
22;02; 12,346154
22;02; 9,957447
22;02; 19,60396
22;02; 18,633229
22;02; 2,905063
22;02; 15,0
22;02; 32,805485
22;02; 9,716814
22;02; 50,929308
22;02; 8,965385
22;02; 57,316327
22;02; 79,683286
22;02; 0,0
22;02; 7,197183
22;02; 92,460419
22;02; 10,0
22;02; 11,869565
22;02; 126,305358
22;02; 11,746702
22;02; 796,457745
22;02; 16,547872
22;02; 30,511811
22;02; 15,461538
22;02; 16,620555
22;02; 10,227273
22;02; 25,874396
22;02; 16,787562
22;02; 135,818966
22;02; 6,866667
22;02; 13,0
22;02; 48,388181
22;02; 12,999093
22;02; 1,809524
22;02; 52,581028
22;02; 253,618655
22;02; 44,305803
22;02; 52,914516
22;02; 86,075795
22;02; 20,648148
22;02; 15,795455
22;02; 3,037975
22;02; 15,867769
22;02; 28,0
22;02; 19,0
22;02; 29,198444
22;02; 2,0
22;02; 27,657718
22;02; 60,904688
22;02; 13,0
22;02; 55,646546
22;02; 24,759615
22;02; 79,0
22;02; 2,85
22;02; 11,409574
22;02; 118,32884
22;02; 11,181319
22;02; 47,542857
22;02; 79,812571
22;02; 136,150209
22;02; 17,0
22;02; 3,904
22;02; 14,0
22;02; 34,345794
22;02; 26,757848
22;02; 207,826266
22;02; 13,820513
22;02; 12,867347
22;02; 6,276923
22;02; 31,0
22;02; 3,894737
22;02; 6,0
22;02; 26,098397
22;02; 3,0
22;02; 9,0
22;02; 6,105263
22;02; 6,134831
22;02; 23,0
22;02; 21,929712
22;02; 17,275676
22;02; 17,470339
22;02; 55,0
22;02; 22,34375
22;02; 27,0
22;02; 52,990476
22;02; 13,0
22;02; 22,0
22;02; 247,41894
22;02; 31,0
22;02; 129,000948
22;02; 25,514667
22;02; 56,28035
22;02; 308,375172
22;02; 212,082569
22;02; 9,29473
22;02; 134,363764
22;02; 217,484424
22;02; 62,531156
22;02; 286,623784
22;02; 9,204545
22;02; 9,0
22;02; 8,282353
22;02; 31,119231
22;02; 665,354212
22;02; 530,786055
22;02; 330,216983
22;02; 55,0
22;02; 10,927211
22;02; 17,907216
22;02; 5,0
22;02; 6,280374
22;02; 25,0
22;02; 51,0
22;02; 17,663551
22;02; 14,2
22;02; 15,753846
22;02; 52,256425
22;02; 18,0
22;02; 91,561696
22;02; 65,43416
22;02; 19,109589
22;02; 35,326203
22;02; 65,111301
22;02; 27,925211
22;02; 25,255754
22;02; 2,96
22;02; 15,928251
22;02; 56,0
22;02; 25,366569
22;02; 28,219226
22;02; 22,099099
22;02; 51,336079
22;02; 16,859504
22;02; 51,6041
22;02; 145,78532
22;02; 7,0
22;02; 13,0
22;02; 0,876543
22;02; 3,0
22;02; 23,0
22;02; 57,63458
22;02; 16,555831
22;02; 23,725225
22;02; 60,656821
22;02; 37,025316
22;02; 4,125
22;02; 71,798661
22;02; 19,314642
22;02; 146,230376
22;02; 11,174603
22;02; 16,0
22;02; 22,946387
22;02; 12,0
22;02; 1,0
22;02; 17,174061
22;02; 18,90411
22;02; 3,955556
22;02; 102,039627
22;02; 12,882883
22;02; 37,540336
22;02; 3,0
22;02; 11,833197
22;02; 57,959131
22;02; 19,0
22;02; 8,931298
22;02; 9,0
22;02; 12,0
22;02; 31,455782
22;02; 250,776647
22;02; 124,661698
22;02; 72,215739
22;02; 17,0
22;02; 5,0
22;02; 46,214953
22;02; 281,693565
22;02; 6,507042
22;02; 98,733965
22;02; 50,658425
22;02; 10,79878
22;02; 8,590514
22;02; 7,84
22;02; 3,0
22;02; 3,046154
22;02; 36,72561
22;02; 4,035088
22;02; 11,146667
22;02; 10,521739
22;02; 26,069335
22;02; 36,734554
22;02; 16,209325
22;02; 52,609308
22;02; 39,891304
22;02; 7,548387
22;02; 14,504505
22;02; 77,704918
22;02; 10,222222
22;02; 5,363636
22;02; 22,920139
22;02; 35,475969
22;02; 13,083333
22;02; 20,070423
22;02; 15,36
22;02; 5,067568
22;02; 21,0
22;02; 15,401869
22;02; 53,0
22;02; 10,727273
22;02; 32,0
22;02; 1,047619
22;02; 30,0
22;02; 26,202073
22;02; 15,938462
22;02; 25,0
22;02; 21,072165
22;02; 12,266667
22;02; 74,175053
22;02; 67,39779
22;02; 34,0
22;02; 33,076923
22;02; 174,110191
22;02; 23,714964
22;02; 130,0
22;02; 50,545455
22;02; 7,127854
22;02; 85,982533
22;02; 130,081616
22;02; 4,0
22;02; 223,884314
22;02; 45,0
22;02; 20,260586
22;02; 17,843931
22;02; 14,897168
22;02; 477,850905
22;02; 351,319772
22;02; 77,736041
22;02; 221,294751
22;02; 40,996016
22;02; 37,75
22;02; 7,126812
22;02; 7,210526
22;02; 75,532513
22;02; 50,751073
22;02; 159,0
22;02; 11,816794
22;02; 18,911215
22;02; 163,2493
22;02; 44,0
22;02; 18,869416
22;02; 80,516868
22;02; 20,104712
22;02; 7,0
22;02; 24,595745
22;02; 10,358744
22;02; 22,678643
22;02; 9,355932
22;02; 29,438776
22;02; 23,476998
22;02; 22,190889
22;02; 11,265562
22;02; 15,937008
22;02; 11,692308
22;02; 342,431947
22;02; 13,0
22;02; 57,279335
22;02; 17,0
22;02; 25,319149
22;02; 36,053404
22;02; 228,0
22;02; 154,0
22;02; 143,0
22;02; 32,342193
22;02; 13,818182
22;02; 6,895522
22;02; 6,0
22;02; 0,957447
22;02; 59,259912
22;02; 31,455696
22;02; 15,0
22;02; 8,166667
22;02; 14,947368
22;02; 8,712871
22;02; 60,61639
22;02; 19,875776
22;02; 2,933333
22;02; 49,962096
22;02; 16,0
22;02; 2,92
22;02; 10,0
22;02; 66,0
22;02; 171,866113
22;02; 726,0
22;02; 13,89434
22;02; 49,0
22;02; 9,162896
22;02; 21,294737
22;02; 19,527778
22;02; 42,416529
22;02; 30,242915
22;02; 37,461947
22;02; 107,061335
22;02; 22,931138
22;02; 14,932735
22;02; 82,374194
22;02; 12,473684
22;02; 12,922619
22;02; 6,041096
22;02; 18,875437
22;02; 18,0
22;02; 1,0
22;02; 410,367704
22;02; 341,054927
22;02; 199,729015
22;02; 158,578816
22;02; 62,576419
22;02; 82,430954
22;02; 4,921875
22;02; 17,0
22;02; 17,154545
22;02; 56,444641
22;02; 15,0
22;02; 47,0
22;02; 23,493562
22;02; 11,782805
22;02; 30,0
22;02; 14,166667
22;02; 3,0
22;02; 10,842857
22;02; 89,002441
22;02; 17,122302
22;02; 31,71875
22;02; 15,891892
22;02; 6,055961
22;02; 3,0
22;02; 26,367893
22;02; 22,391061
22;02; 37,173145
22;02; 3,937984
22;02; 7,0
22;02; 365,728846
22;02; 267,816182
22;02; 179,217057
22;02; 338,577076
22;02; 127,468702
22;02; 91,501408
22;02; 170,80192
22;02; 184,765601
22;02; 128,067433
22;02; 6,790927
22;02; 372,639207
22;02; 290,12744
22;02; 26,728188
22;02; 10,12987
22;02; 9,0
22;02; 6,181818
22;02; 14,0
22;02; 19,0
22;02; 6,691824
22;02; 41,18427
22;02; 11,102804
22;02; 17,156682
22;02; 22,197522
22;02; 37,908755
22;02; 3,0
22;02; 100,426777
22;02; 34,503797
22;02; 5,886792
22;02; 14,735728
22;02; 36,371773
22;02; 14,287671
22;02; 3,866667
22;02; 7,79661
22;02; 180,0
22;02; 27,897862
22;02; 11,0
22;02; 33,0
22;02; 10,590551
22;02; 2,0
22;02; 19,130137
22;02; 33,636166
22;02; 8,0
22;02; 15,14218
22;02; 4,756098
22;02; 8,0
22;02; 11,630769
22;02; 19,795222
22;02; 4,0
22;02; 9,536424
22;02; 8,413793
22;02; 4,05
22;02; 30,0
22;02; 9,922481
22;02; 9,0
22;02; 42,0
22;02; 34,662651
22;02; 17,449735
22;02; 28,179245
22;02; 38,0
22;02; 24,0
22;02; 1,938272
22;02; 29,0
22;02; 19,764706
22;02; 13,302682
22;02; 8,296296
22;02; 31,702786
22;02; 24,0
22;02; 13,787879
22;02; 4,214286
22;02; 294,0
22;02; 27,732057
22;02; 43,191111
22;02; 3,078261
22;02; 24,0
22;02; 15,724138
22;02; 29,477387
22;02; 15,921951
22;02; 70,68066
22;02; 64,519535
22;02; 9,75
22;02; 7,392109
22;02; 40,0
22;02; 14,966741
22;02; 3,924528
22;02; 25,0
22;02; 39,0
22;02; 5,837838
22;02; 12,415842
22;02; 38,0
22;02; 23,0
22;02; 14,0
22;02; 9,0
22;02; 27,078488
22;02; 40,0
22;02; 18,301255
22;02; 9,0
22;02; 78,891337
22;02; 10,0
22;02; 66,913478
22;02; 57,659134
22;02; 0,87234
22;02; 77,317365
22;02; 3,147541
22;02; 188,395488
22;02; 101,455054
22;02; 183,63571
22;02; 10,914573
22;02; 19,411765
22;02; 4,0
22;02; 4,252166
22;02; 10,0
22;02; 11,22449
22;02; 29,605263
22;02; 25,092251
22;02; 21,45679
22;02; 64,482655
22;02; 6,405405
22;02; 11,464789
22;02; 31,692308
22;02; 21,650794
22;02; 13,823899
22;02; 62,588598
22;02; 77,055197
22;02; 6,122909
22;02; 5,3125
22;02; 31,722543
22;02; 33,66113
22;02; 8,918919
22;02; 33,605568
22;02; 19,670782
22;02; 26,512315
22;02; 6,123711
22;02; 9,071429
22;02; 88,820965
22;02; 18,533333
22;02; 3,142857
22;02; 12,088235
22;02; 10,967742
22;02; 12,690647
22;02; 5,0
22;02; 70,648459
22;02; 50,252443
22;02; 28,0
22;02; 5,0
22;02; 223,887788
22;02; 47,933775
22;02; 10,330355
22;02; 13,77381
22;02; 6,096774
22;02; 35,972222
22;02; 43,0
22;02; 7,0
22;02; 6,448819
22;02; 21,898482
22;02; 25,097656
22;02; 59,0
22;02; 187,579072
22;02; 7,078652
22;02; 9,233766
22;02; 337,538669
22;02; 52,0
22;02; 35,0
22;02; 7,0
22;02; 18,490909
22;02; 11,0
22;02; 33,386774
22;02; 21,686833
22;02; 97,158621
22;02; 28,091503
22;02; 3,890411
22;02; 39,668293
22;02; 18,0
22;02; 33,657031
22;02; 31,139241
22;02; 5,0
22;02; 151,521976
22;02; 211,055524
22;02; 20,135593
22;02; 9,113924
22;02; 1,465116
22;02; 11,90625
22;02; 93,931123
22;02; 17,387755
22;02; 5,147059
22;02; 1,954545
22;02; 3,0
22;02; 15,936
22;02; 6,413793
22;02; 19,885057
22;02; 6,78125
22;02; 4,771687
22;02; 11,396648
22;02; 11,081481
22;02; 10,0
22;02; 72,857283
22;02; 15,185185
22;02; 11,0
22;02; 61,539141
22;02; 4,0
22;02; 34,0
22;02; 22,00237
22;02; 29,848168
22;02; 8,386364
22;02; 195,0
22;02; 9,375
22;02; 12,0
22;02; 4,108108
22;02; 5,061728
22;02; 55,419087
22;02; 0,0
22;02; 47,979167
22;02; 12,0
22;02; 26,0
22;02; 22,0
22;02; 4,035714
22;02; 15,497382
22;02; 41,559968
22;02; 61,0
22;02; 37,211844
22;02; 28,834661
22;02; 10,692893
22;02; 4,0
22;02; 10,904348
22;02; 42,759
22;02; 13,17931
22;02; 31,915789
22;02; 5,848739
22;02; 10,899543
22;02; 23,0
22;02; 37,812357
22;02; 4,0
22;02; 7,107692
22;02; 6,27907
22;02; 8,094675
22;02; 19,716981
22;02; 24,166667
22;02; 25,105042
22;02; 34,0
22;02; 28,660819
22;02; 16,746269
22;02; 23,0
22;02; 52,513123
22;02; 32,848806
22;02; 20,540391
22;02; 3,0
22;02; 10,933333
22;02; 199,0
22;02; 22,490446
22;02; 28,143223
22;02; 5,212121
22;02; 13,125
22;02; 39,160825
22;02; 4,772727
22;02; 9,0
22;02; 15,538462
22;02; 37,162996
22;02; 15,786026
22;02; 21,574786
22;02; 7,512195
22;02; 13,722772
22;02; 32,0
22;02; 15,430708
22;02; 3,0
22;02; 12,287097
22;02; 109,427032
22;02; 19,557522
22;02; 98,262343
22;02; 6,546296
22;02; 13,165605
22;02; 33,0
22;02; 17,706093
22;02; 43,0
22;02; 3,849057
22;02; 6,223881
22;02; 139,600406
22;02; 22,0
22;02; 6,16
22;02; 9,86755
22;02; 157,111036
22;02; 39,99843
22;02; 7,719626
22;02; 11,278195
22;02; 464,443192
22;02; 4,149533
22;02; 38,901515
22;02; 15,601108
22;02; 5,0
22;02; 1,068966
22;02; 10,0
22;02; 104,341188
22;02; 122,616103
22;02; 139,603871
22;02; 136,545489
22;02; 225,971435
22;02; 105,045096
22;02; 115,619128
22;02; 253,98329
22;02; 251,523164
22;02; 168,765915
22;02; 163,404584
22;02; 77,65852
22;02; 134,738303
22;02; 49,36052
22;02; 205,482696
22;02; 199,756257
22;02; 381,884245
22;02; 445,741712
22;02; 279,594394
22;02; 302,86984
22;02; 260,976796
22;02; 317,236796
22;02; 164,901473
22;02; 332,842831
22;02; 231,961167
22;02; 21,364455
22;02; 413,52778
22;02; 19,76
22;02; 49,478049
22;02; 3,048387
22;02; 10,0
22;02; 25,395197
22;02; 8,920354
22;02; 16,0
22;02; 50,397199
22;02; 43,857143
22;02; 135,342801
22;02; 21,268085
22;02; 11,884058
22;02; 34,236111
22;02; 15,140244
22;02; 10,225225
22;02; 31,044444
22;02; 64,0
22;02; 18,0
22;02; 4,02454
22;02; 24,496552
22;02; 25,40708
22;02; 4,0
22;02; 23,098976
22;02; 47,0
22;02; 6,0
22;02; 195,067941
22;02; 215,377426
22;02; 25,525355
22;02; 312,801409
22;02; 292,536037
22;02; 350,737606
22;02; 285,163189
22;02; 126,54156
22;02; 443,986146
22;02; 201,497124
22;02; 351,813035
22;02; 165,808905
22;02; 314,759409
22;02; 216,438216
22;02; 218,288015
22;02; 161,719009
22;02; 8,0
22;02; 0,934426
22;02; 7,0
22;02; 12,0
22;02; 20,0
22;02; 20,846715
22;02; 5,057471
22;02; 22,239583
22;02; 16,792683
22;02; 5,09901
22;02; 18,543624
22;02; 24,824427
22;02; 0,0
22;02; 14,148936
22;02; 61,718855
22;02; 176,640656
22;02; 176,480233
22;02; 282,789739
22;02; 177,710502
22;02; 373,205147
22;02; 382,350315
22;02; 17,766234
22;02; 33,0
22;02; 74,923351
22;02; 14,444444
22;02; 10,119048
22;02; 0,988095
22;02; 10,0
22;02; 58,632219
22;02; 7,460674
22;02; 94,0
22;02; 16,786611
22;02; 58,0
22;02; 10,0
22;02; 23,0
22;02; 62,515235
22;02; 3,880952
22;02; 27,500928
22;02; 27,727273
22;02; 79,627086
22;02; 230,280928
22;02; 48,883271
22;02; 9,125
22;02; 12,407675
22;02; 13,919075
22;02; 11,320388
22;02; 6,794118
22;02; 5,0
22;02; 12,1875
22;02; 21,0
22;02; 34,656189
22;02; 130,356685
22;02; 68,920308
22;02; 11,099099
22;02; 7,376923
22;02; 1,0
22;02; 11,100917
22;02; 110,0
22;02; 46,742408
22;02; 7,14
22;02; 4,034483
22;02; 30,857143
22;02; 117,956877
22;02; 29,0
22;02; 24,888889
22;02; 21,285714
22;02; 21,692308
22;02; 79,689069
22;02; 6,0
22;02; 24,0
22;02; 26,111828
22;02; 329,641938
22;02; 10,12987
22;02; 15,516981
22;02; 9,133571
22;02; 8,590164
22;02; 4,713542
22;02; 186,0
22;02; 4,177558
22;02; 18,000205
22;02; 59,0
22;02; 36,923077
22;02; 23,35061
22;02; 33,880282
22;02; 16,457143
22;02; 8,769231
22;02; 10,344828
22;02; 225,571064
22;02; 30,947761
22;02; 42,0
22;02; 29,0
22;02; 10,309278
22;02; 251,783747
22;02; 260,813208
22;02; 214,496763
22;02; 356,418528
22;02; 10,244275
22;02; 13,058824
22;02; 16,126712
22;02; 8,735294
22;02; 42,0
22;02; 32,210526
22;02; 2,949153
22;02; 73,742997
22;02; 16,728
22;02; 117,91054
22;02; 23,090196
22;02; 25,552826
22;02; 0,0
22;02; 23,936675
22;02; 30,107914
22;02; 22,0
22;02; 2,044944
22;02; 3,0
22;02; 126,312373
22;02; 24,665775
22;02; 21,276316
22;02; 28,99115
22;02; 4,026846
83;03; 167,0
83;03; 11,0
83;03; 83,42228
83;03; 24,441176
83;03; 26,148148
83;03; 77,08624
83;03; 6,8017
83;03; 13,884615
83;03; 7,0
83;03; 23,38495
83;03; 8,88
83;03; 14,702065
83;03; 187,518522
83;03; 13,819355
83;03; 17,334426
83;03; 8,124031
83;03; 10,04717
83;03; 27,324875
83;03; 131,812655
83;03; 17,689655
83;03; 5,974026
83;03; 54,0
83;03; 187,0
83;03; 69,0
83;03; 88,0
83;03; 124,0
83;03; 24,082353
83;03; 92,937409
83;03; 22,855709
83;03; 73,600183
83;03; 24,56548
83;03; 52,124551
83;03; 26,64191
83;03; 7,805502
83;03; 3,851163
83;03; 3,080214
83;03; 41,294964
83;03; 9,087379
83;03; 236,45998
83;03; 20,353357
83;03; 24,746719
83;03; 22,055838
83;03; 34,0
83;03; 25,773913
83;03; 33,060998
83;03; 51,445763
83;03; 55,931526
83;03; 53,676259
83;03; 94,0
83;03; 19,71564
83;03; 114,673524
83;03; 21,454054
83;03; 11,656963
83;03; 21,067742
83;03; 48,23578
83;03; 83,667829
83;03; 16,924444
83;03; 58,0
83;03; 19,0
83;03; 15,0
83;03; 13,310345
83;03; 13,723944
83;03; 27,355401
83;03; 17,342037
83;03; 17,0
83;03; 94,881987
83;03; 13,611111
83;03; 31,766821
